topic,run_name,status,launcher,background_launcher,analysis_script,local_output_dir,log_policy,notes
SU2/Quaia,targeted stability mock percentile audit,complete,github_export/runs/2026-07-14/su2_quaia/run_su2_quaia_targeted_stability_mocks.ps1,github_export/runs/2026-07-14/su2_quaia/start_su2_quaia_targeted_stability_mocks_background.ps1,github_export/code/quaia_su2/su2_quaia_targeted_stability_mocks.py,C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_targeted_stability_mocks_20260714,do not track logs,Tests nested latitude-cut coherence for targeted z windows 0.95-1.45 and 1.15-1.35 with 1500 random-sky mocks seed 290714.
