"artifact","bytes","sha256","source","note"
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_observed_windows_2026-07-15.csv","39428","0d70d5c69ba040fb9a0a8f565e7e287cccca3d6ec9e574912de6d5a458509076","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_mock_maxima_2026-07-15.csv","32621","31ff370dacee1b594ec3ce0804b720d8080301e5878befe042839748b71433d7","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_thresholds_2026-07-15.csv","1171","58ae8e22817567e0c8782c1d21a45132af44e589450c7d399737e12bff948fd9","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_config_2026-07-15.json","766","ce03c46b7a686dd11b86bdd163ad55fc103481c0d040f9cb4879706169bc6988","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_report_2026-07-15.md","3144","297f2a361fffed03f5826c549c914d9e8cfc89b7beb922cc8380c7ee75dd313f","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/results/2026-07-15/su2_quaia/su2_quaia_matched_global_lookelsewhere_readout_2026-07-15.md","746","5f2a586a3db5276241fc2a69b16cce5ee94f7cad061d45252d4e224af070fc72","C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\su2_quaia_matched_global_lookelsewhere_20260715","Matched-quality global look-elsewhere result artefact."
"github_export/code/quaia_su2/analyze_su2_quaia_matched_global_lookelsewhere_2026-07-15.py","24802","780dc88cb58b7a9e769e6b9eebc89dbe3a8554f46acab3bfc5942e939720495b","github_export/code/quaia_su2","Reproduction script for the July 15 SU2/Quaia follow-up gate."
