run_label,frame,datasets,random_mode,prior_config,model,offset_group,component_type,prior_sigma_mag,residual_offset_mag,projection_add_mag,pull_sigma
joint_des_pantheon_union31_HD_dataset+survey_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,moderate,FR_BETAfree_H0free,DES_Dovekie_raw:IDSURVEY_65,survey,0.02,-0.006049098750731059,0.006049098750731059,-0.30245493753655295
joint_des_pantheon_union31_HD_dataset+survey_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,moderate,FR_BETAfree_H0free,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.02,-0.004417056572356906,0.004417056572356906,-0.22085282861784528
joint_des_pantheon_union31_HD_dataset+survey_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,moderate,FR_BETAfree_H0free,DES_Dovekie_raw:IDSURVEY_10,survey,0.02,0.02372632096281048,-0.02372632096281048,1.186316048140524
joint_des_pantheon_union31_HD_dataset+survey_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,moderate,FR_BETAfree_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.05,0.03005116920034217,-0.03005116920034217,0.6010233840068433
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.13374888487020198,0.13374888487020198,-1.3374888487020198
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.02072064102389709,0.02072064102389709,-0.4144128204779418
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.01008185588742716,0.01008185588742716,-0.2016371177485432
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_62,survey,0.05,-0.018333671594619627,0.018333671594619627,-0.36667343189239254
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.00471723734247298,0.00471723734247298,-0.0943447468494596
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.016923255360283163,0.016923255360283163,-0.33846510720566325
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.02798986167316575,0.02798986167316575,-0.559797233463315
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.007540028053261261,0.007540028053261261,-0.1508005610652252
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.0020781399930591693,0.0020781399930591693,-0.041562799861183386
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_66,survey,0.05,0.026383712388087843,-0.026383712388087843,0.5276742477617569
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,0.004800206002636864,-0.004800206002636864,0.09600412005273729
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.0303936870946101,0.0303936870946101,-0.607873741892202
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.08344996237444091,0.08344996237444091,-1.6689992474888182
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_18,survey,0.05,-0.004805065168628997,0.004805065168628997,-0.09610130337257994
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,0.04471862453598019,-0.04471862453598019,0.8943724907196038
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,0.015197365091670134,-0.015197365091670134,0.3039473018334027
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,0.023429524174067295,-0.023429524174067295,0.4685904834813459
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,0.04837852282821409,-0.04837852282821409,0.9675704565642818
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_100,survey,0.05,0.03068822932763038,-0.03068822932763038,0.6137645865526076
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.1,-0.026732635374160388,0.026732635374160388,-0.26732635374160385
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.0015234200684638294,0.0015234200684638294,-0.030468401369276588
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_63,survey,0.05,-0.021692471622591747,0.021692471622591747,-0.43384943245183494
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,0.0015892959188617828,-0.0015892959188617828,0.031785918377235656
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.012975790634330811,0.012975790634330811,-0.2595158126866162
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.01373200817473319,0.01373200817473319,-0.2746401634946638
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.041651235737715064,-0.041651235737715064,0.8330247147543013
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.1,-0.014784065719442473,0.014784065719442473,-0.1478406571944247
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.13823749917315142,0.13823749917315142,-1.3823749917315142
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.018388176464036954,0.018388176464036954,-0.3677635292807391
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.007764855861494224,0.007764855861494224,-0.15529711722988448
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_62,survey,0.05,-0.016598735684558164,0.016598735684558164,-0.33197471369116327
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.002995666317927692,0.002995666317927692,-0.05991332635855384
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.014800484522502377,0.014800484522502377,-0.29600969045004755
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.02673404274616864,0.02673404274616864,-0.5346808549233728
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.005088571828000821,0.005088571828000821,-0.10177143656001642
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,0.00012497322930127286,-0.00012497322930127286,0.002499464586025457
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_66,survey,0.05,0.028218611205532595,-0.028218611205532595,0.5643722241106519
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,0.006881625169454675,-0.006881625169454675,0.1376325033890935
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.027976388483469616,0.027976388483469616,-0.5595277696693923
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.08667272196630948,0.08667272196630948,-1.7334544393261897
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_18,survey,0.05,-0.0029064107336205236,0.0029064107336205236,-0.05812821467241047
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,0.041736868467448174,-0.041736868467448174,0.8347373693489635
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,0.014913200922980097,-0.014913200922980097,0.29826401845960193
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,0.018977929552181916,-0.018977929552181916,0.3795585910436383
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,0.040467935982070324,-0.040467935982070324,0.8093587196414065
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_100,survey,0.05,0.0240455352858005,-0.0240455352858005,0.48091070571601
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.1,-0.0311979991874054,0.0311979991874054,-0.311979991874054
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-4.8630410973915517e-05,4.8630410973915517e-05,-0.0009726082194783103
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_63,survey,0.05,-0.020467766027028815,0.020467766027028815,-0.4093553205405763
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,0.003076403904537728,-0.003076403904537728,0.06152807809075456
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.011858590200686227,0.011858590200686227,-0.23717180401372454
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.012796030358918117,0.012796030358918117,-0.25592060717836235
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.0342951132962155,-0.0342951132962155,0.6859022659243099
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETAfree_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.1,-0.028364415200825548,0.028364415200825548,-0.28364415200825543
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.07498749028795615,0.07498749028795615,-0.7498749028795615
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.02015471716507683,0.02015471716507683,-0.4030943433015366
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.009182615173245368,0.009182615173245368,-0.18365230346490735
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_62,survey,0.05,-0.017652360553322505,0.017652360553322505,-0.3530472110664501
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.0038884762916343574,0.0038884762916343574,-0.07776952583268715
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.0161116651039922,0.0161116651039922,-0.322233302079844
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.02691300206684155,0.02691300206684155,-0.538260041336831
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.006631716968555024,0.006631716968555024,-0.13263433937110047
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.0014021704817181457,0.0014021704817181457,-0.028043409634362915
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_66,survey,0.05,0.02691970646641373,-0.02691970646641373,0.5383941293282746
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,0.005596725956138637,-0.005596725956138637,0.11193451912277275
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.029500259057192835,0.029500259057192835,-0.5900051811438567
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.08279912119723326,0.08279912119723326,-1.6559824239446652
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_18,survey,0.05,-0.004210841124449,0.004210841124449,-0.08421682248897999
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,0.04580734269828096,-0.04580734269828096,0.9161468539656192
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,0.016279834107469304,-0.016279834107469304,0.3255966821493861
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,0.02450018605582549,-0.02450018605582549,0.4900037211165098
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,0.04939300339660052,-0.04939300339660052,0.9878600679320104
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,PantheonPlusSH0ES:IDSURVEY_100,survey,0.05,0.0312032739305097,-0.0312032739305097,0.624065478610194
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:DATASET,dataset,0.1,0.03003127355723037,-0.03003127355723037,0.3003127355723037
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,0.0012206043558352642,-0.0012206043558352642,0.024412087116705283
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_63,survey,0.05,-0.01973967992958813,0.01973967992958813,-0.3947935985917626
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,0.0040296916048790515,-0.0040296916048790515,0.08059383209758103
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.010717224156982605,0.010717224156982605,-0.2143444831396521
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.011956493991843432,0.011956493991843432,-0.23912987983686865
joint_des_pantheon_union31_HD_dataset+survey_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,loose,FR_BETA05_H0free,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.04467092050701747,-0.04467092050701747,0.8934184101403494
