run_label,frame,datasets,random_mode,prior_config,model,offset_group,component_type,prior_sigma_mag,residual_offset_mag,projection_add_mag,pull_sigma
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.11868168650516117,0.11868168650516117,-5.934084325258058
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.02,0.007442227435187181,-0.007442227435187181,0.37211137175935904
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.02,-0.01423537324555996,0.01423537324555996,-0.711768662277998
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.12750204698697176,0.12750204698697176,-6.375102349348588
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.02,-0.008724218929641613,0.008724218929641613,-0.43621094648208064
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.02,-0.0354954933770059,0.0354954933770059,-1.774774668850295
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0free,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.07651054533925461,0.07651054533925461,-3.8255272669627303
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0free,DES_Dovekie_raw:DATASET,dataset,0.02,0.04876271967261748,-0.04876271967261748,2.438135983630874
joint_des_pantheon_union31_HD_dataset_tight_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETA05_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.02,0.027747819324602938,-0.027747819324602938,1.387390966230147
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0free,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.06295799530231645,0.06295799530231645,-3.1478997651158225
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0free,DES_Dovekie_raw:DATASET,dataset,0.02,0.046848356188108516,-0.046848356188108516,2.3424178094054255
joint_des_pantheon_union31_HD_dataset_tight_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,tight,FR_BETAfree_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.02,0.016109125155306117,-0.016109125155306117,0.8054562577653058
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.05,-0.12220855906155831,0.12220855906155831,-2.444171181231166
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.05,0.007794714214117474,-0.007794714214117474,0.15589428428234947
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.05,-0.014713177083495286,0.014713177083495286,-0.2942635416699057
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.05,-0.13706354069922908,0.13706354069922908,-2.741270813984581
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.05,-0.019879242867379066,0.019879242867379066,-0.3975848573475813
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.05,-0.050584654357806354,0.050584654357806354,-1.011693087156127
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0free,PantheonPlusSH0ES:DATASET,dataset,0.05,-0.07910706661798492,0.07910706661798492,-1.5821413323596982
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0free,DES_Dovekie_raw:DATASET,dataset,0.05,0.050750511688530224,-0.050750511688530224,1.0150102337706044
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETA05_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.05,0.028356548548550436,-0.028356548548550436,0.5671309709710087
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0free,PantheonPlusSH0ES:DATASET,dataset,0.05,-0.06639333639808191,0.06639333639808191,-1.327866727961638
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0free,DES_Dovekie_raw:DATASET,dataset,0.05,0.048953880635038624,-0.048953880635038624,0.9790776127007724
joint_des_pantheon_union31_HD_dataset_moderate_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,moderate,FR_BETAfree_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.05,0.017434898362346195,-0.017434898362346195,0.34869796724692387
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.12272958251655675,0.12272958251655675,-1.2272958251655675
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.1,0.007847813727411442,-0.007847813727411442,0.07847813727411442
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.1,-0.014784065719442473,0.014784065719442473,-0.1478406571944247
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.1387691570951841,0.1387691570951841,-1.3876915709518407
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.1,-0.022104695821526348,0.022104695821526348,-0.22104695821526346
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.1,-0.05352334795601461,0.05352334795601461,-0.535233479560146
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0free,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.07949270927704451,0.07949270927704451,-0.794927092770445
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0free,DES_Dovekie_raw:DATASET,dataset,0.1,0.05104789991162977,-0.05104789991162977,0.5104789991162977
joint_des_pantheon_union31_HD_dataset_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETA05_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.1,0.028444802488876222,-0.028444802488876222,0.2844480248887622
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0free,PantheonPlusSH0ES:DATASET,dataset,0.1,-0.06691748613232291,0.06691748613232291,-0.6691748613232291
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0free,DES_Dovekie_raw:DATASET,dataset,0.1,0.04926845171178285,-0.04926845171178285,0.4926845171178285
joint_des_pantheon_union31_HD_dataset_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,loose,FR_BETAfree_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.1,0.017637882644441535,-0.017637882644441535,0.17637882644441535
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.2,-0.12286053328634605,0.12286053328634605,-0.6143026664317303
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.2,0.007861201838253302,-0.007861201838253302,0.039306009191266505
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.2,-0.014801894739673362,0.014801894739673362,-0.0740094736983668
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.2,-0.13921363335901876,0.13921363335901876,-0.6960681667950938
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.2,-0.02269517384500308,0.02269517384500308,-0.1134758692250154
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.2,-0.054300100661621775,0.054300100661621775,-0.2715005033081089
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0free,PantheonPlusSH0ES:DATASET,dataset,0.2,-0.07958958212274168,0.07958958212274168,-0.3979479106137084
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0free,DES_Dovekie_raw:DATASET,dataset,0.2,0.05112293328769766,-0.05112293328769766,0.2556146664384883
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETA05_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETA05_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.2,0.02846705117346183,-0.02846705117346183,0.14233525586730914
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0free,PantheonPlusSH0ES:DATASET,dataset,0.2,-0.06706186651753268,0.06706186651753268,-0.3353093325876634
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0free,DES_Dovekie_raw:DATASET,dataset,0.2,0.04933548889579147,-0.04933548889579147,0.24667744447895734
joint_des_pantheon_union31_HD_dataset_very_loose_FR_BETAfree_H0free,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,very_loose,FR_BETAfree_H0free,Union3p1_UNITY1p8:DATASET,dataset,0.2,0.017676891155210987,-0.017676891155210987,0.08838445577605493
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.11878821046671342,0.11878821046671342,-5.939410523335671
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.002501387644877471,0.002501387644877471,-0.25013876448774713
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.004033825364773716,0.004033825364773716,-0.4033825364773716
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_62,survey,0.01,-0.0024432800305742076,0.0024432800305742076,-0.24432800305742075
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.0012726342798127198,0.0012726342798127198,-0.12726342798127196
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.0038592836621608156,0.0038592836621608156,-0.38592836621608156
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.015860247176963993,0.015860247176963993,-1.5860247176963993
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.0025911648482407528,0.0025911648482407528,-0.2591164848240753
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.0014880079329221453,0.0014880079329221453,-0.14880079329221452
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_66,survey,0.01,0.0013460348826426763,-0.0013460348826426763,0.13460348826426763
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,5.61724598788331e-05,-5.61724598788331e-05,0.00561724598788331
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.009752106825833093,0.009752106825833093,-0.9752106825833092
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.00938619586671906,0.00938619586671906,-0.9386195866719059
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_18,survey,0.01,-0.0008293509956947543,0.0008293509956947543,-0.08293509956947542
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,0.014480734145912319,-0.014480734145912319,1.448073414591232
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.0027470298093697602,0.0027470298093697602,-0.27470298093697604
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,0.0014008659702891835,-0.0014008659702891835,0.14008659702891835
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,0.007912808164253342,-0.007912808164253342,0.7912808164253342
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,PantheonPlusSH0ES:IDSURVEY_100,survey,0.01,0.0018708461982867644,-0.0018708461982867644,0.18708461982867644
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:DATASET,dataset,0.02,-0.005751600960547415,0.005751600960547415,-0.28758004802737075
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.0062421708279863306,0.0062421708279863306,-0.6242170827986331
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_63,survey,0.01,-0.0036040718220418603,0.0036040718220418603,-0.360407182204186
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.002419832070185109,0.002419832070185109,-0.24198320701851087
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.004222842727705881,0.004222842727705881,-0.42228427277058805
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.002266367818790083,0.002266367818790083,-0.2266367818790083
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,0.017317385026572363,-0.017317385026572363,1.7317385026572363
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETA05_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETA05_H0fixed675,Union3p1_UNITY1p8:DATASET,dataset,0.02,-0.01423537324555996,0.01423537324555996,-0.711768662277998
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:DATASET,dataset,0.02,-0.1240718295919386,0.1240718295919386,-6.2035914795969305
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.002295572007638992,0.002295572007638992,-0.22955720076389918
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.0034930466613355554,0.0034930466613355554,-0.34930466613355554
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_62,survey,0.01,-0.002287440326483602,0.002287440326483602,-0.22874403264836018
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.001109103411039307,0.001109103411039307,-0.11091034110393069
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.003536818189100807,0.003536818189100807,-0.35368181891008066
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.01523599602450583,0.01523599602450583,-1.523599602450583
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.0021406265266515944,0.0021406265266515944,-0.21406265266515942
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.0012084149183701487,0.0012084149183701487,-0.12084149183701487
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_66,survey,0.01,0.0014838180717829572,-0.0014838180717829572,0.14838180717829572
joint_des_pantheon_union31_HD_dataset+survey_tight_FR_BETAfree_H0fixed675,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,tight,FR_BETAfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,0.0003306629827152935,-0.0003306629827152935,0.03306629827152935
