run_label,frame,frame_z_map,datasets,random_mode,prior_config,dataset_sigma_mag,survey_sigma_mag,model,N,k_base,k_random,dof_base,dof_nominal,H0,beta,H0_minus_67p5,beta_minus_0p5,raw_chi2_no_offsets,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,chi2_dof_base,chi2_dof_nominal,AIC_random_marginal_base,BIC_random_marginal_base,success,method,random_effect_note
joint_des_pantheon_union31_HD_dataset+survey_budget_025mmag_ds050_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETA05_H0fixed675,3422,0,27,3422,3395,67.5,0.5,0.0,0.0,4227.901691317376,3092.81875236638,19.15355487796068,3111.9723072443408,34.05926787691635,3146.031575121257,0.9038044279270544,0.9109922687382562,3146.031575121257,3146.031575121257,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_CMB_PANTHEON_ONLY_dataset+survey_budget_025mmag_ds050_FR_BETA05_H0fixed675,CMB_PANTHEON_ONLY,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zCMB"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETA05_H0fixed675,3420,0,27,3420,3393,67.5,0.5,0.0,0.0,4115.907365821276,3122.243916760789,16.549701454004456,3138.7936182147937,34.040515534306564,3172.8341337491,0.9129368177663126,0.9202015669793072,3172.8341337491,3172.8341337491,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HEL_dataset+survey_budget_025mmag_ds050_FR_BETA05_H0fixed675,HEL,"{""DES_Dovekie_raw"": ""zHEL"", ""PantheonPlusSH0ES"": ""zHEL"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETA05_H0fixed675,3418,0,27,3418,3391,67.5,0.5,0.0,0.0,4173.705514868556,3128.391792375815,14.110373170344491,3142.50216554616,34.03463194976649,3176.5367974959263,0.9152696876465228,0.9225572964835784,3176.5367974959263,3176.5367974959263,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
