run_label,frame,frame_z_map,datasets,random_mode,prior_config,dataset_sigma_mag,survey_sigma_mag,model,N,k_base,k_random,dof_base,dof_nominal,H0,beta,H0_minus_67p5,beta_minus_0p5,raw_chi2_no_offsets,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,chi2_dof_base,chi2_dof_nominal,AIC_random_marginal_base,BIC_random_marginal_base,success,method,random_effect_note
joint_des_pantheon_union31_HD_dataset_budget_016mmag_ds032_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_016mmag_ds032,0.032,0.0,FR_BETA05_H0free,3422,1,3,3421,3418,68.86387663705564,0.5,1.3638766370556397,0.0,3760.473714469049,3150.2957148824316,9.234698231243819,3159.5304131136754,12.287411178360585,3171.817824292036,0.9208698377323682,0.9216780909544856,3173.817824292036,3179.9558047464884,True,minimize_H0,"3 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset_budget_016mmag_ds032_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_016mmag_ds032,0.032,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.83579053511482,0.5444384493397444,2.3357905351148247,0.04443844933974439,3563.9752444417873,3129.0131393260326,6.746084762521436,3135.759224088554,12.287411178360585,3148.046635266915,0.914916122609951,0.9157193852285727,3152.046635266915,3164.3225961758194,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETA05_H0fixed675,3422,0,3,3422,3419,67.5,0.5,0.0,0.0,4227.901691317376,3150.1802667292022,6.084866822988976,3156.2651335521914,14.934915025536267,3171.2000485777276,0.9205669978752783,0.9213747489702259,3171.2000485777276,3171.2000485777276,True,fixed,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETAfree_H0fixed675,3422,1,3,3421,3418,67.5,0.5383695716398504,0.0,0.03836957163985044,4642.958771998304,3129.0773282813147,8.69616229699528,3137.77349057831,14.934915025536267,3152.708405603846,0.9146674446890718,0.9154702540319821,3154.708405603846,3160.8463860582983,True,minimize_beta,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETA05_H0free,3422,1,3,3421,3418,68.86097116471534,0.5,1.3609711647153375,0.0,3760.75916215609,3150.171178930258,3.855054508454497,3154.0262334387126,14.934915025536267,3168.9611484642487,0.920833434355527,0.9216416556261726,3170.9611484642487,3177.099128918701,True,minimize_H0,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.80571529665752,0.5431892115208309,2.3057152966575245,0.043189211520830884,3568.496526528868,3128.87552636785,2.8434132912815273,3131.7189396591316,14.934915025536267,3146.6538546846677,0.9148758849028801,0.9156791121942786,3150.6538546846677,3162.929815593572,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETA05_H0fixed675,3422,0,3,3422,3419,67.5,0.5,0.0,0.0,4227.901691317376,3150.1476735890537,1.534270720418525,3151.6819443094723,19.07794816011443,3170.7598924695867,0.9205574732872747,0.9213652160248768,3170.7598924695867,3170.7598924695867,True,fixed,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETAfree_H0fixed675,3422,1,3,3421,3418,67.5,0.541272701511485,0.0,0.04127270151148499,4686.05587886116,3128.8623549852305,2.2610245314690696,3131.1233795166995,19.07794816011443,3150.201327676814,0.9146046053742269,0.9154073595626772,3152.201327676814,3158.339308131266,True,minimize_beta,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETA05_H0free,3422,1,3,3421,3418,68.85943485474424,0.5,1.3594348547442365,0.0,3760.9112983741716,3150.1471033149587,0.9734085702223666,3151.1205118851813,19.07794816011443,3170.1984600452956,0.9208263967597073,0.921634611853411,3172.1984600452956,3178.336440499748,True,minimize_H0,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.78968842313597,0.5425236313249614,2.2896884231359707,0.0425236313249614,3570.936107586993,3128.848616669581,0.7216425188524999,3129.5702591884337,19.07794816011443,3148.648207348548,0.914868016570053,0.9156712369533454,3152.648207348548,3164.9241682574525,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_010mmag_ds020_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_010mmag_ds020,0.02,0.01,FR_BETA05_H0fixed675,3422,0,27,3422,3395,67.5,0.5,0.0,0.0,4227.901691317376,3120.1786128611575,47.43769316499402,3167.6163060261515,14.83533483809984,3182.451640864251,0.9117997115316065,0.9190511378088829,3182.451640864251,3182.451640864251,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.02 mag, survey sigma=0.01 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_010mmag_ds020_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_010mmag_ds020,0.02,0.01,FR_BETAfree_H0fixed675,3422,1,27,3421,3394,67.5,0.5148656651333499,0.0,0.014865665133349859,4354.142916964271,3114.777093763697,49.87673540517186,3164.653829168869,14.83533483809984,3179.4891640069686,0.9104873118280319,0.9177304342261924,3181.4891640069686,3187.627144461421,True,minimize_beta,"27 Gaussian calibration offsets; dataset sigma=0.02 mag, survey sigma=0.01 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_010mmag_ds020_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_010mmag_ds020,0.02,0.01,FR_BETA05_H0free,3422,1,27,3421,3394,69.08736228312455,0.5,1.5873622831245484,0.0,3747.397705659457,3117.386382081359,32.7185087721938,3150.1048908535527,14.83533483809984,3164.9402256916524,0.9112500386089912,0.9184992286627457,3166.9402256916524,3173.0782061461045,True,minimize_H0,"27 Gaussian calibration offsets; dataset sigma=0.02 mag, survey sigma=0.01 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_010mmag_ds020_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_010mmag_ds020,0.02,0.01,FR_BETAfree_H0free,3422,2,27,3420,3393,69.87791595285209,0.539498185684382,2.377915952852092,0.039498185684382014,3571.808448490235,3111.21990909337,22.527303312614865,3133.747212405985,14.83533483809984,3148.5825472440847,0.9097134237115116,0.9169525225739376,3152.5825472440847,3164.858508152989,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.02 mag, survey sigma=0.01 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_016mmag_ds032_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_016mmag_ds032,0.032,0.016,FR_BETA05_H0fixed675,3422,0,27,3422,3395,67.5,0.5,0.0,0.0,4227.901691317376,3104.3256236561056,28.638377264561548,3132.9640009206673,23.012037184152888,3155.9760381048204,0.9071670437335201,0.9143816269973801,3155.9760381048204,3155.9760381048204,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_016mmag_ds032_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_016mmag_ds032,0.032,0.016,FR_BETAfree_H0fixed675,3422,1,27,3421,3394,67.5,0.5192641424162499,0.0,0.019264142416249852,4399.9611172442,3100.9248789662834,28.200363526145992,3129.125242492429,23.012037184152888,3152.1372796765822,0.9064381405923073,0.9136490509623699,3154.1372796765822,3160.2752601310344,True,minimize_beta,"27 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_016mmag_ds032_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_016mmag_ds032,0.032,0.016,FR_BETA05_H0free,3422,1,27,3421,3394,69.18254634134625,0.5,1.682546341346253,0.0,3747.1276410875853,3103.1094717219485,21.917502706157258,3125.026974428106,23.012037184152888,3148.039011612259,0.9070767236837032,0.9142927141196077,3150.039011612259,3156.176992066711,True,minimize_H0,"27 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_016mmag_ds032_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_016mmag_ds032,0.032,0.016,FR_BETAfree_H0free,3422,2,27,3420,3393,69.76692767481103,0.5308446693201175,2.266927674811029,0.030844669320117535,3602.515240662032,3100.4422472622036,15.756617342770593,3116.198864604974,23.012037184152888,3139.210901789127,0.9065620606029835,0.9137760823053945,3143.210901789127,3155.4868626980315,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_025mmag_ds050_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETA05_H0fixed675,3422,0,27,3422,3395,67.5,0.5,0.0,0.0,4227.901691317376,3092.81875236638,19.15355487796068,3111.9723072443408,34.05926787691635,3146.031575121257,0.9038044279270544,0.9109922687382562,3146.031575121257,3146.031575121257,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_025mmag_ds050_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETAfree_H0fixed675,3422,1,27,3421,3394,67.5,0.5182626052633289,0.0,0.0182626052633289,4389.191587860532,3091.208085376269,17.85513146805259,3109.0632168443217,34.05926787691635,3143.122484721238,0.9035978033838845,0.9107861182605389,3145.122484721238,3151.26046517569,True,minimize_beta,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_025mmag_ds050_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETA05_H0free,3422,1,27,3421,3394,69.27771196879071,0.5,1.7777119687907117,0.0,3750.003403108597,3092.3562405946695,15.929003562619535,3108.285244157289,34.05926787691635,3142.3445120342053,0.9039334231495673,0.9111244079536446,3144.3445120342053,3150.4824924886575,True,minimize_H0,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_025mmag_ds050_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_025mmag_ds050,0.05,0.025,FR_BETAfree_H0free,3422,2,27,3420,3393,69.70202945480679,0.5235316061688828,2.202029454806791,0.023531606168882835,3633.001140912624,3091.1725154895958,12.507057328117194,3103.679572817713,34.05926787691635,3137.7388406946293,0.903851612716256,0.9110440658678444,3141.7388406946293,3154.0148016035337,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_050mmag_ds100_stress_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_050mmag_ds100_stress,0.1,0.05,FR_BETA05_H0fixed675,3422,0,27,3422,3395,67.5,0.5,0.0,0.0,4227.901691317376,3082.8781757098977,9.593936255875294,3092.472111965773,58.01561577320837,3150.4877277389814,0.9008995253389531,0.908064263832076,3150.4877277389814,3150.4877277389814,True,fixed,"27 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_050mmag_ds100_stress_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_050mmag_ds100_stress,0.1,0.05,FR_BETAfree_H0fixed675,3422,1,27,3421,3394,67.5,0.5143565533341018,0.0,0.014356553334101796,4349.0873456041745,3081.955544211559,8.98426784784591,3090.9398120594046,58.01561577320837,3148.955427832613,0.9008931728183451,0.9080599717771239,3150.955427832613,3157.0934082870654,True,minimize_beta,"27 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_050mmag_ds100_stress_FR_BETA05_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_050mmag_ds100_stress,0.1,0.05,FR_BETA05_H0free,3422,1,27,3421,3394,69.3858715572101,0.5,1.8858715572100948,0.0,3757.0744025330505,3082.8150223688262,8.608363831347887,3091.4233862001743,58.01561577320837,3149.439001973383,0.9011444087602533,0.9083132063549871,3151.439001973383,3157.576982427835,True,minimize_H0,"27 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_050mmag_ds100_stress_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_050mmag_ds100_stress,0.1,0.05,FR_BETAfree_H0free,3422,2,27,3420,3393,69.65703077628432,0.5158087707895532,2.1570307762843157,0.015808770789553228,3672.365512959804,3081.953608883559,7.635137101627187,3089.588745985186,58.01561577320837,3147.6043617583946,0.9011560259893447,0.9083270288486763,3151.6043617583946,3163.880322667299,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HEL_none_none_FR_BETA05_H0fixed675,HEL,"{""DES_Dovekie_raw"": ""zHEL"", ""PantheonPlusSH0ES"": ""zHEL"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,none,0.0,0.0,FR_BETA05_H0fixed675,3418,0,0,3418,3418,67.5,0.5,0.0,0.0,4173.705514868556,4173.705514868556,0.0,4173.705514868556,0.0,4173.705514868556,1.2210958206168976,1.2210958206168976,4173.705514868556,4173.705514868556,True,fixed,no calibration offsets
