z,PLAMB_separate_DH_over_DM,LCDM_DH_over_DM,fractional_PLAMB_minus_LCDM
0.51,1.7104422417993372,1.6864490718462164,0.014227034989473308
0.706,1.1524938049350508,1.1412226286980758,0.009876404439888686
0.934,0.8052590063532878,0.8002187752108948,0.006298566465232858
1.321,0.5032550889237375,0.5018796675374501,0.0027405401638129767
1.484,0.42701288409530314,0.42631940065422097,0.0016266757741214555
2.33,0.21928589907426602,0.22037660107315016,-0.004949264094158967
