scope,variant,N,FR_chi2,LCDM_chi2,LCDM_Omega_m,FR_BIC,LCDM_BIC,delta_BIC_FR_minus_LCDM,same_nuisance_verified
joint,released_total_primary,3422,3150.1454807797254,3047.6625171859346,0.3306796417545181,3174.559422143082,3080.2144390037433,94.34498313933864,True
PantheonPlusSH0ES,released_total_primary,1580,1436.6648757776118,1387.0990727798935,0.3316301589452817,1444.0300559036327,1401.8294330319354,42.200622871697306,True
DES_Dovekie_raw,released_total_primary,1820,1667.2100538995576,1631.7672356538603,0.32873344283482997,1674.7166456796285,1646.780419214002,27.936226465626532,True
Union3p1_UNITY1p8,released_total_primary,22,46.27055110255609,28.759224817345938,0.33395628239466657,49.36159355591441,34.94130972406257,14.42028383185184,True
joint,released_total_diagonal_mu,3422,2963.427684789917,2854.1233567346967,0.3439148683524803,2987.8416261532734,2886.6752785525055,101.16634760076795,True
joint,all_positive_z_noncalibrator,3466,3217.0185862395733,3117.553102821889,0.3312502245268683,3241.4708556504,3150.156128702991,91.31472694740933,True
joint,diagonal_luminosity_distance_with_reported_z_error,3422,2812.6543034206925,2710.1757005518457,0.35024080902124133,2837.068244784049,2742.7276223696545,94.3406224143948,True
