analysis_status,p_fixed_from_SN,b_common_ruler,h_independent_radial,B_parallel_power_b_minus_h,B_perpendicular_z2p33,B_parallel_z2p33,AP_ratio_multiplier_z2p33,bao_q_c0_over_H0rd,bao_chi2,bao_dof,bao_goodness_upper_tail,bao_BIC,delta_bao_BIC_vs_LCDM,sn_chi2,joint_chi2,joint_N_parameters,joint_BIC,delta_joint_BIC_vs_LCDM,optimisation_success,parameter_at_boundary,preserves_background_isotropy,preserves_covariant_distance_closure,physical_degree_identified
post_hoc_rank2_localisation_after_registered_rank1_failure,0.7974288977143246,1.0166669624327662,-0.7620013061839406,1.7786682686167068,3.3974399706039224,8.496791869507186,0.39984973420338393,30.169797846192612,14.463048302685404,10,0.15289865307080977,22.157896375070017,6.756947787857971,3047.6744756611283,3062.1375239638137,7,3119.129929396409,14.562194623846153,True,False,False,False,False
