model,gamma_c,full_chi2,full_p,full_alpha,low_z_chi2,low_z_p,low_z_alpha,high_z_conditional_chi2,high_z_delta_chi2_vs_LCDM,optimisation_success
PATH_FREE,2.6,3055.1054168422133,0.9547817446361195,0.0,2111.0139605819145,0.9934911251035854,0.0,976.1705198847754,26.20415574223705,True
PATH_FREE,2.7,3060.484097159284,1.004878025863519,0.0,2113.1695231156887,1.0555741090773567,0.0,1007.3790718692821,57.41270772674375,True
PATH_FREE,2.8,3067.325433461127,1.0538850651590885,0.0,2115.578058033446,1.116584670257158,0.0,1048.7863505189362,98.81998637639776,True
PATH_FREE,2.9,3075.628806090596,1.1018503311010366,0.0,2118.245566985565,1.176558386591551,0.0,1100.261927064179,150.29556292164057,True
PATH_FREE,3.0,3085.3894443748877,1.1488182785567012,0.0,2121.1773121675456,1.2355292818332804,0.0,1161.6470192545962,211.68065511205782,True
PATH_FREE,3.1,3096.5990119488447,1.1948304755897987,0.0,2124.3778634684786,1.2935295598997056,0.0,1232.7588638393913,282.79249969685293,True
PATH_FREE,3.2,3109.2461184023227,1.2399258631637295,0.0,2127.8511438816363,1.3505898496120883,0.0,1313.3953099684002,363.4289458258618,True
PATH_FREE,3.3,3123.31676677416,1.2841409969298117,0.0,2131.6004730086634,1.4067394367236323,0.0,1403.3391113176447,453.37274717510627,True
PATH_FREE,3.4,3138.794745124901,1.3275103275472304,0.0,2135.6286085547827,1.4620062501433415,0.0,1502.360979737633,552.3946155950946,True
PATH_FREE,3.5,3155.6619693111415,1.3700661428608323,0.0,2139.9377857639006,1.5164169022603071,0.0,1610.222222985915,660.2558588433767,True
PATH_FREE,3.6,3173.898783131113,1.411838986975517,0.0,2144.5297547813025,1.569996826357537,0.0,1726.6774034188834,776.711039276345,True
PATH_FREE,3.7,3193.4842211908153,1.4528576890384088,0.0,2149.4058159615734,1.6227703538794789,0.0,1851.4764923063249,901.5101281637865,True
PATH_FREE,3.8,3214.3962391347686,1.4931494012433775,0.0,2154.566853161275,1.6747606851525805,0.0,1984.3661593687627,1034.3997952262243,True
PATH_FREE,3.9,3236.6119152777587,1.5327397955445883,0.0,2160.0133650722637,1.7259900675214626,0.0,2125.0918782872404,1175.125514144702,True
PATH_FREE,4.0,3260.107627150231,1.57165327009891,0.0,2165.745494662991,1.7764798504082624,0.0,2273.3992937153125,1323.4329295727741,True
PATH_FREE,4.25,3324.287473527803,1.6661239809021693,0.0,2181.32344334395,1.8996004616412976,0.0,2675.6782564141636,1725.7118922716252,True
PATH_FREE,4.5,3395.9288061312327,1.7568346894386901,0.0,2198.673848872848,2.018520775813194,0.0,3119.8676851064556,2169.901320963917,True
PATH_FREE,4.75,3474.6390479792817,1.8440760122247217,0.0,2217.776439514027,2.133509121800395,0.0,3602.211185083022,2652.244820940484,True
PATH_FREE,5.0,3560.0271302917013,1.9281055344055351,0.0,2238.6032482474166,2.2448086629194473,0.0,4119.132055460756,3169.165691318218,True
PATH_FREE,5.25,3651.708766329966,2.0091527498971264,0.0,2261.1202142943407,2.352640578154762,0.0,4667.258247069938,3717.2918829273995,True
PATH_FREE,5.5,3749.310073546808,2.087422762053344,0.0,2285.2885236679467,2.457206577532304,0.0,5243.432902942859,4293.46653880032,True
PATH_FREE,5.75,3852.469985006563,2.163099831529433,0.0,2316.9771900045157,2.5,0.0,5199.568868229996,4249.602504087457,True
PATH_FREE,6.0,3960.841773423782,2.2363502890524414,0.0,2380.93962549674,2.5,0.0,4742.804628286327,3792.8382641437884,True
PATH_FREE,6.25,4074.0939260872683,2.3073244492002756,0.0,2477.6287885914967,2.5,0.0,4338.8203037186395,3388.853939576101,True
PATH_FREE,6.5,4191.910546968348,2.376158886938986,0.0,2604.5826060284107,2.5,0.0,3982.4883679304794,3032.522003787941,True
PATH_FREE,6.75,4313.991416892299,2.4429781186580453,0.0,2759.5381689297533,2.5,0.0,3669.253169528931,2719.286805386392,True
PATH_FREE,7.0,4440.316908346278,2.5,0.0,2940.412851856415,2.5,0.0,3395.0568290945903,2445.0904649520517,True
PATH_FREE,7.25,4591.260805218681,2.5,0.0,3145.2875178795525,2.5,0.0,3156.2761282678475,2206.309764125309,True
PATH_FREE,7.5,4777.573419074603,2.5,0.0,3372.3915456648797,2.5,0.0,2949.668554791935,1999.7021906493967,True
PATH_FREE,7.75,4996.440854414468,2.5,0.0,3620.089452200425,2.5,0.0,2772.3260077663954,1822.359643623857,True
PATH_FREE,8.0,5245.287512102758,2.5,0.0,3886.868916475653,2.5,0.0,2621.6349386586057,1671.6685745160673,True
GENERAL_FREE,0.0,3063.499775016861,0.9999999448001236,1.1409362029760373,2101.418504226661,-0.5,0.3838054281057734,1328.5513559811457,378.58499183860727,True
GENERAL_FREE,0.05,3066.429220074441,1.0902624922667365,1.155328802611601,2101.406321896397,-0.21047166720173424,0.5106428296050871,1290.023593360224,340.0572292176855,True
GENERAL_FREE,0.1,3068.9787624912924,1.1728410507402491,1.1666648613078743,2101.411010044345,-0.0669381583882498,0.5578760335808848,1297.165569764781,347.1992056222425,True
GENERAL_FREE,0.15,3071.129400729586,1.2488400659688552,1.1754620217482101,2101.4139327242647,0.06682571120512507,0.6000821412665749,1301.0438254924352,351.0774613498968,True
