model,eta10,clock_factor,li_suppression,stellar_depletion,chi2_total,chi2_yD,chi2_Yp,chi2_yLi,chi2_eta_cmb,sigma_yD,sigma_Yp,sigma_yLi,yD,Yp,yLi_bbn,yLi_surface,delta_neff
li_production_suppression_cmb,6.12,1.0,0.43500000000000005,1.0,3.268842727520913,0.4198579989576115,0.5366469189189093,2.3123378096443923,0.0,0.08063533716677819,0.00304138126514911,0.3966757875141865,2.4557511637158957,0.24722799999999998,2.0532000000000004,2.0532000000000004,0.0
li_production_suppression_cmb,6.12,1.0,0.43999999999999995,1.0,3.4190010985082773,0.4198579989576115,0.5366469189189093,2.4624961806317565,0.0,0.08063533716677819,0.00304138126514911,0.3994304825623602,2.4557511637158957,0.24722799999999998,2.0767999999999995,2.0767999999999995,0.0
li_production_suppression_cmb,6.12,1.0,0.21,1.0,3.4444854500348216,0.4198579989576115,0.5366469189189093,2.487980532158301,0.0,0.08063533716677819,0.00304138126514911,0.29087066266641604,2.4557511637158957,0.24722799999999998,0.9911999999999999,0.9911999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.44499999999999995,1.0,3.5715693862571833,0.4198579989576115,0.5366469189189093,2.6150644683806625,0.0,0.08063533716677819,0.00304138126514911,0.4021974684157025,2.4557511637158957,0.24722799999999998,2.1003999999999996,2.1003999999999996,0.0
li_production_suppression_cmb,6.12,1.0,0.44999999999999996,1.0,3.7263798663235144,0.4198579989576115,0.5366469189189093,2.7698749484469936,0.0,0.08063533716677819,0.00304138126514911,0.4049764931449725,2.4557511637158957,0.24722799999999998,2.1239999999999997,2.1239999999999997,0.0
li_production_suppression_cmb,6.12,1.0,0.205,1.0,3.7412597143335087,0.4198579989576115,0.5366469189189093,2.784754796456988,0.0,0.08063533716677819,0.00304138126514911,0.2890771862323279,2.4557511637158957,0.24722799999999998,0.9675999999999999,0.9675999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.45499999999999996,1.0,3.883271786735574,0.4198579989576115,0.5366469189189093,2.9267668688590533,0.0,0.08063533716677819,0.00304138126514911,0.40776731060740995,2.4557511637158957,0.24722799999999998,2.1475999999999997,2.1475999999999997,0.0
li_production_suppression_cmb,6.12,1.0,0.45999999999999996,1.0,4.042091143086255,0.4198579989576115,0.5366469189189093,3.0855862252097346,0.0,0.08063533716677819,0.00304138126514911,0.410569680322354,2.4557511637158957,0.24722799999999998,2.1712,2.1712,0.0
li_production_suppression_cmb,6.12,1.0,0.2,1.0,4.0580707945949825,0.4198579989576115,0.5366469189189093,3.1015658767184617,0.0,0.08063533716677819,0.00304138126514911,0.28731613250912313,2.4557511637158957,0.24722799999999998,0.944,0.944,0.0
li_production_suppression_cmb,6.12,1.0,0.46499999999999997,1.0,4.202690456593262,0.4198579989576115,0.5366469189189093,3.2461855387167415,0.0,0.08063533716677819,0.00304138126514911,0.41338336734803444,2.4557511637158957,0.24722799999999998,2.1948,2.1948,0.0
