scenario,model,galaxy,N_points,success,message,profile_objective,data_objective,prior_objective,logd,distance_pull,distance_multiplier,logeta_disk,disk_ml_multiplier,logeta_bulge,bulge_ml_multiplier,delta_inc_deg,inclination_pull,trial_inclination_deg,logeta_gas,gas_multiplier
baseline,RAR,NGC2903,34,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,216.2958444241117,201.63729585067847,14.658548573433219,0.5788649853747201,1.5426427137398868,1.784012401014055,-0.8760280400470373,0.4164336890364408,-0.8760280400470373,0.4164336890364408,0.0,0.0,66.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC2903,34,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,222.5126469208795,207.4452059661068,15.067440954772685,0.5792798806785778,1.5440256980860794,1.7847527329507618,-0.8903449331025617,0.41051412841632884,-0.8903449331025617,0.41051412841632884,0.0,0.0,66.0,0.0,1.0
baseline,RAR,NGC3521,41,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.134217174880554,16.36062589736267,1.7735912775178826,0.28574128207597815,0.5680226753647069,1.330748122320059,-0.301137584605173,0.7399759564428856,-0.301137584605173,0.7399759564428856,0.0,0.0,75.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC3521,41,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.83604261100465,15.569155189049475,2.266887421955176,0.30288993495195093,0.6254333828190505,1.3537654539822774,-0.3423923649859448,0.7100695436178233,-0.3423923649859448,0.7100695436178233,0.0,0.0,75.0,0.0,1.0
baseline,RAR,NGC4559,32,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11.18450722166307,10.200218064494756,0.9842891571683146,-0.16956862240716689,-0.9521359788664029,0.8440288332027839,-0.06969856298573854,0.9326749202800367,-0.06969856298573854,0.9326749202800367,0.0,0.0,67.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC4559,32,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11.181460656325106,10.174894554500845,1.0065661018242604,-0.17008411842344884,-0.9538542989206761,0.8435938518268564,-0.07775284490567128,0.9251930644669822,-0.07775284490567128,0.9251930644669822,0.0,0.0,67.0,0.0,1.0
baseline,RAR,NGC5033,22,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.17994562322373,97.16599240045551,0.013953222768223156,0.15122998927706544,0.11744207297482745,1.1632641656031935,0.0031680264321662086,1.0031730499313622,0.0031680264321662086,1.0031730499313622,0.0,0.0,66.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC5033,22,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.78074518616205,102.76669116511215,0.01405402104990607,0.15121087968343683,0.11737823880036594,1.1632419363101032,-0.00415609571916915,0.9958525288942676,-0.00415609571916915,0.9958525288942676,0.0,0.0,66.0,0.0,1.0
baseline,RAR,NGC6195,23,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,123.77864747144503,106.16217899665895,17.616468474786075,-0.2845538068380128,-4.0,0.7523498728071458,0.31785103377860774,1.3741715408377448,0.31785103377860774,1.3741715408377448,0.0,0.0,62.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC6195,23,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,122.07328101338908,104.49676759744347,17.576513415945616,-0.2845538068380128,-4.0,0.7523498728071458,0.31389821359256104,1.3687504092698441,0.31389821359256104,1.3687504092698441,0.0,0.0,62.0,0.0,1.0
