scenario,galaxy,group,matched_candidate,N_points,delta_profile_objective_plamb_minus_rar,delta_data_objective_plamb_minus_rar,rar_profile_objective,plamb_profile_objective,rar_distance_pull,plamb_distance_pull,rar_disk_ml_multiplier,plamb_disk_ml_multiplier,rar_bulge_ml_multiplier,plamb_bulge_ml_multiplier,rar_delta_inc_deg,plamb_delta_inc_deg,rar_gas_multiplier,plamb_gas_multiplier,both_optimisers_succeeded
distance_floor_10pct,UGC08699,matched_control,UGC03580,41,0.03597308634704888,0.022921307888903897,25.515957396622568,25.551930482969617,0.46048427010896953,0.4801283100770653,1.020536301711918,1.0086473704999068,1.020536301711918,1.0086473704999068,0.0,0.0,1.0,1.0,True
distance_floor_10pct,UGC09133,candidate,UGC09133,68,12.151033647069966,12.234189646890826,199.4468030135008,211.59783666057078,-1.6874886149426176,-1.6967963859457074,1.5433250445745248,1.5305118072071142,1.5433250445745248,1.5305118072071142,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC2903,candidate,NGC2903,34,6.217997507464162,5.803547938769725,217.6368439970684,223.85484150453257,1.9233007948572738,1.9250067637657324,0.41770221586410783,0.41169713765777294,0.41770221586410783,0.41169713765777294,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC3521,matched_control,NGC2903,41,-0.2530217728079478,-0.7778190648363026,18.71239489638041,18.459373123572462,0.919806280917609,0.9785949273204136,0.7500344651238733,0.7192954654400272,0.7500344651238733,0.7192954654400272,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC4559,matched_control,NGC2903,32,-0.004381884165281846,-0.023072224465387592,10.59187140964179,10.587489525476508,-0.5796159224962141,-0.581348358833522,0.9410146349631052,0.9334779253818415,0.9410146349631052,0.9334779253818415,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC5033,matched_control,NGC5985,22,5.600850781830204,5.601432691718273,97.41855772664417,103.01940850847437,0.4979610659205795,0.4981571033654412,1.0070103164522564,0.9995225461065458,1.0070103164522564,0.9995225461065458,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC5985,candidate,NGC5985,33,-3.68971114519951,-3.7227547133625194,423.5319836967402,419.8422725515407,-0.5142943278603337,-0.5454743108821047,2.718281828459045,2.718281828459045,2.718281828459045,2.718281828459045,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC6195,matched_control,UGC09133,23,-1.6657486262379564,-1.5878465043239771,107.73920176246922,106.07345313623127,-4.0,-4.0,1.592862787178728,1.5845077987533553,1.592862787178728,1.5845077987533553,0.0,0.0,1.0,1.0,True
distance_published_frame,NGC6674,matched_control,UGC02487,15,-2.3998228238333112,-2.7791222669738076,65.64872503368807,63.248902209854755,-0.9994853908184465,-1.0644457037364738,2.033633472823797,2.055541405378661,2.033633472823797,2.055541405378661,0.0,0.0,1.0,1.0,True
distance_published_frame,UGC02487,candidate,UGC02487,17,0.5312322790295667,0.656938213830351,38.98650546943289,39.51773774846246,0.33641327726560116,0.32958365412909585,1.9556828088022313,1.944627944954756,1.9556828088022313,1.944627944954756,0.0,0.0,1.0,1.0,True
distance_published_frame,UGC02885,matched_control,UGC02487,19,-0.5732275601152992,-0.4831314826836888,39.271007219093605,38.697779658978305,-0.6586285968647337,-0.6613209476982606,1.4926169728418028,1.4816500284030643,1.4926169728418028,1.4816500284030643,0.0,0.0,1.0,1.0,True
distance_published_frame,UGC02916,matched_control,UGC06787,43,2.189928552985151,1.745948883502308,227.44329027879064,229.6332188317758,1.3071934128964136,1.4191780533186047,0.7913922795565645,0.7773978988115242,0.7913922795565645,0.7773978988115242,0.0,0.0,1.0,1.0,True
distance_published_frame,UGC03205,matched_control,NGC5985,48,-0.9352715078027245,-0.5715223925198529,174.70410956013873,173.768838052336,-0.8356789766107382,-0.8070395785529003,1.808918785044688,1.7785350086852645,1.808918785044688,1.7785350086852645,0.0,0.0,1.0,1.0,True
