window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
78,z1p80_1p90,20.0,1.8000000000000005,1.9000000000000008,1.8500000000000003,27633,27633,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2763,0.0006501727221637,1.8689927357395992,0.0169857511978785,178.1421511257458,12.553563164352658,77.94374064224604,0.0006232421055189192,1.7929552063850547,0.01629470808646339,178.65591130783992,12.442376362014592,77.68466843656421,0.00013293244461817658,0.21329182261762522,0.028802912755862314,0.9585792886616977,-0.07603752935454455,0.0090881847066981,0.00245349606580314,0.02880667366941378,8,1.8488339897624813,-0.0001142828081;0.0002340388971;-5.733760295e-05;-0.0003150281423;-0.000877750207;-0.0009678649671;-0.000358933968,3.871201011;0.1310101145;0.005990031919;0.2771982232;0.1134140136;0.243340562;-0.004728744185,0.373213106;0.2258399919;0.2361627863;0.1766226664;0.862410865;0.8513918318;0.7358431499
79,z1p90_2p00,20.0,1.9000000000000008,2.0000000000000004,1.9500000000000008,25800,25800,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2580,0.0008069542930713,2.966677490138262,0.0265106563514937,259.12786922255145,-53.5611115734175,101.89849459556343,0.0007993631493870868,2.8908454502984444,0.025833010346725926,257.1626562501068,-50.4759932186736,98.904798816385,-0.0001237359258824221,-0.15479313247964563,0.028566650547431408,0.9905928455311626,-0.07583203983981779,0.0089361436959762,0.0014636866310941965,0.02857349289139578,8,1.9492961693056885,-0.0002489250443;-0.0003613124368;-7.633301011e-05;6.194299054e-05;-0.0006182818697;-0.0008936099414;-4.46194264e-05,3.871201011;0.1288934502;0.004918800784;0.2725518392;0.04868193328;0.1142624423;-0.01045997417,0.3741303539;0.2239329997;0.234134526;0.1760420867;0.8573986087;0.8852991929;0.7743087311
80,z2p00_2p10,20.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,22154,22154,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2215,0.0003650506980242,0.9431736277300092,0.0082792811490915,318.8827419244476,-9.493508003012966,75.23111125770315,0.00027343574407815406,0.7269291186261778,0.006381063222741212,341.85522056960843,-15.543702006791026,93.71218331491451,-1.7703461224462448e-05,-0.06474450253073864,0.028317328907245008,0.7490349848886673,-0.21624450910383142,0.0087781092533489,0.00784037550303096,0.028320223930550798,8,2.0493510083906954,-6.636680966e-05;0.0002948957689;3.738577331e-05;0.0001074044414;-0.001115703877;-0.002413244764;0.0002884637869,3.871201011;0.1274299938;0.007449140537;0.2723560706;-0.03249433137;0.009319370063;-0.007008733095,0.3716877267;0.2246014189;0.2353117524;0.1770029905;0.8642749384;0.9200438459;0.8268966472
81,z2p10_2p20,20.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,19652,19652,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1965,0.0004786150967761,1.283244801379554,0.0110573262898357,236.67019086376231,28.940644202652344,28.52720165239875,0.00037547703148437434,1.0516132615242326,0.009061428459239474,224.57007929698977,35.072108566658585,31.84270733313029,0.00031896761536294763,0.8494996727282416,0.029048753892449444,0.7845072878259532,-0.23163153985532148,0.0086166928383022,0.0037206163058104424,0.029052528839469648,8,2.149458291878209,-5.587384438e-05;-0.0003805004597;2.722395116e-05;0.0006442279986;-0.0003540403589;-0.001712863596;0.0005190833273,3.891820298;0.1258957479;0.008780142176;0.2722446232;-0.0837100161;-0.1627079791;0.0009462899594,0.3711321323;0.2254400832;0.2346575582;0.1768684434;0.8677955243;0.9390945305;0.8782857502
82,z2p20_2p30,20.0,2.2000000000000006,2.3000000000000007,2.250000000000001,18368,18368,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1836,0.000607752487994,1.5065956815334791,0.0127366146750537,40.230931314954205,-20.312360646483278,135.2158253244871,0.0006219253059666676,1.5509337747364187,0.01311144464136392,43.173760195496904,-20.91959712775677,137.46606642131033,-0.00045828250805406005,-0.7368770874208838,0.028824346163295104,1.0233200492842862,0.04433809320293958,0.0084539036127395,0.003595241580949815,0.028829373811407672,8,2.249234339229285,-0.0008216243767;-0.0002356890253;-4.321387459e-05;0.000331209495;-0.0006686855746;-0.001476977621;6.595650595e-05,3.871201011;0.1262037383;0.006040135281;0.2706883915;-0.1772434736;-0.3376576146;0.01396202562,0.3698951812;0.2245049807;0.2348887154;0.1766780505;0.8538136052;0.9208754192;0.8609331159
83,z2p30_2p40,20.0,2.3000000000000007,2.400000000000001,2.3500000000000005,18197,18197,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1819,0.0003724912310622,0.9630658268706012,0.0079850462578241,33.40380597193731,-25.270248310266098,134.47075694154177,0.0002864144504889368,0.6601625183820666,0.005473590797102125,337.50777020624264,16.395166709255303,66.91142382119097,0.00011231848986302724,0.3921537117672968,0.02857893767400706,0.7689159545372231,-0.30290330848853453,0.0082912777455419,0.005755668926332169,0.028582422283922576,8,2.3497072150449014,-0.0003051216264;-5.895562019e-05;-0.0003311406469;0.0001324680658;0.0004016001314;-0.002122243918;0.0003986329938,3.871201011;0.1287884674;0.007425608182;0.2738832912;-0.161770637;-0.5181768764;0.0279256416,0.3694252541;0.224178847;0.2369091131;0.1785866273;0.8759317557;0.9310211731;0.9036781198
84,z2p40_2p50,20.0,2.400000000000001,2.5,2.45,16680,16680,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1668,0.0004207281036028,1.125749879195452,0.0091523241016398,49.28034641628845,40.39667692583471,86.16815603522232,0.00045161254482861213,1.4039887655967258,0.01141440070771836,347.9300959657592,71.3198301552183,43.162446735543654,0.00032941393184298746,0.7294171422275276,0.028884573975685567,1.0734071267437115,0.2782388864012737,0.0081299800877445,0.0017805310651007877,0.0288897461109596,8,2.4482790080761236,-0.0003124119182;-0.000532441254;-0.0002161371087;0.0005608050193;0.0006505954145;-0.0006948017543;-0.0003051532813,3.871201011;0.1311781092;0.006973558242;0.2746910312;-0.1193933005;-0.683856894;0.02915326717,0.3720572567;0.2246802452;0.2360973418;0.1765529931;0.8801997596;0.9173244521;0.9791006117
85,z0p10_0p30,25.0,0.1,0.3,0.2,10176,10176,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1017,0.0023765884787239,2.543888289960357,0.0012218096066239,183.6534774136445,4.731028337288005,80.0626860578738,0.0023186244561117742,2.493020709743432,0.0011973783065468279,178.78604699766385,4.415910221485687,83.53516838828959,0.00026106165765624553,0.11259333393473897,0.045218876410764004,0.9756104083096248,-0.050867580216924946,0.0004802921619813,0.010863753770267492,0.0452415849941051,8,0.234434901861614,0.000496448413;-9.146262653e-05;-1.271808961e-05;-0.0002133079466;-0.006559354162;0.004759307172;-0.005139627601,3.871201011;0.1451227485;0.005731913915;0.2777451331;1.758180666;-1.277230272;-1.76578504,0.3774734344;0.2209170735;0.2391155223;0.176843548;1.077575604;0.6842436929;1.861927192
86,z0p30_0p40,25.0,0.3,0.4,0.35,14550,14550,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1455,0.0009644715845681,2.2012053471526905,0.0072335459743586,237.25738782093777,-24.4768363477095,76.58763706161739,0.0007570757112200764,1.9280290751040012,0.006335840939467459,232.7268251990963,-37.37849969637854,90.046295987665,-6.117302927378205e-07,-0.0008080173272921114,0.027945221046603665,0.784964247089874,-0.2731762720486892,0.0032861749966741,0.021049009082543257,0.02795263518981043,8,0.35337297296999415,0.0002941824608;-0.0003831132152;0.0001228554932;0.0003985853822;-0.002591816789;-0.001109105362;0.002289091099,3.871201011;0.1387446932;-0.0007688752789;0.2797261228;1.273189483;-1.187613492;-1.156615692,0.3737203687;0.2247171697;0.24027047;0.1777938972;1.108087471;0.718779597;1.721227149
87,z0p30_0p50,25.0,0.3,0.5,0.4,31123,31123,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3112,0.0018877072948567,2.823765328055277,0.0119311329979498,240.77265628821732,-2.286124864736832,54.44180708311671,0.000711442708570078,1.1794511908400664,0.004983483890353808,222.67177713514477,-17.43430156451684,75.32443662433653,0.0001802407249543987,0.253345382253847,0.05382652038430285,0.376881898220394,-1.6443141372152106,0.004225256567679,0.09951861207906765,0.05383118327777307,8,0.4079508084286029,-0.0004453331117;0.0002100752974;0.0003819033828;0.0004099743999;-0.01297469525;2.031071927e-05;0.006146709855,3.871201011;0.1387445401;0.003445882047;0.2798071273;0.9182306073;-1.086750099;-0.7078679781,0.3735394317;0.2240322175;0.2403897987;0.1776994662;1.14719499;0.7455304186;1.602890208
88,z0p40_0p50,25.0,0.4,0.5,0.45,16573,16573,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1657,0.0006677344088204,1.40217518026871,0.0070862494178586,353.9780703623794,-5.722627038760063,94.23793368338526,0.0007598702678758957,1.6125510830146323,0.008149437626680753,9.570610313038902,-1.963601026472881,101.76826968253948,-0.00015497852378141804,-0.20395392520704547,0.028707986513016127,1.137982793515554,0.21037590274592244,0.005053754707383,0.03164503733373203,0.02871370528920435,8,0.4518408227893025,6.123321739e-05;0.0004849490286;-3.394619951e-05;0.0001089469794;-0.003723861572;-6.67013262e-05;0.001894711635,3.871201011;0.1387445401;0.006689859921;0.279829844;0.5881006632;-0.9861407041;-0.3687013937,0.3733672781;0.223428847;0.240473109;0.1776163413;1.10386253;0.7573721886;1.395413152
89,z0p50_0p60,25.0,0.5,0.6,0.55,18495,18495,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1849,0.0012271622674937,2.947159570697849,0.0189148791418281,243.52867863465585,15.856085663615838,36.50308129865737,0.0007045533268005505,1.6478270053242956,0.010575758761840259,212.1706270016834,8.421403154173438,58.926663485426786,0.0003636444873842035,0.5161347956946719,0.027975739623214733,0.5741321628471334,-1.2993325653735535,0.0064180030595863,0.024181447013355117,0.027980820203450274,8,0.5503190206916104,-0.0004703924776;-0.0001798497201;0.0003394251474;0.0004008009845;-0.002942753391;6.103507573e-05;0.00181559594,3.871201011;0.1375921793;0.00959096295;0.2840019358;-0.01833189789;-0.9142357021;0.003304862753,0.3751842579;0.2242527097;0.2425967764;0.1786953346;1.070522922;0.7753536434;1.108308346
90,z0p50_0p75,25.0,0.5,0.75,0.625,48510,48510,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,4851,0.0005778135009961,0.8539545173352948,0.006165919556553,221.4313685020864,-14.604979261322086,73.36721345256072,0.0005474264040691121,0.784831221476752,0.005666819577460949,150.86038153583908,-5.364930562469368,109.29877509470785,-0.00018092125993819723,-0.3304942154660046,0.07173637071186996,0.9474101991826027,-0.06912329585854282,0.0072204308676688,0.05264031627461252,0.07173978422412652,8,0.6320622626705326,-0.00209909663;-0.000846203072;-0.0002675640346;0.0006202536865;-0.01249689447;0.005310895764;0.003703833672,3.871201011;0.1371682132;0.007888380498;0.2795753746;-0.3039631187;-0.8228828324;0.08450030866,0.3775423829;0.2235096436;0.2417996361;0.1783374438;1.07832746;0.8062095231;1.072230281
91,z0p60_0p70,25.0,0.6,0.7,0.6499999999999999,18782,18782,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1878,0.0009790804053706,3.2007880589159297,0.0238502179424873,14.146023169774672,-59.85326797658154,139.4847651050811,0.0007863613392159999,2.324742156441072,0.01732248623483859,320.6618072969333,-43.08664988386891,104.0199788014492,-0.000190504070246693,-0.24226021899375805,0.028882819001797424,0.8031631875201788,-0.8760459024748575,0.0074513580729131,0.004699680366544112,0.028890052205400304,8,0.6515107984481029,-0.0002320981268;0.0001673761699;-0.0005051415127;-4.277499181e-05;-0.001568871752;0.0008330109752;7.425478883e-05,3.871201011;0.1377521834;0.006988507741;0.2790366934;-0.473843593;-0.7927094406;0.1499092719,0.3789513937;0.2231280227;0.2410882004;0.1786085098;1.049699858;0.8127677157;1.06818981
92,z0p70_0p80,25.0,0.7,0.7999999999999999,0.75,23144,23144,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2314,0.0007386833527719,2.234351856607512,0.0183592198707775,292.5067521695006,35.90078368307002,24.278946966897117,0.0005625071154493119,1.7212036237545942,0.014142784037098257,307.45533961363844,37.685966475050776,32.99185889011662,0.0004718016881371526,0.8387479467887143,0.028841041596075444,0.7614996511543288,-0.5131482328529176,0.008216798896953,0.005138885676427285,0.028845380977462514,8,0.7517314889977209,0.0007287210322;0.0005523690358;0.0001875053985;-0.0003675216895;-0.0005873173554;0.00183192555;0.0001522510145,3.871201011;0.1389568479;0.006538345497;0.2799464443;-0.5409490608;-0.6569828578;0.1458280234,0.3789532315;0.2236983904;0.2417998707;0.1769250532;1.026979137;0.8325796481;0.9291527898
93,z0p75_1p00,25.0,0.75,1.0,0.875,65916,65916,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,6591,0.0007799521997799,1.3104853479378822,0.0116336309766955,289.9382984137609,0.5407541419501836,52.7070257574907,0.0007929698670354898,1.3688955258066813,0.012152158296117965,289.4858245644293,-5.20222363833947,57.92490741978454,0.00042109100374793687,0.5310302714555618,0.07108984431447675,1.0166903398173162,0.058410177868799096,0.0088773453247696,0.033694861842424984,0.07109301209041531,8,0.882123361133705,-0.0008948101116;0.0001047079167;0.0002532183117;-0.0005701195457;-0.0020220341;0.01307326163;-0.000447815405,3.871201011;0.1379964804;0.006739191852;0.2788820912;-0.5576406639;-0.4066560414;0.09053807792,0.3793552054;0.2230220067;0.2399980622;0.1766694895;0.9665649709;0.8276960588;0.8151588069
94,z0p80_0p90,25.0,0.7999999999999999,0.8999999999999999,0.8499999999999999,25194,25194,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2519,0.0009774196048674,2.5315502362126274,0.02219596791637,261.5722853122369,-1.845618358680279,50.143989534845375,0.000712450426685473,1.978337486230321,0.017345543747855467,259.772414577831,-17.739110423949004,66.10137134933571,0.0002886277062560959,0.4051197043966639,0.029169839174428263,0.7289094910083437,-0.5532127499823065,0.0087677374909915,0.006801185631783446,0.029174421615123788,8,0.8507549932195116,8.820250346e-05;0.0003126011043;0.0003172060026;-0.0002364181585;0.0003701953109;0.002293294031;-0.0002053763937,3.871201011;0.1345484677;0.005351274723;0.277963291;-0.5475652219;-0.45899796;0.101267441,0.3805564165;0.2241525176;0.2406694066;0.1770095778;0.9991060218;0.8274859505;0.8476373624
95,z0p90_1p00,25.0,0.8999999999999999,1.0,0.95,28811,28811,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2881,0.0005511325912414,2.333640782390054,0.0213494983908869,232.078864591909,64.36133905157348,23.492169933758472,0.0003483944509147723,1.4816243936828812,0.013554758661885767,149.81459177919032,63.41634595349341,56.972411723988216,0.00018988988598026026,0.5450427969839078,0.02817651470364369,0.6321427120287522,-0.8520163887071728,0.0091485795723116,0.008772651842859469,0.02817954477106702,8,0.9514944147941105,-0.0001997008606;-5.439444286e-05;0.000310413028;1.71114269e-05;-0.0008886039501;0.002569607019;0.0002286608404,3.871201011;0.1390235137;0.0075439609;0.2768802947;-0.5643759525;-0.269075535;0.06677454667,0.3783545849;0.2214244251;0.2386041214;0.1763846957;0.9158305815;0.7985973295;0.7405012573
96,z1p00_1p10,25.0,1.0,1.1,1.0499999999999998,28469,28469,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2846,0.0005129858906005,1.993751450454908,0.018732629339646,212.53844888692717,53.62657746350396,32.15193957790903,0.0005152546409352239,1.9752330705253476,0.01855863676544012,215.7867207870264,50.608594762633686,30.900700887789412,0.00044211868801068404,0.8580586236122146,0.028919722714186066,1.004422636911257,-0.018518379929560513,0.0093956693224583,0.010458358026426695,0.02892373688537093,8,1.0504165328916433,0.0005772001488;-6.62407844e-05;9.143339392e-05;-0.0002179065257;0.0003803940476;0.00276494867;-0.000429824414,3.871201011;0.1365422087;0.009619526412;0.2806077713;-0.5085692751;0.05832527361;0.001701937211,0.3783969435;0.2228087451;0.242493719;0.1772625861;0.879260626;0.7592488598;0.6536713966
97,z1p00_1p50,25.0,1.0,1.5,1.25,155609,155609,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,15560,0.0023677957403885,3.498565996535912,0.0335872467479329,165.21993365451428,-31.310651857986382,118.34420152880912,0.0030501380401162753,4.291844819853375,0.04120295318452862,227.50004624748635,-3.9567867829824417,61.16176253371702,0.0014711986632766963,0.4823383872884036,0.13419657918812058,1.2881761665876716,0.7932788233174626,0.0096002895989926,0.14113621399852083,0.13420624676675127,8,1.2571510576066485,0.003268961341;-0.0005652639063;0.0003549416814;-0.0009040764416;0.03957223053;0.03761479819;-0.01242776045,3.871201011;0.136567064;0.006635431028;0.2784743368;-0.2170916405;0.4584480674;-0.009855699081,0.3771421615;0.2223612165;0.2414065514;0.1773202528;0.8694695941;0.7811438524;0.6986508946
98,z1p10_1p20,25.0,1.1,1.2,1.15,30365,30365,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3036,0.000237833542733,0.8497816461896344,0.0081055513058755,313.73511288730623,40.29625433637272,35.815913615957754,0.000407738942273032,1.4035037703497453,0.013387170539125685,281.48653317080806,33.2163623176523,19.935195460377766,0.00038330676101078816,0.9400788624063201,0.028387798353530384,1.7143878764433726,0.5537221241601109,0.0095383930003905,0.008486324097634723,0.028390589502126733,8,1.1501345799458504,-0.0004676508972;-0.0004278854646;-3.802236141e-05;0.0003946966569;0.001159939454;0.002051304262;-0.0009224420358,3.871201011;0.1341024167;0.006763123841;0.2773704958;-0.463126695;0.3066881878;-0.03163094413,0.3788691621;0.2221605865;0.2418989076;0.1776206507;0.8471516765;0.7440687791;0.6541959579
99,z1p20_1p30,25.0,1.2,1.3,1.25,29938,29938,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2993,0.0006244927825684,2.748880922584826,0.0263900529299603,56.40960386082847,-85.44524732684634,142.24066143013235,0.0005825713169791715,2.086096322858865,0.02002712883083867,271.267654436296,-39.29675419748518,87.78577303521469,2.2508185937279864e-05,0.038635932256315654,0.028989250040782524,0.9328711768023725,-0.6627845997259612,0.0096002895989926,0.012832250735894668,0.028993294402109397,8,1.2486866524339828,0.000315726049;-0.0004757557851;-0.000247980229;0.0002706302775;0.003189484882;0.001664377715;-0.001214179063,3.871201011;0.1374184512;0.006470660752;0.2750813621;-0.2690266724;0.5244692187;-0.03643541309,0.3769896535;0.2202400641;0.2402059423;0.1767083626;0.8435899466;0.7436942221;0.6831618295
100,z1p30_1p40,25.0,1.3,1.4,1.35,32339,32339,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3233,0.0003566323443764,1.045581499291641,0.0100376658919492,24.687753858795624,0.8178105415737118,109.20356380212056,0.0003092868884021459,0.9747820145790808,0.009357985184755861,355.7708388262936,20.8360830075675,75.73663100332323,7.620193033026658e-05,0.24637943989137395,0.028822470456892693,0.8672429556072896,-0.07079948471256026,0.0096000798586715,0.006232899935587066,0.028824676876917768,8,1.3514585900158163,0.0003425896354;4.704992227e-05;-4.706112239e-05;-0.0003944846236;0.002323065346;0.0004538556993;-0.0001938293096,3.891820298;0.1392117519;0.004224918329;0.2789764133;-0.07048227573;0.6229549808;-0.01043929093,0.3770886761;0.2232601423;0.2409180698;0.1777336516;0.8138291785;0.7302468062;0.7057741784
101,z1p40_1p50,25.0,1.4,1.5000000000000002,1.4500000000000002,34499,34499,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3449,0.0005348331965585,1.6905881818741222,0.0161494639693216,271.48725376655324,9.837009607344095,38.92603074938499,0.00039706631637796355,1.2360297215197418,0.011807261914350617,272.6050121808955,0.7928392651042392,48.03745316387547,0.00026549628154744296,0.6686446837628998,0.028512218905077363,0.7424115012549197,-0.4545584603543804,0.0095525711953214,0.0022953356922206236,0.028514503597589648,8,1.4495763234355374,0.0002770199603;0.0003898838387;0.0001691385073;-0.0001475715189;0.001629348782;0.000498090186;-0.0008072969075,3.871201011;0.1354325686;0.006556252983;0.2789584933;0.0997235085;0.6983950066;0.009871563262,0.3745665599;0.2231360007;0.2415451189;0.1772286901;0.8205447464;0.7584488901;0.7665401302
102,z1p50_2p50,25.0,1.5,2.5,2.0,222895,222895,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,22289,0.0032472058201474,2.631763926164752,0.0233113663457201,209.8527394266708,-13.82330979268811,78.44919747553476,0.0024815390406062684,2.4099101384350057,0.02134625280740561,168.1847908540842,-25.62620920668699,112.56491055415616,-0.0009522406096571553,-0.38372985235183404,0.2497897035185581,0.7642074996322913,-0.22185378772974618,0.0088576965866735,0.2240657170114413,0.249795199189574,8,1.9227392622830153,-0.003129599966;0.001676133923;-0.001371046615;-0.00117024505;-0.03864669218;-0.131529035;0.0156951825,3.891820298;0.1324849373;0.005993597151;0.2787509686;0.02164914209;0.1560857012;0.003976509475,0.3761078196;0.2237033476;0.241635816;0.1777026345;0.862613633;0.96577715;0.8098876969
103,z1p50_1p60,25.0,1.5000000000000002,1.6000000000000003,1.5500000000000005,31028,31028,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3102,0.0001048342653628,0.3430949279371431,0.0032489120620375,152.16423443279982,-31.101767964339285,126.70198743260588,9.390784689836582e-05,0.315839342099617,0.0029908173064027927,169.35058105749476,-33.78979918978474,117.38679052491953,-4.3197148274859276e-05,-0.45999508775459946,0.0288320270788376,0.8957743593984169,-0.027255585837526075,0.0094694260902414,0.0006374678542939716,0.02883393230654745,8,1.5491654032903752,0.0001587160001;5.173389641e-05;-1.159072159e-05;1.032234838e-05;-6.86431347e-05;-0.0007588234235;0.0002878668131,3.891820298;0.13135182;0.005823380541;0.2799229859;0.1413310978;0.7125429572;0.01691866714,0.3755300161;0.224947622;0.242782542;0.1789008186;0.8220199006;0.7662795021;0.7550204259
104,z1p60_1p70,25.0,1.6000000000000003,1.7000000000000004,1.6500000000000004,29546,29546,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2954,0.0005349527439651,2.2518701937387307,0.0210770520181346,349.4180127110946,67.94264583571533,44.63874704451951,0.00047601509580511004,1.9600033857929102,0.018345237408861927,32.73418350837194,60.96374209654292,63.24368271307537,0.0002143005185275279,0.4501968958885009,0.028776321253006817,0.8898264401391032,-0.29186680794582043,0.0093597988359803,0.0022602361023036366,0.028780140702670577,8,1.6492669116973735,-0.0001874813596;-0.0004101488204;0.0001280860738;0.0001192732902;-0.0001596384509;-0.001390093618;0.0002096147617,3.891820298;0.1317128375;0.004304984649;0.2807952824;0.1544259651;0.5920745843;0.008305547345,0.3742012043;0.2250016578;0.242046211;0.1784952748;0.8263129616;0.7879346336;0.73792752
