window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
24,z2p00_2p10,10.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,24674,24674,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2467,0.0001867355770138,0.5544620826627311,0.0048671287384528,272.55696377142806,-12.282037520669334,61.00820097727385,8.092465526266407e-05,0.243808582121074,0.002140178370762875,273.95570791962325,-15.834412140444098,64.69771237903329,3.458670886743872e-05,0.42739395991465984,0.028349000032418675,0.4333649567842321,-0.3106535005416571,0.0087781092533489,0.0076394087127134025,0.028351332725286955,8,2.0492800909443294,-9.278427653e-05;0.0002513394175;-1.25792398e-05;5.759924334e-05;-0.001086775278;-0.002415175229;0.0003764888449,3.891820298;0.1228665365;0.007418158878;0.2655336489;0.01906957236;0.01002113774;-0.006429940073,0.373849798;0.2238844394;0.2306758265;0.1749722563;0.8674896256;0.923655624;0.8296551425
25,z2p10_2p20,10.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,21856,21856,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2185,0.0005568053022271,1.6045083105347782,0.0138255552683814,261.2146308193085,29.32503199170846,19.05055962134585,0.0005101536729455932,1.5209333157527425,0.013105415209381875,260.2708033961369,36.34472072361744,12.223058160871584,0.0004985888816983501,0.9773307694121484,0.029036773471043005,0.9162155441140549,-0.08357499478203567,0.0086166928383022,0.003936615656033204,0.029040968427678275,8,2.149419950079908,-1.383565736e-05;-0.0002883626614;-4.149566215e-05;0.0005764371467;-0.0004742246373;-0.001775058391;0.0004845413746,3.891820298;0.1217576268;0.009334772418;0.2663715361;-0.03079905464;-0.1630457703;-0.0001587257464,0.3725058457;0.2245983007;0.2300848904;0.1749874427;0.8694857932;0.9422777448;0.8748128022
26,z2p20_2p30,10.0,2.2000000000000006,2.3000000000000007,2.250000000000001,20525,20525,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2052,0.0003737722062231,1.0615367437601135,0.0089741293131294,37.687022590961206,-31.03737210264919,141.13228542983964,0.00042815166157061496,1.2241786531920433,0.010349088338858791,44.67344467255965,-31.729432399243297,146.13210502715725,-0.00035550489172531184,-0.8303246807946312,0.02881173343600985,1.1454882263638848,0.1626419094319298,0.0084539036127395,0.0032757975316966004,0.028815593989933195,8,2.2492358652894997,-0.0007564770757;-0.0002253860935;-7.338892902e-06;0.0003527924931;-0.0006203801328;-0.001419592828;0.0001052833755,3.891820298;0.1218199397;0.007171643955;0.2647111875;-0.123264946;-0.3396974542;0.008187660559,0.3698955559;0.2233739959;0.2298985125;0.1743833913;0.8541648065;0.9230757787;0.8586389501
27,z2p30_2p40,10.0,2.3000000000000007,2.400000000000001,2.3500000000000005,20277,20277,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2027,0.0006392082726174,1.6564025854882156,0.0137336938947165,10.505469524891373,-12.888111762373432,110.52346472238334,0.0005695202410052824,1.3999301228945304,0.011607209473269159,353.088043892772,5.575193077530281,85.22318485472753,4.74265723190591e-05,0.08327460361258558,0.02851823812923113,0.890977581803248,-0.25647246259368517,0.0082912777455419,0.0060365564290401075,0.028522430507436004,8,2.349800806602339,-0.0002442580113;-5.630793885e-05;-0.0002623477303;0.0001341443034;0.0001989370283;-0.002213109452;0.000285755224,3.871201011;0.1248333845;0.00832752143;0.2663374765;-0.107695891;-0.5225184093;0.01907800181,0.3714017627;0.2236218546;0.2317791945;0.1763885046;0.8762951655;0.937115251;0.9053921609
28,z2p40_2p50,10.0,2.400000000000001,2.5,2.45,18624,18624,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1862,0.0004180460186711,1.1794069230879194,0.0095885548000528,58.81642651418461,40.81632062422379,88.18149585400674,0.0004813031880485679,1.5467225462489096,0.012574823502269105,349.58867999514456,79.66778937013211,41.9933044467144,0.00035771560637617474,0.7432230146376632,0.02888336867473998,1.1513162823044032,0.3673156231609902,0.0081299800877445,0.0015506701589015348,0.028888327225799627,8,2.4482790046303977,-0.0002657682291;-0.0005265733269;-0.0002795625116;0.000494123763;0.0006722541096;-0.0006600261167;-0.0001675909317,3.871201011;0.1255463641;0.008804333346;0.2678643839;-0.06482829873;-0.6869362925;0.01736239133,0.3735633625;0.2237809251;0.2314619639;0.1746258683;0.8816584936;0.9216839687;0.9768317238
29,z0p10_0p30,15.0,0.1,0.3,0.2,12476,12476,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1247,0.001696409843969,2.175819646129178,0.0010450291219207,188.1642824670156,9.654985263253783,73.40986768539152,0.0016118833283347942,2.08862674612212,0.001003151055466961,182.68823546421498,11.426215240092098,75.74983629375228,0.00039677485303370814,0.24615606232717144,0.045254142927215725,0.9501732933614417,-0.0871929000070577,0.0004802921619813,0.0135208182447486,0.045269316494671995,8,0.23403380925341255,0.0005136556786;0.0002221470835;-6.050480338e-05;-0.000461755894;-0.007485052653;0.00527033544;-0.005857450558,3.871201011;0.1387512532;0.00650351216;0.2699768808;1.808081366;-1.270746777;-1.799944978,0.3707236101;0.2240485719;0.2282453128;0.1749328902;1.084386138;0.6830338892;1.896590791
30,z0p30_0p40,15.0,0.3,0.4,0.35,17559,17559,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1755,0.0008059635024371,2.088642470062046,0.0068636446621096,209.992067352819,-28.294077725644065,90.53122119761294,0.000702048871395418,1.9724262092132003,0.0064817376915010955,183.1138324310278,-43.274162900555915,115.77419686433149,-0.0003052688196168048,-0.43482559698449674,0.02785569127752465,0.8710678204069274,-0.11621626084884551,0.0032861749966741,0.02092475749808642,0.02786195216475033,8,0.3533569163831455,0.0003773747477;-0.0001136910861;0.0002234184351;0.0001448166609;-0.002679384651;-0.001055614899;0.002157791507,3.871201011;0.1318739103;0.001919895282;0.2706598938;1.322815273;-1.175670349;-1.188106337,0.3692834395;0.2261899387;0.2298619833;0.1764134143;1.095640835;0.7156608742;1.701585126
31,z0p30_0p50,15.0,0.3,0.5,0.4,37597,37597,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3759,0.0014113228805106,2.5505568515280594,0.0107767570881576,245.8804045783431,-10.846800701587176,61.24664761602896,0.00031273416381419203,0.7123176894608587,0.003009724995668424,253.86550956452152,-52.02890873860658,100.65587794134768,-5.782763503485287e-05,-0.18490987466662132,0.05380839953595266,0.22158938123432712,-1.8382391620672007,0.004225256567679,0.10097959408778623,0.05381162559305578,8,0.40798719591071214,-0.0002153099718;0.0004869265925;0.0003470285225;3.596819946e-05;-0.01331463595;9.949567283e-05;0.005890404551,3.871201011;0.1314521955;0.004234670013;0.2697912765;0.9643879528;-1.072515737;-0.7345192629,0.3687737029;0.2255606208;0.2295142928;0.1762475998;1.135306096;0.7432575191;1.58920202
32,z0p40_0p50,15.0,0.4,0.5,0.45,20038,20038,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2003,0.0008766873377616,2.1834961145210285,0.0110348537673131,339.3101696254756,-10.633377569641778,88.36632170051139,0.0009831860223959332,2.433849694139258,0.01230007934881895,350.4792946215954,-1.043003006803765,88.42160750229506,2.708152639769703e-05,0.027544661723019476,0.02870680264955812,1.1214785249508117,0.25035357961822946,0.005053754707383,0.032803097945241944,0.02871391299028474,8,0.45192034899247713,0.000138079928;0.0004082785008;-0.0001245629791;2.255617439e-05;-0.003882709696;-0.0001300290758;0.001866911897,3.871201011;0.1308216053;0.006419718231;0.2690145412;0.6412315524;-0.9736502868;-0.3958759258,0.368308447;0.2250072246;0.2291965354;0.17610121;1.092073417;0.7556905306;1.388778336
33,z0p50_0p60,15.0,0.5,0.6,0.55,22461,22461,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2246,0.0007550256958219,2.15923148622405,0.0138579542849412,264.8567893103608,19.167398542641934,29.09348719848467,0.00017368664066413618,0.5233390087112696,0.0033587913591097895,254.90153725737764,28.485625752028202,20.984687956281675,0.00016216707663782858,0.9336761654076586,0.02802378502917739,0.23004070142946026,-1.6358924775127806,0.0064180030595863,0.022629040000111456,0.028026452038031047,8,0.550281683960777,-0.0003041080758;-5.874200866e-07;0.0002715058695;0.0002434792558;-0.002939608027;2.983823723e-05;0.001676782443,3.871201011;0.1299017306;0.008793040637;0.2723552373;0.03816205386;-0.893711616;-0.01053465225,0.3697785129;0.2257272049;0.2315092546;0.1767078146;1.058961787;0.7732341016;1.09541885
34,z0p50_0p75,15.0,0.5,0.75,0.625,58640,58640,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,5864,0.0010474233020001,1.819144731831458,0.013135008774473,283.18663653980605,-12.172388517391957,62.77532705014719,0.00047236210855421975,0.8224395166421092,0.005938367672753294,335.9337698822216,-13.273341355805156,88.28673301626968,1.4122537741022756e-05,0.02989769392013312,0.07182261431625625,0.4509753675063595,-0.9967052151893487,0.0072204308676688,0.051890496326127744,0.0718254784950503,8,0.6318097156804039,-0.001906781929;-0.0005245624567;-0.0001759921678;0.0003434365832;-0.01242077444;0.005443177504;0.003577894487,3.871201011;0.1299990397;0.007485148385;0.2702014334;-0.2403306773;-0.8011201787;0.05925628191,0.3719569275;0.2248670851;0.2308562871;0.1762662093;1.068609765;0.8037675231;1.056928365
35,z0p60_0p70,15.0,0.6,0.7,0.6499999999999999,22623,22623,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2262,0.0008940937543493,3.072380381080001,0.0228934063556205,344.57329049866894,-61.63300809907053,127.19824456216196,0.0007778942853239876,2.418589807569718,0.018021778687699958,315.0140389230586,-39.54309123377177,98.7327247831093,-0.00011810409467587576,-0.15182537898023793,0.02896446400109564,0.8700365946411519,-0.6537905735102831,0.0074513580729131,0.004340910461860026,0.028970770803046386,8,0.6515295045083402,-0.0002615612845;0.0001128975139;-0.0004394484525;-0.0001805664603;-0.001502146393;0.000896972838;4.886557545e-06,3.871201011;0.1301197994;0.007030243878;0.2703405047;-0.4107747166;-0.7716930697;0.1200879123,0.3731563027;0.2246364556;0.2305076605;0.1765974802;1.040800738;0.8099833222;1.048273535
36,z0p70_0p80,15.0,0.7,0.7999999999999999,0.75,28012,28012,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2801,0.0006794789705617,2.3588926354860784,0.0193825464052926,306.2886662179969,45.14071202453162,28.78682412889372,0.0006492938059825469,2.2723568600365813,0.018671499341032165,311.7447069975212,46.743675777880846,31.75390717787712,0.000552105131941052,0.8503163388499855,0.02888317987930535,0.9555760135531491,-0.08653577544949709,0.008216798896953,0.004651253192039961,0.028887905140398646,8,0.7517699373609271,0.0007042661431;0.0004714283562;5.156329967e-05;-0.000443366203;-0.0006370447223;0.001727955321;0.0001281323745,3.871201011;0.1316300526;0.005546896723;0.2696538248;-0.4734174829;-0.6376868651;0.1180711946,0.3729233502;0.2240779878;0.2305294334;0.1747971137;1.021617603;0.8327819399;0.9201619312
37,z0p75_1p00,15.0,0.75,1.0,0.875,79399,79399,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,7939,0.000791243790601,1.6198530500028956,0.0143799949002571,249.05778699596664,-10.391567173229848,60.12309027266933,0.0008132269968660207,1.7310411365599085,0.01536704994062396,253.13673256146302,-17.676173605403637,66.64337411173238,0.0003224062966758832,0.39645301732278776,0.07106475185571542,1.0277831011455054,0.11118808655701296,0.0088773453247696,0.03341071344084501,0.07106788315413287,8,0.8817704871230145,-0.0006780396215;5.526575615e-05;0.0003121661836;-0.0001938832803;-0.002210100285;0.01304401004;-0.0004994686242,3.871201011;0.1312038346;0.006095771314;0.2696338595;-0.4971330299;-0.3914135427;0.07520069187,0.3738101883;0.2242775207;0.2295734348;0.1750274968;0.965705352;0.8278367237;0.8050791251
38,z0p80_0p90,15.0,0.7999999999999999,0.8999999999999999,0.8499999999999999,30414,30414,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3041,0.0006039127571813,1.9014976178743743,0.0166718319532683,270.16613712757555,-11.75817297169012,60.25865098983284,0.0005475250218358274,1.8646102298004483,0.016348413017907668,269.93075655001275,-29.817804259299,78.25054097662482,0.00011149389292749298,0.20363250715676673,0.02913871780580042,0.9066293356532878,-0.036887388073926,0.0087677374909915,0.007497271737300193,0.02914230016023498,8,0.8508674742013865,0.0002496853731;0.0002762613541;0.0002575369086;-0.0003835371243;0.0004180376007;0.00241130574;-0.000210604751,3.871201011;0.1289596092;0.005532314772;0.2694387259;-0.4831355423;-0.442181721;0.08258801235,0.3742675002;0.2253416358;0.2300904675;0.1754415517;0.9972756832;0.82555814;0.833199868
39,z0p90_1p00,15.0,0.8999999999999999,1.0,0.95,34529,34529,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3452,0.0006502143406499,2.6645522891784377,0.024376868642134,185.23382005004424,46.877822369858485,50.72264746636946,0.0005198820307663076,2.0243833733574195,0.018520232376024934,161.67297655589007,37.41146174433154,70.11230414859554,0.00017685223058685738,0.34017761746097797,0.02821975807481658,0.7995548517842239,-0.6401689158210182,0.0091485795723116,0.008719057790739115,0.028223067854566432,8,0.9513891413608063,-9.475470733e-05;-4.51259175e-05;0.000263174085;0.0001052349932;-0.001050343804;0.002509591364;0.0001003532676,3.871201011;0.1326816458;0.006883739103;0.2682275385;-0.5071030898;-0.254359362;0.05750097723,0.3738837887;0.2233102759;0.2286422897;0.174822176;0.9170480965;0.799626143;0.732279381
40,z1p00_1p10,15.0,1.0,1.1,1.0499999999999998,34145,34145,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3414,0.0005132944329875,2.250579271312956,0.0211456986172358,246.3595171342269,78.31887383792673,30.784788457521245,0.00047300239197038154,2.0746100045182034,0.01949234957551676,241.74174589471642,74.67795560132922,28.06880285644444,0.0004173693632193691,0.8823831978539,0.028917509390583112,0.9215030625159738,-0.17596926679475278,0.0093956693224583,0.010725464133826135,0.028921026345637195,8,1.0504031345582876,0.0006295511241;-8.479648212e-05;0.0001383822671;-0.0001586190519;0.0004054381458;0.00279808315;-0.0004339537033,3.871201011;0.1301117557;0.008793961796;0.2718109243;-0.4493628806;0.07521483161;0.001636825951,0.3742119386;0.2242824797;0.2323772054;0.17556027;0.8747577778;0.7581035826;0.6381656724
41,z1p00_1p50,15.0,1.0,1.5,1.25,185739,185739,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,18573,0.0022497252686966,3.597784382649293,0.034539771988166,155.97867831531985,-29.01927375052633,122.83805947605632,0.003460277993996473,5.682284132621599,0.054551573256927825,219.60173057289515,-4.551705888540782,65.48944738444318,0.001435533801883616,0.41486083036514526,0.13439947564833937,1.5380891356575368,2.084499749972306,0.0096002895989926,0.1384967760982413,0.13441260457514362,8,1.2569108198089263,0.002279248476;-0.001291262623;0.0004221925333;0.0003321968619;0.03903920187;0.03778268705;-0.01178506453,3.871201011;0.130815316;0.006490303761;0.2695353104;-0.1606251798;0.4678800345;-0.003341217134,0.3725037492;0.2239378267;0.231374533;0.1756494729;0.8689852933;0.7818209861;0.6977775218
42,z1p10_1p20,15.0,1.1,1.2,1.15,36162,36162,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3616,0.0003374257521893,1.1825739843537142,0.0112798554148033,320.88125149874185,25.174273174901572,49.69934945721946,0.00040855319623453316,1.4726717554746773,0.014046921964292452,297.97469970363267,25.731244193081437,34.76891582659214,0.0003356095825533385,0.8214587124675907,0.028421005547397862,1.2107943557471268,0.29009777112096313,0.0095383930003905,0.00843004836324257,0.028423430105453746,8,1.150187229361484,-0.0004827551458;-0.0003687211681;1.554075707e-05;0.0003106681257;0.001095819395;0.002141708191;-0.0008368049364,3.871201011;0.1295230852;0.005532314772;0.2692913858;-0.4055056133;0.3194771183;-0.02503180561,0.3743456686;0.2236528749;0.2317432544;0.1757775317;0.8480929615;0.7433396862;0.6449924992
43,z1p20_1p30,15.0,1.2,1.3,1.25,35946,35946,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3594,0.0005542252017759,2.4839745925668417,0.0238468754451813,164.80138790416615,-85.42816601650291,138.78319761752442,0.0005201461285621268,2.0062904065626372,0.01926096892268192,249.09013381938308,-39.177860842584735,88.43000039933911,1.4251084991136236e-05,0.02739823332056978,0.029008938294507465,0.9385104230111265,-0.4776841860042045,0.0096002895989926,0.012152430877198084,0.029012177060870784,8,1.2488104490848728,0.0002415384634;-0.000426163442;-0.0002042348601;0.0003958033936;0.003073577386;0.001704565482;-0.001147694103,3.871201011;0.1316133127;0.006701888765;0.2662482276;-0.2100127147;0.5343777594;-0.0245404739,0.3721606306;0.2220391039;0.2299606375;0.1751184543;0.84182874;0.7445204201;0.6819529096
44,z1p30_1p40,15.0,1.3,1.4,1.35,38452,38452,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3845,0.000423031028836,1.4654528573031578,0.0140684644592286,34.90846991468517,-4.516920861885919,119.5542846236784,0.0002442618518752323,0.842863777242742,0.008091559571511829,11.59004544548832,13.30313639283143,91.37044607245714,-5.841892380673239e-06,-0.02391651555830031,0.028835955053001083,0.5774088310905614,-0.6225890800604158,0.0096000798586715,0.006680132946751516,0.02883772158718248,8,1.3514362495698289,0.000291397093;-0.0001294611364;-3.253520922e-05;-0.0001327737837;0.002388671096;0.0004373926717;-0.000147779545,3.871201011;0.132275169;0.005374844672;0.2704792901;-0.01661829384;0.633476259;-0.001631738978,0.37215178;0.2249324631;0.2306868816;0.1759725448;0.8158121233;0.7338721691;0.7131432855
45,z1p40_1p50,15.0,1.4,1.5000000000000002,1.4500000000000002,41035,41035,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,4103,0.0004608408199375,1.6847824024419904,0.0160940038479519,281.93217352460306,2.666895280544678,48.11781347798144,0.00046039576772065327,1.6909470013074976,0.0161528916175051,279.49920955672553,-1.89539982716781,51.92694007545279,0.0002839103223897144,0.61666579559432,0.02847944170693846,0.9990342604266108,0.0061645988655072426,0.0095525711953214,0.0021996075395294135,0.028481822345545246,8,1.449563439001387,0.0001926395093;0.000323279035;8.272532393e-05;-7.860996677e-05;0.001591939988;0.0004955478062;-0.0007031238398,3.871201011;0.1296841358;0.006739191852;0.2703635684;0.1568497527;0.7057583301;0.02157914831,0.3698871091;0.2246092239;0.2320770428;0.1757572686;0.8221343997;0.761132208;0.7731965481
46,z1p50_2p50,15.0,1.5,2.5,2.0,264161,264161,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,26416,0.0029781037939457,2.7620798766748016,0.0244656654957421,208.2896606413918,-14.224825730232563,79.6251133331032,0.0026454960642806847,2.894496390887474,0.025638570801702742,131.99979336397902,-25.805981188790735,136.55721514860718,-0.0019207925631701444,-0.7260613951026276,0.24966637138677655,0.888315601913813,0.13241651421267253,0.0088576965866735,0.22415952526323624,0.24967222095396846,8,1.921892188191987,-0.002098103403;0.002248105444;-0.0009869895072;-0.001814276693;-0.0387379417;-0.132078389;0.01552297317,3.871201011;0.126516035;0.006406820333;0.269599607;0.07895865941;0.1593379231;0.006136086695,0.3712835244;0.224762916;0.2319167666;0.1759097764;0.8606314486;0.969497907;0.8127593419
47,z1p50_1p60,15.0,1.5000000000000002,1.6000000000000003,1.5500000000000005,36921,36921,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3692,0.0001566778958183,0.5420486533043857,0.0051328896597808,186.6817976010232,-22.611736332038276,98.75098730648035,0.00016153319678151684,0.5582325695284932,0.00528614205831561,195.0928768075611,-20.65403319602246,92.24400110533334,-6.324863948329194e-06,-0.03915519580092224,0.028825842245878842,1.030989061589438,0.01618391622410753,0.0094694260902414,0.0006836317688190263,0.028827525698221723,8,1.549189643102399,0.0002109557278;6.126270861e-05;-1.143453673e-05;-2.127136312e-05;-3.914830479e-05;-0.0007835675736;0.0002754054813,3.871201011;0.1250527022;0.006197104306;0.2696338595;0.1998273088;0.7171751476;0.03258703171,0.3699878138;0.2254782593;0.232404824;0.1768442157;0.8203428589;0.7704342327;0.7644577769
48,z1p60_1p70,15.0,1.6000000000000003,1.7000000000000004,1.6500000000000004,35094,35094,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3509,0.0005469132513137,2.243642548978856,0.0210000429182883,314.8482649538106,56.156240405958,31.360349375839466,0.0005040446957765651,2.09148973490866,0.01957592318626282,323.81908868784535,58.51083191519423,35.78866971933041,0.00040887071367317056,0.8111794789214811,0.028755332086803746,0.9216172666612785,-0.1521528140701962,0.0093597988359803,0.002765803229373698,0.02875876354455224,8,1.649325473966852,-0.0001201878795;-0.0002396993173;3.771747939e-05;1.932775153e-05;-0.0001715540244;-0.001550100513;0.0001384339824,3.891820298;0.1255733494;0.005013584351;0.270952785;0.2077492912;0.5936430875;0.01720920123,0.3699449551;0.2265798135;0.2323861578;0.176744882;0.8264322271;0.792961775;0.7494421492
49,z1p70_1p80,15.0,1.7000000000000004,1.8000000000000005,1.7500000000000004,32830,32830,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3283,0.0007697557617228,2.663209047371987,0.0245836943900923,90.36285186381608,-24.674490010522963,155.89664404488136,0.00034980555067558804,1.1689975588565251,0.010790846012651931,95.0347169123576,-16.316071084217473,146.81011684058197,-0.00029273861764270636,-0.8368609848452464,0.028717626469001896,0.4544370670154958,-1.4942114885154618,0.0092308541886154,0.005507632378630278,0.028719974108256177,8,1.7494594910754775,9.818116266e-05;0.0001264582783;-0.0004082657527;-0.0004336341857;-0.0002576560123;-0.002183023317;0.0002665010009,3.871201011;0.130243593;0.003758692395;0.2724368734;0.1999693455;0.3816280732;0.006175579794,0.3717127792;0.2238857764;0.2319102011;0.1746508161;0.8476437594;0.8426543108;0.7512193362
50,z1p80_1p90,15.0,1.8000000000000005,1.9000000000000008,1.8500000000000003,29825,29825,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2982,0.0005739037317395,1.8023620667428375,0.0163801993709051,180.7030682199548,18.39666250123596,72.0022341896848,0.0005712343641191659,1.813599171534541,0.01648232425482056,183.46778180147206,20.073219742629977,68.97830415170283,0.00020491401203521123,0.3587214371305993,0.02880906479423655,0.995348753679919,0.011237104791703478,0.0090881847066981,0.0023271588654960595,0.028812585948788688,8,1.8488991528433962,-3.74315364e-05;0.0001952938899;-8.464887485e-05;-0.0002884807584;-0.000865771536;-0.0009991356908;-0.0002688509561,3.871201011;0.1281344974;0.006556252983;0.2717243794;0.1468613654;0.2431677386;-0.003354098846,0.3728740722;0.2250071896;0.2320789232;0.1755629328;0.8597726389;0.8528215333;0.7406126
