fit_group,bcut_deg,quality_variable,smd_before,smd_after,abs_smd_before,abs_smd_after,weighted_ks_before,weighted_ks_after
wise_w1_plus_w2,30.0,w2,-0.003427015745548211,0.0001498545000676495,0.003427015745548211,0.0001498545000676495,0.0030126119148863595,0.004527520163600862
wise_w1_plus_w2,35.0,w1,0.003233823491045115,-6.650271347599411e-05,0.003233823491045115,6.650271347599411e-05,0.006592045636765298,0.005401437752516891
wise_w1_plus_w2,35.0,w2,-5.7420539598088883e-05,-7.837840878446922e-05,5.7420539598088883e-05,7.837840878446922e-05,0.003865479265207805,0.003958004289436046
wise_w1_w2_plus_mags,10.0,w1,0.008382438092393103,-8.091359623711054e-05,0.008382438092393103,8.091359623711054e-05,0.0074360574628223874,0.004259670295617246
wise_w1_w2_plus_mags,10.0,w2,0.003274766489820799,-0.00013259822637509393,0.003274766489820799,0.00013259822637509393,0.006397756500950258,0.005299175057229877
wise_w1_w2_plus_mags,10.0,w1_w2,0.01798810574954316,0.00023498568130899232,0.01798810574954316,0.00023498568130899232,0.009118434315797952,0.003881350714723175
wise_w1_w2_plus_mags,15.0,w1,0.0024541039086530586,1.1582686636289068e-05,0.0024541039086530586,1.1582686636289068e-05,0.004851295089196295,0.0041243293468457565
wise_w1_w2_plus_mags,15.0,w2,-0.0024368728886906984,-4.113015329319802e-05,0.0024368728886906984,4.113015329319802e-05,0.0032931418747264574,0.004493301945269701
wise_w1_w2_plus_mags,15.0,w1_w2,0.019015045661164614,0.00020973212480826216,0.019015045661164614,0.00020973212480826216,0.009550679408257712,0.0038750145759447463
wise_w1_w2_plus_mags,20.0,w1,0.00295406056362114,2.3795393322754376e-05,0.00295406056362114,2.3795393322754376e-05,0.005227466074021414,0.004220669976715108
wise_w1_w2_plus_mags,20.0,w2,-0.0017545386359309537,-1.9508745362763505e-05,0.0017545386359309537,1.9508745362763505e-05,0.003996162828166727,0.00486809669282795
wise_w1_w2_plus_mags,20.0,w1_w2,0.018140968561313597,0.0001679567421078096,0.018140968561313597,0.0001679567421078096,0.009164164945915432,0.0034955687954519865
