direction_label,amp_scale,bcut_deg,n_mocks,raw_pass_rate,matched_pass_rate,scanlaw_colour_pass_rate,raw_snr_p50,raw_snr_p95,matched_snr_p50,matched_snr_p95,scanlaw_colour_snr_p50,scanlaw_colour_snr_p95,raw_sep_p50_deg,matched_sep_p50_deg,scanlaw_colour_sep_p50_deg,raw_amp_ratio_p50,matched_amp_ratio_p50,scanlaw_colour_amp_ratio_p50,scanlaw_colour_delta_bic_p50,scanlaw_colour_delta_bic_p05,scanlaw_colour_delta_bic_p95
locked_b15,0.25,35.0,500,0.0,0.0,0.0,5.406824718495209,7.184863543180568,3.005392052104388,4.6607501044424975,4.252130133519917,5.93548369611274,40.776854254873655,71.5285937830964,53.91982822980151,5.065474421890471,3.04236060512874,4.544183428866419,16.959310233978613,-0.18778362343218707,27.714474461314964
locked_b15,0.5,10.0,500,0.0,0.0,0.0,10.560061308806173,12.242058820150781,7.666048024574728,9.397133389091213,7.7021664130112235,9.403941416999146,47.25080355029111,66.86103470573948,48.231795299829585,4.212711971048843,3.1143529662226994,3.546371185083454,-22.816288641566643,-51.91752229536505,-2.752764674856744
locked_b15,0.5,15.0,500,0.0,0.0,0.0,8.743497275050084,10.11691189046497,6.083562446716782,7.443390937900149,6.448700795326276,7.867668650712681,40.95313975718461,60.01161135730513,44.79633683487749,3.533564277340835,2.4713649704734584,2.98956919605622,-5.22317668190226,-25.53313226148166,11.491644378243647
locked_b15,0.5,25.0,500,0.0,0.004,0.0,7.725635475531539,9.355163308562673,4.847829384945302,6.447080593946742,5.787999154840746,7.308337858049598,33.661424103566254,52.46909011705695,43.738671221143036,3.3013779633512392,2.067041007805766,2.7930387569154163,2.3276270246424247,-17.57902739928104,17.778702504519583
locked_b15,0.5,35.0,500,0.0,0.002,0.0,6.173885075494928,7.812344138768739,3.6039567697366444,5.229391532009988,4.784935112916686,6.513316206184587,32.95474638854155,52.26106028454011,44.414993016689465,2.9224821203879094,1.7491676945115757,2.614626933134411,12.144701721183083,-7.379401056086499,25.191699382127258
locked_b15,1.0,10.0,500,0.0,0.0,0.0,12.246709536764126,13.765667003986225,9.052983699944848,10.628886410542302,9.15163652220313,10.646792925279609,38.37635691681415,51.3703547585202,37.629149793188134,2.4775041120037526,1.8157028199059124,2.1413123946683887,-47.237686072898214,-76.8259695892746,-22.016434054590363
locked_b15,1.0,15.0,500,0.0,0.042,0.0,10.456825586732549,11.949854871690683,7.557995124016262,9.045622177449259,7.666047173667696,9.341954660962598,32.08579588804899,43.39600483262309,33.40156224464005,2.1608383120347034,1.5474608736271032,1.8541206222355202,-22.402047349809436,-50.896279602014694,-2.2814840219463854
locked_b15,1.0,25.0,500,0.004,0.17,0.0,9.4867369604344,11.14884201227983,6.4503004479695285,8.079682920500623,7.0249262821544916,8.631615709857238,26.283977109285107,36.0497550845312,32.72045007184606,2.08594674929864,1.3961007077317824,1.787970270011746,-13.517888626520289,-38.66474651834869,5.936142354732143
locked_b15,1.0,35.0,500,0.018,0.296,0.0,7.79496538435547,9.355925366996555,5.130793153713178,6.696728053931482,5.958017718707693,7.624593766282848,25.666597561237833,35.01489675568372,32.87600723854967,1.8889353512803737,1.2333646135776384,1.67005902655468,-0.45573640675866045,-23.085344231591442,16.64938948580674
locked_b15,1.5,10.0,500,0.0,0.026,0.046,14.05277645118301,15.700251082855003,10.686150684825853,12.316672527772877,10.547063242308408,12.070317512262712,32.33026257569675,41.54747990431247,30.883822474107387,1.9073538938751535,1.4349563155842189,1.6855504546202882,-74.71344901206612,-109.1444211739974,-42.46822612347024
locked_b15,1.5,15.0,500,0.024,0.328,0.246,12.447807011909152,13.970370143573339,9.422944542683366,10.97292285544708,9.34315342272187,10.898315155360706,26.126374498229154,32.85341783352299,26.717924536894,1.7334658474574383,1.2912158620584413,1.533857998102993,-50.91864041016379,-82.38162021858007,-21.412129842997828
locked_b15,1.5,25.0,500,0.082,0.644,0.284,11.257578315262215,12.788966509290688,8.10558100197678,9.62458278334296,8.480450355767609,9.936469383769683,20.561583956683442,25.683202674339665,24.921587588397216,1.7006735249965108,1.2075346472648245,1.497629014347363,-36.07908329401107,-62.88146336258651,-11.676969135527937
locked_b15,1.5,35.0,500,0.312,0.618,0.198,9.470538233477637,11.000575148324224,6.700414752137453,8.244486407955595,7.2335015570129,8.958711070462316,21.465027304003833,26.398156979375074,26.5651926661891,1.554098575320457,1.0854168707685221,1.3836272771882516,-17.276612018024025,-45.198509512293825,3.2695348937595536
locked_b15,2.0,10.0,500,0.032,0.228,0.408,16.020613384767216,17.565963504225792,12.515982862452844,14.079399097823739,12.170090311685556,13.772383897349604,27.980728035053772,34.13635338773728,26.223180414155213,1.6577866503110292,1.279436927347324,1.4888874629893118,-111.56125043380598,-153.09461640831142,-79.36431107018434
locked_b15,2.0,15.0,500,0.376,0.688,0.732,14.37626846306426,16.093942236544514,11.263424227274378,12.943817881825936,10.926849632192376,12.568669018559214,22.618584850866736,26.914516126750062,22.672220114436406,1.52541972828978,1.181610890971028,1.3690883626624735,-83.00402316731925,-121.55269409294705,-50.79958010262636
locked_b15,2.0,25.0,500,0.448,0.904,0.752,13.115628097553142,14.711126715470549,9.937727919491362,11.526255309320163,9.870702224825777,11.587879243632083,17.47236659397253,20.443364710342724,20.761559840148315,1.5076339178654043,1.1288309593004269,1.3368626314567371,-61.57954932725988,-98.40261146826523,-29.516530098309158
locked_b15,2.0,35.0,500,0.712,0.844,0.704,11.004480781173648,12.589681958097476,8.20238954711462,9.835343709101181,8.457771142253968,10.119793673678767,17.177942770237905,19.344718463239218,21.1525401396092,1.3925615638065902,1.0355353636379454,1.2601536857101718,-36.47869846408139,-67.33518435237275,-12.920018234217443
locked_b25,0.0,10.0,500,0.0,0.0,0.0,9.968875185741926,11.56780250956056,8.025022741954146,9.551998991023465,7.517321175386012,8.991100471478106,62.76939773853931,84.15449891804138,65.86399282072165,nan,nan,nan,-20.0037247317523,-44.32622010173072,2.18259440413385
locked_b25,0.0,15.0,500,0.0,0.002,0.0,7.437226679779188,9.077957188064575,5.623685138533862,7.230719756289603,5.788393190013288,7.34481220110199,57.31236487767963,81.82612530742719,64.776880108251,nan,nan,nan,2.8559031509939814,-17.581224022318203,19.465331340559338
locked_b25,0.0,25.0,500,0.002,0.146,0.0,5.792267008343445,7.469708161287111,3.9020150726541285,5.707641300489025,4.668350077088894,6.366106768585707,52.08648322996413,82.3850477231449,66.97988421765555,nan,nan,nan,14.033808520427556,-4.698024650366275,26.095328511045953
locked_b25,0.0,35.0,500,0.12,0.64,0.0,4.29045750342827,5.755503222477781,2.600773393425161,4.134780584426563,3.585738138821469,5.128547347433907,56.576018933019924,93.61752295072728,71.78542566572801,nan,nan,nan,22.182183764824003,8.738695159360942,30.57096807074122
locked_b25,0.25,10.0,500,0.0,0.0,0.0,10.59801302786659,12.236150256391994,8.327194345843065,10.020032083950213,7.906932348727812,9.55443535639152,56.35707842332634,75.5370642930676,57.89322851594464,8.368619612192802,6.8337641636335125,7.078536121905096,-26.011671268279315,-54.7694929877005,-4.6431114077538975
locked_b25,0.25,15.0,500,0.0,0.0,0.0,8.163801491377567,9.87175862801924,6.151163618748642,7.786751079180403,6.165903928937929,7.852422514428337,50.215752968349314,70.40835160098965,55.84089027117879,6.550660972087103,5.024191622513468,5.535308456669529,-1.6563689214672195,-25.29358203308948,15.671660471115308
locked_b25,0.25,25.0,500,0.0,0.0,0.0,6.561752487084222,8.17372682680956,4.39879059838014,6.000837528571182,5.120779007931237,6.692066742347718,42.947445213064334,66.19986320306589,55.60734318846235,5.532573296080154,3.7737055339072616,4.776458495060702,9.605277494541951,-8.95316144930839,23.210144884891633
locked_b25,0.25,35.0,500,0.0,0.0,0.0,4.899358246689967,6.63675220877966,3.119003864615048,4.791269511335097,4.03933123631969,5.682245351804574,45.19462462455755,73.00167788792126,57.26668637670086,4.701867118234207,3.275955295522227,4.41291723980798,18.723631071159616,2.7537113748796402,29.060946559202414
locked_b25,0.5,10.0,500,0.0,0.0,0.0,11.311304482991794,12.856006553940043,8.891830975106998,10.463636185237288,8.511216765925106,9.934464857457273,51.34516990554519,68.08088432544432,51.71240394666918,4.490550178177843,3.5774872674208726,3.830538654220995,-35.930002455133945,-62.172604404557205,-11.02303484860023
locked_b25,0.5,15.0,500,0.0,0.0,0.0,8.99207148348357,10.542271454976245,6.7966645301634765,8.336520837703342,6.757583138231061,8.414152540043117,44.8155498718572,60.44575758066205,48.05985485332381,3.6234059452276224,2.737745842588604,3.082040978194028,-9.301634977106005,-34.4285569508851,8.931695464219942
locked_b25,0.5,25.0,500,0.0,0.004,0.0,7.346436769142966,8.828699311723325,5.016808273974839,6.629946573062987,5.526321074301228,7.209159883906165,36.595932756101206,53.0409965278417,46.46354711812565,3.1360441868939763,2.1411231970206686,2.6418272729260908,5.287908089769189,-16.13960280525498,21.208196823306203
locked_b25,0.5,35.0,500,0.0,0.004,0.0,5.650519315545821,7.350944396941283,3.6657035114705705,5.3732660883024,4.4859354253609975,6.220119916774142,38.876522351748946,57.21727714736947,49.06432889242241,2.6317482931931555,1.775402230118388,2.4386219642001166,14.91642970481189,-3.6471448222175216,26.36881352557466
locked_b25,1.0,10.0,500,0.0,0.0,0.0,12.918714112906333,14.451503144110376,10.184497610958744,11.714787472078878,9.70711222778947,11.323931410442679,42.38883298247139,54.63825737225935,41.47538080517191,2.5941696782293246,2.031460237881433,2.247383211118301,-57.70901781486464,-91.69473035001137,-30.524822398202392
locked_b25,1.0,15.0,500,0.0,0.016,0.0,10.563907477951243,12.109790355448764,8.12128118990562,9.72064925982473,8.009611872910611,9.625691226091577,35.211094721518535,45.218300773210416,36.96604018190213,2.176868848722567,1.6550064110383116,1.903370513676411,-27.786205670927302,-56.27575116321532,-4.668961516812852
