window_index,tag,bcut_deg,z_center,N,ess,baseline_snr,baseline_amp,weighted_snr,weighted_amp,weighted_l_deg,weighted_b_deg,weighted_priority,amp_ratio_weighted_vs_baseline,direction_sep_weighted_vs_baseline_deg
68,z1p00_1p10,20.0,1.0499999999999998,31537,31207.94305617517,2.207202480480999,0.0005207524042423805,2.2415377661874762,0.000538709913480433,213.4094223987017,63.198502080512185,0.021060747624899376,1.0344837759590912,5.251962267893356
69,z1p00_1p50,20.0,1.25,172054,171627.2773609111,3.0208264237633315,0.0018457931985447432,0.8205820466370383,0.0005651217527079887,139.74852820450246,-19.521368985776945,0.00787782528744962,0.30616742609818964,21.00142361989597
70,z1p10_1p20,20.0,1.15,33512,33487.91678269853,1.4679425561586026,0.0004540247630344074,1.5659236629576194,0.0004861846750387975,349.4852896269738,19.897984285700442,0.014936395305900808,1.0708329470609799,0.5869707716540208
71,z1p20_1p30,20.0,1.25,33196,32897.37082050873,2.7713426884682444,0.0006223103329491106,2.6340033752167225,0.0005952606227299532,230.6200346054674,-83.22892708604428,0.025287195206804503,0.9565334065867594,2.2812171198921023
72,z1p30_1p40,20.0,1.35,35690,35637.18430510083,1.5358172941995762,0.0004710143876774133,1.2122989564132698,0.00037108671283517914,52.58962384381314,-4.492024729687248,0.011638166794151509,0.7878458122373275,2.5247616179681374
73,z1p40_1p50,20.0,1.4500000000000002,38120,38079.92166295081,1.4387232020802807,0.00042463865493281585,1.5366771877212064,0.00045348067066011536,287.2640102625923,4.111665822354358,0.014679218239933093,1.0679213147278426,1.7372950449935078
74,z1p50_2p50,20.0,2.0,245878,245695.14720013732,2.5153004282837754,0.0028385448504687693,1.100261053166077,0.0012439258788552675,221.06255480278142,-13.135503035915038,0.00974577857507895,0.4382266070764534,0.4871667245474947
75,z1p50_1p60,20.0,1.5500000000000005,34288,34264.24325586949,0.6121022404935261,0.00017851273597750117,0.5177355765600674,0.00014986338464110832,222.55935967970098,-24.316306030580595,0.004902658776524077,0.8395108831898489,2.6087359652048523
76,z1p60_1p70,20.0,1.6500000000000004,32609,32253.46397016194,2.139492730715711,0.0004978223315393413,2.173484642236436,0.0005167832583411363,350.5212847936312,64.96428688088793,0.02034337902442565,1.0380877385374918,4.833482095808999
77,z1p70_1p80,20.0,1.7500000000000004,30496,30306.255001650952,2.6317832001253443,0.0008248034006216909,2.593166490093923,0.0008180533002019659,88.19135530758336,-19.17240280395279,0.023937141756860583,0.9918161098576496,0.6669927212671165
78,z1p80_1p90,20.0,1.8500000000000003,27633,27564.14121317402,1.8689927357244036,0.0006501727221426684,1.7101511674749037,0.0005927552171255852,180.0196204520705,13.661975551631933,0.015542169686387322,0.9116888435001369,2.138234046885327
79,z1p90_2p00,20.0,1.9500000000000008,25800,25592.40540347951,2.9666774901429416,0.0008069542930809634,3.0548326872401814,0.0008335896062803726,261.90069261861163,-53.44785815494662,0.027298423860343386,1.033007214197616,1.6529427217009613
80,z2p00_2p10,20.0,2.0500000000000007,22154,22098.26965091929,0.9431736277313584,0.0003650506980164323,0.8614027107095091,0.0003321476135561959,321.85838229193104,-10.927119027090038,0.0075614871057389675,0.9098670824654735,3.260506470175808
81,z2p10_2p20,20.0,2.1500000000000004,19652,19518.64492119159,1.2832448014049846,0.0004786150967978812,1.3414880059187657,0.0005010372228050996,236.45032210093052,29.611037045708656,0.011559190093268529,1.0468479288623178,0.697285927436386
