mock_id,max_snr,max_snr_window_index,max_snr_tag,max_snr_bcut_deg,max_snr_amp,max_snr_l_deg,max_snr_b_deg,max_snr_sep_cmb_deg,max_priority,max_priority_window_index,max_priority_tag,max_priority_bcut_deg,max_priority_snr,max_priority_amp,max_priority_l_deg,max_priority_b_deg,max_priority_sep_cmb_deg,max_abs_par_cmb,max_abs_par_cmb_window_index,max_abs_par_cmb_tag,max_abs_par_cmb_bcut_deg,max_abs_par_cmb_snr,max_z1p00_snr,max_z1p00_snr_bcut_deg,max_z1p00_priority,max_z1p00_priority_bcut_deg
19,3.6157309355306326,31,z0p30_0p50,15.0,0.0017241886140147418,192.02345532206144,35.65906831126504,52.976537894288896,0.031270278219633324,134,z1p80_1p90,30.0,3.4407617394248997,0.001474521138449345,296.2934289489707,6.630767826093218,49.80670222243871,0.0012423588020450335,9,z0p75_1p00,10.0,3.2557682174094555,3.152698058734981,10.0,0.0302668143820376,10.0
20,3.797001424873526,26,z2p20_2p30,10.0,0.0014442315758052562,202.93938210196077,16.117653811651934,58.90594817312333,0.03209948406331533,26,z2p20_2p30,10.0,3.797001424873526,0.0014442315758052562,202.93938210196077,16.117653811651934,58.90594817312333,0.00200599942620293,158,z1p50_2p50,35.0,2.869185414357226,2.273098592285352,20.0,0.021822404773001784,20.0
21,3.4021901610837126,96,z1p00_1p10,25.0,0.0012491487710227349,313.5933565401591,-0.9193769179765277,65.18034604332658,0.0319658537256637,96,z1p00_1p10,25.0,3.4021901610837126,0.0012491487710227349,313.5933565401591,-0.9193769179765277,65.18034604332658,0.001290738036133431,118,z0p50_0p75,30.0,2.225179954857224,2.164444865901911,20.0,0.02077929753371105,20.0
22,4.019529436989841,37,z0p75_1p00,15.0,0.0019085123220271318,305.9206890800898,-16.927150763523308,75.11401102941015,0.03568275085523555,37,z0p75_1p00,15.0,4.019529436989841,0.0019085123220271318,305.9206890800898,-16.927150763523308,75.11401102941015,0.0012493281058256003,65,z0p75_1p00,20.0,2.9004687046059394,2.663805861434984,20.0,0.0255733077052698,20.0
23,3.165315299423506,118,z0p50_0p75,30.0,0.002348491900819753,321.5751920579432,-10.970877794065677,77.95334070235212,0.029526255821836843,100,z1p30_1p40,25.0,3.0756260631693135,0.0010497042229562338,196.32618163129206,-0.3973177490663382,75.66836663343699,0.0018498198433403073,141,z0p10_0p30,35.0,2.363422235610867,3.057158542240569,15.0,0.029349607355543515,15.0
24,3.4806323961188808,33,z0p50_0p60,15.0,0.0011534537797272392,291.7997057421469,31.75995802515289,26.669683465290557,0.03130150607931485,162,z1p80_1p90,35.0,3.4441978337263848,0.0011240535129943944,90.09144760319728,-44.783153595003924,174.57253544682416,0.001962274944533421,74,z1p50_2p50,20.0,2.904156944613581,2.2643230770230036,30.0,0.021738157285102862,30.0
25,4.306697361606048,71,z1p20_1p30,20.0,0.0013870455220451115,119.38097811747204,-5.115117527472269,127.39979543186888,0.04134554188663542,71,z1p20_1p30,20.0,4.306697361606048,0.0013870455220451115,119.38097811747204,-5.115117527472269,127.39979543186888,0.0027453685159918705,141,z0p10_0p30,35.0,3.300706583203088,2.50861573306766,20.0,0.024083437530038655,20.0
26,3.164416795805521,45,z1p40_1p50,15.0,0.0008716496570702239,110.46619919547051,-0.6372938575525902,127.18790483125522,0.030228316733603065,45,z1p40_1p50,15.0,3.164416795805521,0.0008716496570702239,110.46619919547051,-0.6372938575525902,127.18790483125522,0.002212113710821102,158,z1p50_2p50,35.0,2.3694799539121165,2.58499054445363,30.0,0.024816657837412402,30.0
27,3.9417860834542395,53,z2p10_2p20,15.0,0.0013672652913327705,185.30958814844882,-40.72663408517953,112.83093819087385,0.03396515991541943,53,z2p10_2p20,15.0,3.9417860834542395,0.0013672652913327705,185.30958814844882,-40.72663408517953,112.83093819087385,0.0020147871982797473,115,z0p30_0p50,30.0,3.6510630299870463,2.8412321724724974,20.0,0.027276651673710864,20.0
28,3.762058866603286,118,z0p50_0p75,30.0,0.0020803951864125756,129.93943787025918,42.026154260183276,81.06045286122372,0.032564365748337896,45,z1p40_1p50,15.0,3.408963417544281,0.000895443717954854,271.1569621339502,17.36721842472858,31.43087300442346,0.0014960481690850836,158,z1p50_2p50,35.0,1.7902813278377598,2.6362485985793156,10.0,0.025308750001299823,10.0
29,3.549145121544417,34,z0p50_0p75,15.0,0.001858680974112823,153.56843452330378,30.818633809405487,79.48883618149985,0.03072460216411518,15,z1p20_1p30,10.0,3.2003828475486036,0.0007968826020118524,49.172698774401695,46.183605745640904,80.79151158361215,0.0015493178174890065,97,z1p00_1p50,25.0,2.806097113387469,2.806097113387469,25.0,0.026939344931416878,25.0
30,3.338698866674906,147,z0p60_0p70,35.0,0.0015557624560404676,175.60275776580804,25.19755060285432,70.47170273394084,0.028532213574642102,100,z1p30_1p40,25.0,2.9720808571055484,0.0010091704732835445,359.9461915764691,8.160298096940037,87.83005014717453,0.0018044931766233866,158,z1p50_2p50,35.0,2.020345714936443,2.0518305888034596,30.0,0.019698167860584717,30.0
31,3.6510580670599206,27,z2p30_2p40,10.0,0.0012808334229048796,140.6809511539705,30.61372525775491,86.27312890073318,0.030271936499095146,27,z2p30_2p40,10.0,3.6510580670599206,0.0012808334229048796,140.6809511539705,30.61372525775491,86.27312890073318,0.0016447652040926818,158,z1p50_2p50,35.0,1.5122224817457102,2.496904053332132,25.0,0.02397100201288693,25.0
32,4.26225530085012,33,z0p50_0p60,15.0,0.0013353820201545887,258.2757620812686,40.36563032936116,8.888324406493743,0.03095126850081733,101,z1p40_1p50,25.0,3.2400981754500244,0.0010411860494887425,18.206754848871352,-6.665329464754301,110.94969567179885,0.0016225085516324111,158,z1p50_2p50,35.0,3.0707771619792057,1.6632337105550439,15.0,0.015967525292135458,15.0
33,3.1536085048434255,162,z1p80_1p90,35.0,0.0015445969366741955,234.55283976016517,2.8217211399197115,51.995155971538956,0.02866057658463108,162,z1p80_1p90,35.0,3.1536085048434255,0.0015445969366741955,234.55283976016517,2.8217211399197115,51.995155971538956,0.0019010204019592049,158,z1p50_2p50,35.0,2.447812329527315,2.2820910728663617,35.0,0.021908735190792797,35.0
34,3.5247215381514914,90,z0p50_0p75,25.0,0.002124979520095335,12.332263830667815,-26.541988845343905,121.36849727009609,0.031523279182819386,151,z0p90_1p00,35.0,3.4457020276924037,0.0015539897108855164,8.033324125194312,-0.20167112674644516,99.43020148998274,0.0013794027747176187,141,z0p10_0p30,35.0,1.856459542053379,2.998894388916988,25.0,0.02879025461039703,25.0
35,3.22952267101906,57,z0p10_0p30,20.0,0.002349020167038058,22.10798245102157,37.917173294530905,77.808457087112,0.02870157589311581,45,z1p40_1p50,15.0,3.0045916755033546,0.0007885844336966864,281.00992460551277,-16.654934239197978,66.65688912591384,0.001680857093977768,158,z1p50_2p50,35.0,1.8159862485148905,2.6749433668459153,30.0,0.025680230982625087,30.0
36,4.022381520188558,37,z0p75_1p00,15.0,0.0019510108519123167,28.962720936797215,16.489093024552602,98.85343600062606,0.035708069782685536,37,z0p75_1p00,15.0,4.022381520188558,0.0019510108519123167,28.962720936797215,16.489093024552602,98.85343600062606,0.0017774790809868238,158,z1p50_2p50,35.0,1.7366987402976912,1.9682513947144922,20.0,0.018895783392880217,20.0
