null_kind,n_mocks,n_scan_bins,observed_amp_mean,mock_amp_mean_p50,mock_amp_mean_p95,mock_amp_mean_p99,p_amp_mean_ge_observed,observed_snr_max,mock_snr_max_p50,mock_snr_max_p95,mock_snr_max_p99,p_snr_max_ge_observed,observed_max_pair_direction_sep_deg,mock_pair_sep_p05,mock_pair_sep_p50,p_pair_sep_le_observed,observed_coherence_score,mock_coherence_p50,mock_coherence_p95,mock_coherence_p99,p_coherence_ge_observed,p_joint_snr_and_pair_sep
scanlaw_count_resultant_phase_zshuffle,2000,63,0.0031316919146581377,0.0019011148696844408,0.0026911009940550168,0.003042746931907509,0.0069965017491254375,4.785199523524105,3.225903178605668,4.237649475798779,4.735620302454832,0.009495252373813094,13.472341037422408,11.933302546793557,27.762017963312545,0.08095952023988005,3.668176134849447,1.9350386160686641,3.0384754356105517,3.5606301244162655,0.0069965017491254375,0.0034982508745627187
