fit_group,bcut_deg,N,ess,variables,a0,amp,l_deg,b_deg,formal_snr,rms_resid,amp_ratio_vs_baseline_same_bcut,direction_sep_vs_baseline_same_bcut_deg,propensity_min,propensity_p01,propensity_p50,propensity_p99,propensity_max,weight_min,weight_p99,weight_max
wise_w1_plus_w2,35.0,118193,118184.03842658266,"w1,w2",1.207016546444042,0.0032830129263699387,145.79539380291973,-25.122840963886205,3.8525287990323163,0.14607024766897303,0.8076661196190427,0.2596449207182163,0.4739415569303759,0.4885971072195752,0.49741708896051623,0.5047946201111602,0.520338827699328,0.9533193328417894,1.0202061975008525,1.052196443918405
wise_w1_w2_plus_mags,10.0,192357,192322.73027840658,"w1,w2,w1_w2",1.206594613326061,0.0013479847576643542,144.50465999488384,-34.28981147918525,2.2524978104513638,0.14613617615245578,0.5473928782173164,3.8606194018408235,0.44318716143499143,0.47850211617935917,0.4972208552660348,0.5066664413070187,0.51294441860224,0.8865319389654621,1.0351151437333193,1.1127349101326531
wise_w1_w2_plus_mags,15.0,183527,183491.97960877558,"w1,w2,w1_w2",1.2068701220171993,0.0016639902019929642,139.3967563000358,-33.79576573110036,2.7189093808189595,0.14616922346055966,0.6528802366989157,2.827868351414453,0.4349779508097065,0.475904515730859,0.49715937479988415,0.5034309798807011,0.5071707997181497,0.870121650138266,1.0391078253075323,1.1276957165497197
wise_w1_w2_plus_mags,20.0,169941,169911.44618163968,"w1,w2,w1_w2",1.207024368253101,0.00173640412792159,140.290633237886,-34.51024984422818,2.7399654593915774,0.14618615613351726,0.6670482512062528,3.2984270990610947,0.44337780427695833,0.47788845581939327,0.49697777242109026,0.5034995800320272,0.5073046643510414,0.8885417259234264,1.0360878496858084,1.1134376435765243
wise_w1_w2_plus_mags,25.0,153651,153627.73393018445,"w1,w2,w1_w2",1.2071127494857339,0.002479033720743449,145.49664579360038,-31.907105567052973,3.6326411307769164,0.14616839214379937,0.7753054409708221,2.0386505781139697,0.403635506253361,0.47751293788475246,0.49752453028527654,0.504724025128785,0.5238077162447461,0.8073937136147286,1.0349503838359646,1.1610051000388808
wise_w1_w2_plus_mags,30.0,136052,136035.29770309853,"w1,w2,w1_w2",1.2071715009439539,0.0026766520841271907,139.3949689130056,-30.991475766271403,3.6460375483818597,0.146162252533544,0.8250209088338437,1.4391286259988572,0.44934549233678117,0.4810212362577323,0.4974214559710961,0.5007638810133684,0.5027875885073091,0.898800873417793,1.0308724653376762,1.0998473049901707
wise_w1_w2_plus_mags,35.0,118193,118180.9557657438,"w1,w2,w1_w2",1.2070205123792495,0.0032250098516329027,145.88058651350218,-24.91009792231789,3.7747105847177598,0.1460707571655005,0.7933965692549402,0.46848370874428336,0.41500434997931346,0.48230356027335064,0.49844811824589164,0.5036612466348275,0.5185197570179372,0.8520364990862178,1.028552339165543,1.1701110270946007
gaia_wise_colour_cross,10.0,192357,192269.05585329907,"bp_rp,w1_w2",1.2066027976809945,0.001139090066958439,144.68068057791263,-24.9553614140428,1.8179636817506417,0.14616065587702579,0.4625644220054255,13.183396973762328,0.3286724268553769,0.46386382058952647,0.4987751528501549,0.5086450662073114,0.5088792318609703,0.6902260839204903,1.0584162906890933,1.3432691535050554
gaia_wise_colour_cross,15.0,183527,183424.5465980692,"bp_rp,w1_w2",1.2068790697532812,0.001072892303608759,140.89856141844513,-22.76300514842425,1.6494139403042694,0.1461990757127574,0.4209581163961044,13.939045360385729,0.32947067316272743,0.4602207546585647,0.49833422911410014,0.5091393805013471,0.509335071318752,0.6743118822584464,1.065194302865628,1.3418069507781891
gaia_wise_colour_cross,20.0,169941,169823.73133000563,"bp_rp,w1_w2",1.207035847076546,0.0010497994481697733,142.75613890834802,-19.372871388249575,1.5003723999713876,0.14622819252918118,0.40328566072756894,18.59264114879604,0.30552144199406567,0.4556827501068829,0.49878810812201174,0.5104745044979446,0.5106810821180733,0.6328649025292509,1.0717310907169582,1.3899152477057612
