mock_id,max_snr,max_snr_tag,max_snr_bcut_deg,max_snr_amp,max_priority,max_priority_tag,max_priority_bcut_deg,max_priority_snr,max_z1p00_snr,max_z1p00_snr_bcut_deg,max_z1p00_priority,max_z1p00_priority_bcut_deg
153,10.46477379751034,z1p50_2p50,10.0,0.00913775755442334,0.09269379114651762,z1p50_2p50,10.0,10.46477379751034,9.510901164282316,15.0,0.09130740552450613,15.0
154,11.199534222079324,z1p00_1p50,10.0,0.0057239629122451795,0.10751877190578982,z1p00_1p50,10.0,11.199534222079324,11.199534222079324,10.0,0.10751877190578982,10.0
155,9.730018306025112,z1p50_2p50,15.0,0.008758779989276686,0.0861855499375493,z1p50_2p50,15.0,9.730018306025112,8.267772196032128,15.0,0.07937300742040745,15.0
156,10.633934425322083,z1p50_2p50,10.0,0.009439928669917613,0.09419216466208524,z1p50_2p50,10.0,10.633934425322083,8.804160562098733,10.0,0.08452249107217731,10.0
157,11.128242909809982,z1p50_2p50,15.0,0.009659472007861165,0.09857059923789745,z1p50_2p50,15.0,11.128242909809982,9.480970369298548,10.0,0.09102006122473388,10.0
158,10.697402583578542,z1p50_2p50,10.0,0.009422435986534038,0.09475434635083593,z1p50_2p50,10.0,10.697402583578542,9.4662041870632,10.0,0.09087830159900304,10.0
159,10.096592127597953,z1p50_2p50,15.0,0.009195732867472139,0.08943254962565891,z1p50_2p50,15.0,10.096592127597953,8.809068564251227,10.0,0.08456960931419373,10.0
160,10.838884955889034,z1p50_2p50,15.0,0.009494807972066385,0.09600755427712504,z1p50_2p50,15.0,10.838884955889034,9.094882081203702,15.0,0.08731350184824407,15.0
161,11.375838240653799,z1p00_1p50,10.0,0.005679673014525622,0.10921134154157094,z1p00_1p50,10.0,11.375838240653799,11.375838240653799,10.0,0.10921134154157094,10.0
162,11.570084906518145,z1p00_1p50,10.0,0.00578959842956391,0.11107616578750742,z1p00_1p50,10.0,11.570084906518145,11.570084906518145,10.0,0.11107616578750742,10.0
163,11.68638802759432,z1p00_1p50,10.0,0.006311197384204785,0.1121927094311054,z1p00_1p50,10.0,11.68638802759432,11.68638802759432,10.0,0.1121927094311054,10.0
164,10.326889712631159,z1p00_1p50,10.0,0.005534862430493244,0.0991411318981166,z1p00_1p50,10.0,10.326889712631159,10.326889712631159,10.0,0.0991411318981166,10.0
165,10.03085432600537,z1p50_2p50,15.0,0.008676305559881838,0.08885026412487687,z1p50_2p50,15.0,10.03085432600537,8.16551344701105,10.0,0.0783912938157744,10.0
166,10.057005533345274,z1p50_2p50,15.0,0.008903771211213458,0.09438200104016856,z1p00_1p50,10.0,9.831161869332824,9.831161869332824,10.0,0.09438200104016856,10.0
167,10.95881032690803,z1p50_2p50,15.0,0.009507657620857111,0.09706981682665555,z1p50_2p50,15.0,10.95881032690803,7.377446424517739,15.0,0.0708256221764228,15.0
168,10.950193403807438,z1p50_2p50,15.0,0.009892424902012467,0.09699349073631981,z1p50_2p50,15.0,10.950193403807438,8.98986090833495,10.0,0.08630526817467819,10.0
169,12.457981538296687,z1p50_2p50,15.0,0.011017969895703509,0.11034902054861204,z1p50_2p50,15.0,12.457981538296687,10.226640490224609,10.0,0.0981787103309399,10.0
170,8.351007824215012,z1p50_2p50,10.0,0.0068740954519487234,0.073970693499833,z1p50_2p50,10.0,8.351007824215012,7.634971258207457,10.0,0.0732979351587765,10.0
171,10.062607154070662,z1p50_2p50,10.0,0.009004005348840364,0.08913152104164804,z1p50_2p50,10.0,10.062607154070662,9.087651482797266,10.0,0.08724408600956828,10.0
172,10.98843937426934,z1p50_2p50,10.0,0.00989674702574744,0.09733226193833422,z1p50_2p50,10.0,10.98843937426934,8.041302561841299,10.0,0.07719883334679757,10.0
173,10.32838321818588,z1p50_2p50,10.0,0.008603207004307223,0.09148568477758093,z1p50_2p50,10.0,10.32838321818588,8.898209382257145,10.0,0.08542538698214164,10.0
174,9.540279840100084,z1p50_2p50,10.0,0.007976587150231335,0.08516991659051244,z1p00_1p50,10.0,8.871598685882319,8.871598685882319,10.0,0.08516991659051244,10.0
175,10.467637332459912,z1p50_2p50,15.0,0.009200270371275982,0.09271915547026625,z1p50_2p50,15.0,10.467637332459912,8.892172233233325,10.0,0.08536742860316068,10.0
176,11.951125396783636,z1p50_2p50,15.0,0.01011134578680839,0.1058594426339974,z1p50_2p50,15.0,11.951125396783636,9.764702878401726,10.0,0.09374397548077319,10.0
177,10.517049049287886,z1p00_1p50,10.0,0.005280294835850502,0.1009667165999735,z1p00_1p50,10.0,10.517049049287886,10.517049049287886,10.0,0.1009667165999735,10.0
178,10.75452589105131,z1p00_1p50,10.0,0.0055524199482413095,0.10324656305395652,z1p00_1p50,10.0,10.75452589105131,10.75452589105131,10.0,0.10324656305395652,10.0
179,11.851937404402573,z1p50_2p50,15.0,0.011253503643464524,0.10498086549244465,z1p50_2p50,15.0,11.851937404402573,8.34644152569589,10.0,0.08012825576773819,10.0
180,10.52711621859081,z1p50_2p50,10.0,0.009163942858663402,0.09324600139692707,z1p50_2p50,10.0,10.52711621859081,8.85256446882999,10.0,0.08498718259452,10.0
181,11.26365099118894,z1p50_2p50,15.0,0.009595682004699796,0.09977000293813586,z1p50_2p50,15.0,11.26365099118894,8.328656060043768,10.0,0.07995751014682487,10.0
182,10.745432620629353,z1p50_2p50,15.0,0.009207183628558574,0.0951797818460787,z1p50_2p50,15.0,10.745432620629353,9.286297932293966,10.0,0.08915114945254825,10.0
183,10.23773534924459,z1p50_2p50,15.0,0.009159509156263415,0.09612379107184411,z1p00_1p50,10.0,10.01259285781658,10.01259285781658,10.0,0.09612379107184411,10.0
184,11.140654580865089,z1p50_2p50,15.0,0.010359114274283873,0.10013802586985088,z1p00_1p50,10.0,10.430729702191359,10.430729702191359,10.0,0.10013802586985088,10.0
185,9.430092915757681,z1p50_2p50,20.0,0.008660954977555722,0.08352890183192077,z1p50_2p50,20.0,9.430092915757681,8.433786539915982,10.0,0.08096679319927919,10.0
186,10.978981057400766,z1p50_2p50,15.0,0.00982986947722098,0.10289332324104075,z1p00_1p50,10.0,10.717731187175623,10.717731187175623,10.0,0.10289332324104075,10.0
187,9.416900648385802,z1p00_1p50,10.0,0.004760487704616927,0.09040497334944489,z1p00_1p50,10.0,9.416900648385802,9.416900648385802,10.0,0.09040497334944489,10.0
188,10.48176947553523,z1p50_2p50,10.0,0.0091434905426062,0.09284433370574689,z1p50_2p50,10.0,10.48176947553523,9.418500505138327,10.0,0.09042033243758603,10.0
189,11.441679763319785,z1p50_2p50,10.0,0.009511281755499817,0.10134692778536891,z1p50_2p50,10.0,11.441679763319785,9.300467965485279,10.0,0.08928718587481219,10.0
190,10.218155400723012,z1p00_1p50,10.0,0.005126438025831833,0.09809725101445119,z1p00_1p50,10.0,10.218155400723012,10.218155400723012,10.0,0.09809725101445119,10.0
191,9.989014754817866,z1p50_2p50,15.0,0.008795434132501289,0.08967663094912603,z1p00_1p50,10.0,9.34103393699042,9.34103393699042,10.0,0.08967663094912603,10.0
192,9.325951144045455,z1p50_2p50,15.0,0.008265744659824345,0.08366435739017128,z1p00_1p50,10.0,8.714774333364959,8.714774333364959,10.0,0.08366435739017128,10.0
193,9.201033716817884,z1p50_2p50,10.0,0.007983038076477383,0.08716899997793663,z1p00_1p50,10.0,9.079830257108458,9.079830257108458,10.0,0.08716899997793663,10.0
194,9.759281138123887,z1p50_2p50,15.0,0.008718768175636443,0.08644475122554703,z1p50_2p50,15.0,9.759281138123887,8.889690964587592,10.0,0.08534360770558876,10.0
195,9.738445377589915,z1p50_2p50,15.0,0.008722773474323613,0.08626019438058452,z1p50_2p50,15.0,9.738445377589915,7.609256177053111,10.0,0.07305106293263318,10.0
196,9.20202962639682,z1p00_1p50,10.0,0.004634705140269138,0.08834214931191915,z1p00_1p50,10.0,9.20202962639682,9.20202962639682,10.0,0.08834214931191915,10.0
197,9.975882987745038,z1p50_2p50,10.0,0.00848965605640945,0.08836334468960345,z1p50_2p50,10.0,9.975882987745038,8.052956438397551,10.0,0.07731071393668851,10.0
198,11.137015969683489,z1p50_2p50,15.0,0.009839157915455537,0.10293735980474263,z1p00_1p50,10.0,10.722318190853773,10.722318190853773,10.0,0.10293735980474263,10.0
199,11.661407925063868,z1p50_2p50,15.0,0.010206852137977646,0.10329321317364552,z1p50_2p50,15.0,11.661407925063868,8.53748270244443,10.0,0.08196230638985649,10.0
