mock_id,max_snr,max_snr_tag,max_snr_bcut_deg,max_snr_amp,max_priority,max_priority_tag,max_priority_bcut_deg,max_priority_snr,max_z1p00_snr,max_z1p00_snr_bcut_deg,max_z1p00_priority,max_z1p00_priority_bcut_deg
136,10.0760186814316,z1p50_2p50,15.0,0.009172757467593873,0.09566086869659052,z1p00_1p50,10.0,9.964373231681327,9.964373231681327,10.0,0.09566086869659052,10.0
137,11.027050212352043,z1p50_2p50,15.0,0.01019750137423975,0.09767426502702797,z1p50_2p50,15.0,11.027050212352043,10.053113736751907,10.0,0.09651280324442897,10.0
138,9.611317622429464,z1p50_2p50,20.0,0.00882571671774268,0.08513413529762832,z1p50_2p50,20.0,9.611317622429464,8.593697687799155,10.0,0.08250198652906499,10.0
139,10.494192371511552,z1p50_2p50,15.0,0.00932606005204372,0.09295437194903296,z1p50_2p50,15.0,10.494192371511552,8.544555476390402,10.0,0.08203020706800604,10.0
140,9.851172094394274,z1p00_1p50,10.0,0.0048952822016164734,0.09457410499569949,z1p00_1p50,10.0,9.851172094394274,9.851172094394274,10.0,0.09457410499569949,10.0
141,11.137249015428912,z1p50_2p50,15.0,0.010002201441549952,0.09865037258889747,z1p50_2p50,15.0,11.137249015428912,9.062966558538214,10.0,0.08700710358795218,10.0
142,10.510928055875247,z1p50_2p50,15.0,0.009177089231901895,0.0931026115632969,z1p50_2p50,15.0,10.510928055875247,8.622529624046047,10.0,0.08277878146673484,10.0
143,10.49640884330645,z1p00_1p50,10.0,0.005218830479225046,0.10076856464516885,z1p00_1p50,10.0,10.49640884330645,10.49640884330645,10.0,0.10076856464516885,10.0
144,11.15574658157656,z1p50_2p50,10.0,0.009506217656702873,0.100068764911799,z1p00_1p50,10.0,10.423515236696574,10.423515236696574,10.0,0.100068764911799,10.0
145,9.518462708617381,z1p00_1p50,10.0,0.004741156786336551,0.09137999853993838,z1p00_1p50,10.0,9.518462708617381,9.518462708617381,10.0,0.09137999853993838,10.0
146,10.883006341942881,z1p50_2p50,10.0,0.009136920692006629,0.09639836812777351,z1p50_2p50,10.0,10.883006341942881,8.205225573762261,15.0,0.07877254173317792,15.0
147,10.202286101054662,z1p50_2p50,15.0,0.008780531263508168,0.09642796822598888,z1p00_1p50,10.0,10.044277022237692,10.044277022237692,10.0,0.09642796822598888,10.0
148,10.423403496464335,z1p00_1p50,10.0,0.005411559870955235,0.10006769217320965,z1p00_1p50,10.0,10.423403496464335,10.423403496464335,10.0,0.10006769217320965,10.0
149,9.40781614196677,z1p50_2p50,15.0,0.008468496524007434,0.08333158092875091,z1p50_2p50,15.0,9.40781614196677,8.12684503079093,10.0,0.07802006582172687,10.0
150,10.737266653193249,z1p50_2p50,10.0,0.00953180149121807,0.09510745018419303,z1p50_2p50,10.0,10.737266653193249,8.30243871309827,10.0,0.07970581602363083,10.0
151,10.625634757259203,z1p50_2p50,15.0,0.00930374739298525,0.09411864872061414,z1p50_2p50,15.0,10.625634757259203,8.787758059413534,10.0,0.08436502229625115,10.0
152,10.648482870118764,z1p50_2p50,15.0,0.00931505441150714,0.0943210303719022,z1p50_2p50,15.0,10.648482870118764,8.890515842122293,10.0,0.08535152676880559,10.0
