control_group,N_min,N_max,amp_mean,amp_min,amp_max,snr_max,snr_mean,max_pair_direction_sep_deg,mean_resultant_length,amp_ratio_vs_baseline,snr_delta_vs_baseline,pair_sep_delta_vs_baseline
baseline_no_template,118193,183527,0.003131691914654374,0.0025486913348822748,0.004064814465565032,4.785199523524725,4.495815963707195,13.472341037562996,0.9960659593900608,1.0,0.0,0.0
wise_depth_external,118193,183527,0.00306332282103653,0.002450239910589573,0.004027048274299873,4.755548811331864,4.425392036990038,15.779463119124133,0.994618860387237,0.9781686399936342,-0.029650712192861306,2.307122081561136
gaia_stellar_density_external,118193,183527,0.003444342767658477,0.002566970597803704,0.004493347026282185,5.00262762106997,4.644045184441675,16.057787257254095,0.9946546388468581,1.0998344861258833,0.21742809754524473,2.5854462196910983
wise_plus_stellar_external,118193,183527,0.0033477495641825576,0.002484555443177695,0.004369427759386708,4.923091748282324,4.556502932389447,17.964955530391194,0.9935936043143647,1.068990710266603,0.1378922247575991,4.4926144928281975
sfd_selection_scanlaw_external,118193,183527,0.0027132684851305074,0.002189357716167005,0.0036224307602824306,3.603281671867252,3.2757610085580096,31.67220356209966,0.9792361614852299,0.8663906153840022,-1.1819178516574733,18.199862524536663
all_external_wise_stellar,118193,183527,0.002882590187131774,0.002109369048406887,0.0038416246277953453,3.555337322154928,3.1925831120075814,35.120596872315524,0.9753523854321383,0.920457779912207,-1.2298622013697975,21.648255834752526
local_catalog_quality_proxy,118193,183527,0.0025648942189652507,0.002235028946434272,0.0030288899987041935,6.224830048934173,5.32755810011474,58.35407578250701,0.9173429985262131,0.8190123067224901,1.4396305254094477,44.88173474494401
all_external_plus_local_quality,118193,183527,0.0022283271496372076,0.0013885854759625262,0.0030337365512712994,3.6654332908587333,3.0102634564712076,36.78890864542928,0.9729606841385795,0.7115409849896217,-1.119766232665992,23.316567607866283
