zmin,zmax,l_deg,b_deg,R0,A_eff,frac,cond,dFR_deg,dKdS_deg
0.4,0.7,217.05408023737,-45.23556083509686,0.24323926370946053,0.00041115480245229385,0.0016903307310755622,4.948835826229536,78.1144357295806,73.73318856295869
0.7,1.0,92.93609447432635,-42.727236485136196,0.23893565488644708,0.0005684878397876673,0.002379250765474237,5.05158885547945,8.189517794733604,25.073018112501444
1.0,1.2,114.99445661647069,-21.926266374049607,0.23227654187805044,0.0009004806913307053,0.003876761226294968,4.831287261067924,35.943163235752934,9.240052229003254
