gate,case_label,run_date,frame,datasets,offset_mode,offset_design_note,prior_config,dataset_sigma_mag,survey_sigma_mag,model,family,H0,param_name,param_value,k_base,N,raw_chi2,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,AIC_base,BIC_base,chi2_dof_base,profiled_rms_mag,max_abs_offset_pull_sigma,method,success,case_datasets,case_z_min,case_max_z
dataset_combo,pantheon_only,2026-07-16T20:47:04,HD,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1580,2498.0713839535338,2498.0713839535338,0.0,2498.0713839535338,0.0,2498.0713839535338,2498.0713839535338,2498.0713839535338,1.5810578379452744,0.1945176391867707,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:04,HD,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1580,3864.748375883984,3864.748375883984,0.0,3864.748375883984,0.0,3864.748375883984,3864.748375883984,3864.748375883984,2.446043275875939,0.2368045114909098,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:04,HD,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1580,2236.7646363571694,2236.7646363571694,0.0,2236.7646363571694,0.0,2236.7646363571694,2238.7646363571694,2244.1298164831906,1.4165703840134067,0.1873260484219845,,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:04,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1580,2498.0713839535338,1809.2398939754785,239.58015822740637,2048.8200522028847,4.387238003587271,2053.207290206472,2053.207290206472,2053.207290206472,1.145088540490809,0.1733549379697077,7.755095313067109,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:04,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1580,3864.748375883984,2179.6042956028296,574.1313205755434,2753.7356161783728,4.387238003587271,2758.12285418196,2758.12285418196,2758.12285418196,1.379496389622044,0.18591031179487,11.934642725410232,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1580,2236.7646363571694,1757.5491326710066,166.2146815790607,1923.7638142500675,4.387238003587271,1928.1510522536544,1930.1510522536544,1935.516232379676,1.1130773481133671,0.1732845875381798,7.23914694226526,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1580,2498.0713839535338,1599.4045820440886,225.19857396706945,1824.603156011158,8.827577866880688,1833.4307338780384,1833.4307338780384,1833.4307338780384,1.0122813810405624,0.1661771243153346,6.690010882184941,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1580,3864.748375883984,1722.7745144336018,507.9251941586783,2230.6997085922803,8.827577866880688,2239.527286459161,2239.527286459161,2239.527286459161,1.0903636167301276,0.1699577258730911,10.059641424451115,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1580,2236.7646363571694,1609.927786380556,157.79714258536188,1767.7249289659178,8.827577866880688,1776.5525068327984,1778.5525068327984,1783.917686958819,1.0195869451428474,0.168544482773642,6.1072156208933706,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1580,2498.0713839535338,1482.6211142131708,165.90295058456385,1648.5240647977346,15.366463672342832,1663.8905284700777,1663.8905284700777,1663.8905284700777,0.9383677938058044,0.1611666562400973,5.450038805468702,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1580,3864.748375883984,1505.0869090580777,343.54441197040967,1848.6313210284875,15.366463672342832,1863.9977847008304,1863.9977847008304,1863.9977847008304,0.9525866513025808,0.1612520622030234,7.720444488265921,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999222026905,1,1580,2236.764657937684,1522.5243223538323,120.1141493816128,1642.6384717354451,15.366463672342832,1658.004935407788,1660.004935407788,1665.370115533809,0.9642332630486588,0.1648306701438775,4.835217402381639,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1580,2498.0713839535338,1412.2088598255832,73.82806498367565,1486.0369248092588,29.68830705818908,1515.725231867448,1515.725231867448,1515.725231867448,0.8938030758389767,0.1567511710355042,3.137134678972725,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1580,3864.748375883984,1396.9471495030014,134.40989044588304,1531.3570399488844,29.68830705818908,1561.0453470070736,1561.0453470070736,1561.0453470070736,0.8841437655082287,0.1555883762684514,4.224687235478862,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:05,HD,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4484571643161713,1,1580,2830.331727349408,1411.0776928475452,85.42132607909267,1496.499018926638,29.68830705818908,1526.187325984827,1528.187325984827,1533.552506110848,0.8936527503784327,0.156342622417202,3.2834848617976164,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:06,HEL,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1576,2447.767302985937,2447.767302985937,0.0,2447.767302985937,0.0,2447.767302985937,2447.767302985937,2447.767302985937,1.5531518419961532,0.1935833513783973,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:06,HEL,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1576,3808.6287590519382,3808.6287590519382,0.0,3808.6287590519382,0.0,3808.6287590519382,3808.6287590519382,3808.6287590519382,2.416642613611636,0.2369690987622873,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:06,HEL,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1576,2190.2379202061247,2190.2379202061247,0.0,2190.2379202061247,0.0,2190.2379202061247,2192.2379202061247,2197.6005654765427,1.3906272509245237,0.1859553310466185,,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1576,2447.767302985937,1785.9219028834293,228.10965733697395,2014.0315602204032,4.379698715580645,2018.411258935984,2018.411258935984,2018.411258935984,1.1331991769564906,0.172789193137571,8.204487686531158,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1576,3808.6287590519382,2157.978087178209,560.3905903411453,2718.3686775193546,4.379698715580645,2722.748376234935,2722.748376234935,2722.748376234935,1.3692754360267825,0.185915761987792,12.390516982733434,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1576,2190.2379202061247,1733.3303108544542,156.49790990750483,1889.828220761959,4.379698715580645,1894.20791947754,1896.20791947754,1901.5705647479572,1.1005271814948916,0.1723301939921085,7.687509540813115,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1576,2447.767302985937,1594.5734174660704,208.60266284500327,1803.1760803110735,8.81352271477219,1811.989603025846,1811.989603025846,1811.989603025846,1.011785163366796,0.1663670766647953,6.951667635108403,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1576,3808.6287590519382,1721.3844069617426,489.3382460244572,2210.7226529862,8.81352271477219,2219.536175700972,2219.536175700972,2219.536175700972,1.0922489891889229,0.1704182979457899,10.522522750406743,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1576,2190.2379202061247,1602.3840031746297,143.0286560840226,1745.4126592586522,8.81352271477219,1754.2261819734244,1756.2261819734244,1761.5888272438422,1.0173866686823043,0.1683777490336403,6.571550933701647,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1576,2447.767302985937,1494.4314706529187,148.3097660003963,1642.7412366533151,15.34425387631741,1658.0854905296326,1658.0854905296326,1658.0854905296326,0.9482433189422074,0.1622334077583908,5.045631076905051,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1576,3808.6287590519382,1521.481511106142,324.40303784222124,1845.884548948363,15.34425387631741,1861.2288028246803,1861.2288028246803,1861.2288028246803,0.9654070501942524,0.1624208080440703,7.904148007778185,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999256078045,1,1576,2190.237932505716,1530.6446369158627,103.8797946109934,1634.5244315268562,15.34425387631741,1649.8686854031737,1651.8686854031737,1657.2313306735914,0.9718378647084844,0.1655604093206075,4.796561221965712,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1576,2447.767302985937,1437.4483372291909,63.13460597403895,1500.5829432032297,29.653774960976804,1530.2367181642064,1530.2367181642064,1530.2367181642064,0.9120865083941564,0.1586589779253923,2.7003886105323325,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1576,3808.6287590519382,1427.612904625744,122.93646464061494,1550.549369266359,29.653774960976804,1580.2031442273358,1580.2031442273358,1580.2031442273358,0.9058457516660812,0.1575145175327941,4.347584123093502,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:07,HEL,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4591640638268119,1,1576,2724.630093814389,1439.095768626412,72.05592752835697,1511.1516961547688,29.653774960976804,1540.8054711157456,1542.8054711157456,1548.168116386163,0.9137115991278806,0.1583178415532714,3.2283444380889934,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1578,2386.077058457434,2386.077058457434,0.0,2386.077058457434,0.0,2386.077058457434,2386.077058457434,2386.077058457434,1.512089390657436,0.1911230645301465,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1578,3695.113578687196,3695.113578687196,0.0,3695.113578687196,0.0,3695.113578687196,3695.113578687196,3695.113578687196,2.341643585986816,0.2333501817809947,,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1578,2147.2106913710954,2147.2106913710954,0.0,2147.2106913710954,0.0,2147.2106913710954,2149.2106913710954,2154.5746048725014,1.361579385777486,0.183724503089267,,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1578,2386.077058457434,1776.1289715076196,211.18612072875112,1987.315092236371,4.382163062958455,1991.697255299329,1991.697255299329,1991.697255299329,1.1255570161645243,0.1724008970813821,7.381294185479334,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1578,3695.113578687196,2130.3909636235885,531.9801568740515,2662.37112049764,4.382163062958455,2666.7532835605984,2666.7532835605984,2666.7532835605984,1.3500576448818684,0.1851994174876903,11.547787047621563,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1578,2147.2106913710954,1731.8202559468657,143.28630696557332,1875.106562912439,4.382163062958455,1879.488725975397,1881.488725975397,1886.852639476803,1.0981739099219183,0.1717071805885615,6.870180252450056,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1578,2386.077058457434,1595.5212446161895,195.4913029710632,1791.0125475872528,8.818345270563299,1799.830892857816,1799.830892857816,1799.830892857816,1.0111034503271163,0.1665148511836498,6.243815508716168,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1578,3695.113578687196,1712.9824959819753,466.54657659189553,2179.529072573871,8.818345270563299,2188.3474178444344,2188.3474178444344,2188.3474178444344,1.0855402382648769,0.1706287771105797,9.90969411868791,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5999999302136376,1,1578,2147.2106913710954,1607.9692252917007,133.6761324213548,1741.6453577130555,8.818345270563299,1750.4637029836188,1752.4637029836188,1757.8276164850247,1.0196380629623971,0.1680388635512169,5.811066516175459,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1578,2386.077058457434,1498.4215262149085,141.16915033883978,1639.5906765537482,15.352699875901834,1654.94337642965,1654.94337642965,1654.94337642965,0.9495700419612856,0.1625984430110459,5.072527139222866,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1578,3695.113578687196,1519.4973161284106,311.2355048952667,1830.7328210236772,15.352699875901834,1846.0855208995797,1846.0855208995797,1846.0855208995797,0.9629260558481688,0.1630237865725548,7.631750335990787,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5983648074423639,1,1578,2151.252896113695,1536.5047952513296,100.23349031832068,1636.7382855696503,15.352699875901834,1652.0909854455522,1654.0909854455522,1659.454898946958,0.9743213666780784,0.1652150367621424,4.467449683584069,minimize_Om,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1578,2386.077058457434,1441.0135036031998,61.69405709286869,1502.7075606960684,29.669707625072743,1532.3772683211412,1532.3772683211412,1532.3772683211412,0.9131897994950569,0.1590002859818342,2.9061490367617964,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1578,3695.113578687196,1426.3287648438393,119.52167955692131,1545.8504444007606,29.669707625072743,1575.520152025833,1575.520152025833,1575.520152025833,0.9038838813966028,0.1581132422514478,4.196735412410964,fixed,True,pantheon,0.01,
dataset_combo,pantheon_only,2026-07-16T20:47:09,CMB_PANTHEON_ONLY,PantheonPlusSH0ES,dataset+idsurvey,14 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4470252086119686,1,1578,2710.2870929080204,1438.2559104750244,73.2649241752922,1511.5208346503166,29.669707625072743,1541.1905422753894,1543.1905422753894,1548.5544557767953,0.9120202349239216,0.1581344406286975,3.056646428582251,minimize_Om,True,pantheon,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1820,1669.9284677776004,1669.9284677776004,0.0,1669.9284677776004,0.0,1669.9284677776004,1669.9284677776004,1669.9284677776004,0.9175431141635167,0.2724856851687098,,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1820,1986.4463687348064,1986.4463687348064,0.0,1986.4463687348064,0.0,1986.4463687348064,1986.4463687348064,1986.4463687348064,1.0914540487553883,0.2675352833958314,,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4267709003595606,1,1820,1676.5133969351057,1676.5133969351057,0.0,1676.5133969351057,0.0,1676.5133969351057,1678.5133969351057,1684.0199887151766,0.9216676178862592,0.2672722350273279,,minimize_Om,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1820,1669.9284677776004,1657.11003444056,2.974576734257378,1660.0846111748174,2.4392757751303336,1662.5238869499476,1662.5238869499476,1662.5238869499476,0.9105000189233846,0.2697258710512358,1.286499125617759,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1820,1986.4463687348064,1660.9402427154428,58.27889345462859,1719.2191361700714,2.4392757751303336,1721.6584119452016,1721.6584119452016,1721.6584119452016,0.912604528964529,0.2663044988717096,7.377354531453997,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3942627502767019,1,1820,1694.8902054207797,1659.3298629418534,7.5474400799438675,1666.8773030217974,2.4392757751303336,1669.3165787969276,1671.3165787969276,1676.8231705769986,0.9122209252016786,0.2674103606060007,2.290148931180888,minimize_Om,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1820,1669.9284677776004,1654.4767814376796,2.873732738704199,1657.3505141763835,4.266707866589528,1661.6172220429733,1661.6172220429733,1661.6172220429733,0.9090531766141096,0.2693598419233175,0.910288651004708,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1820,1986.4463687348064,1642.596131333039,33.936094224018525,1676.5322255570577,4.266707866589528,1680.798933423647,1680.798933423647,1680.798933423647,0.9025253468862852,0.2675427132008062,5.290933741755851,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3678793620013686,1,1820,1738.5241476296997,1646.957538339953,11.043760581019509,1658.0012989209729,4.266707866589528,1662.2680067875624,1664.2680067875624,1669.7745985676331,0.9054192074436248,0.2676341275175244,2.63358054030865,minimize_Om,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1820,1669.9284677776004,1652.0913369880936,2.733546860423743,1654.8248838485174,6.773470819884189,1661.5983546684015,1661.5983546684015,1661.5983546684015,0.9077424928506008,0.2691948194669412,0.9633259546691044,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1820,1986.4463687348064,1633.7017513785756,19.544763479487976,1653.2465148580636,6.773470819884189,1660.0199856779475,1660.0199856779475,1660.0199856779475,0.8976383249332833,0.2682164031747719,3.5961779257491853,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3416128002355729,1,1820,1809.9296728093088,1636.2474744297542,11.443132603419754,1647.690607033174,6.773470819884189,1654.464077853058,1656.464077853058,1661.970669633129,0.8995313218415362,0.2679762481323599,2.476602542936656,minimize_Om,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,1820,1669.9284677776004,1650.0171196230638,1.6605424733920238,1651.6776620964558,12.09910555518871,1663.7767676516446,1663.7767676516446,1663.7767676516446,0.9066028129797054,0.2691200437512009,0.8342483474821135,fixed,True,des_raw,0.01,
dataset_combo,des_only,2026-07-16T20:47:15,HD,DES_Dovekie_raw,dataset+idsurvey,5 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,1820,1986.4463687348064,1627.7139573533786,7.660094676001489,1635.3740520293802,12.09910555518871,1647.473157584569,1647.473157584569,1647.473157584569,0.8943483282161421,0.2686686513353376,1.864788352211572,fixed,True,des_raw,0.01,
