gate,case_label,run_date,frame,datasets,offset_mode,offset_design_note,prior_config,dataset_sigma_mag,survey_sigma_mag,model,family,H0,param_name,param_value,k_base,N,raw_chi2,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,AIC_base,BIC_base,chi2_dof_base,profiled_rms_mag,max_abs_offset_pull_sigma,method,success,case_datasets,case_z_min,case_max_z
dataset_combo,all_three,2026-07-16T20:48:23,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3580690562909316,1,3422,5259.638056259606,3061.0917021217274,116.54011182775794,3177.631813949485,48.221413535664695,3225.85322748515,3227.85322748515,3233.991207939602,0.8947944174573889,0.2222715740118942,3.6333954205102814,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:27,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,4173.705514868556,0.0,4173.705514868556,0.0,4173.705514868556,4173.705514868556,4173.705514868556,1.2210958206168976,0.237897290362232,,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:27,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,6267.4337241877465,0.0,6267.4337241877465,0.0,6267.4337241877465,6267.4337241877465,6267.4337241877465,1.833655273314145,0.2534745527702481,,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:27,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.465842674822967,1,3418,4561.81223849761,4561.81223849761,0.0,4561.81223849761,0.0,4561.81223849761,4563.81223849761,4569.949049361286,1.3350343103592657,0.2401018832300778,,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:27,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3493.9032048285017,229.5212154470804,3723.424420275582,10.071919607670395,3733.496339883253,3733.496339883253,3733.496339883253,1.022206906035255,0.2293883133530205,8.204487686531156,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:27,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3852.8059730114815,638.8196142509967,4491.625587262478,10.071919607670395,4501.697506870149,4501.697506870149,4501.697506870149,1.127210641606636,0.2317478675548591,12.39051642512528,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5283670330914357,1,3418,4750.98008420662,3596.8998084220657,249.05319053345733,3845.952998955523,10.071919607670395,3856.024918563193,3858.024918563193,3864.161729426869,1.0526484660292847,0.230450324419472,8.75248202109103,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3301.8961206295157,209.5789992506095,3511.475119880125,17.249342469413648,3528.7244623495385,3528.7244623495385,3528.7244623495385,0.966031632717822,0.2270584780778407,6.951667635108402,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3399.647266860541,529.807765707583,3929.455032568124,17.249342469413648,3946.7043750375374,3946.7043750375374,3946.7043750375374,0.994630563739187,0.2270768424883884,10.522522247889585,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4895741308562001,1,3418,4590.104538961154,3380.4156069842675,235.7747558739298,3616.190362858197,17.249342469413648,3633.43970532761,3635.43970532761,3641.5765161912864,0.9892934173205348,0.2270156543399883,7.965141004604395,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3201.171648881505,149.09032233853864,3350.2619712200435,27.17023772507096,3377.4322089451143,3377.4322089451143,3377.4322089451143,0.9365627995557358,0.2256215376738669,5.045631076905052,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3194.0530436655654,344.5140283883278,3538.5670720538933,27.17023772507096,3565.737309778964,3565.737309778964,3565.737309778964,0.9344801180999314,0.2248703323111767,7.904147991752925,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4305494471999804,1,3418,4628.270786833031,3219.885749718498,199.89944415843948,3419.7851938769377,27.17023772507096,3446.9554316020085,3448.9554316020085,3455.092242465684,0.9423136522442196,0.2247171860923928,6.3821808946161,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3143.672406583428,63.57322658377058,3207.2456331671983,48.18688143845243,3255.432514605651,3255.432514605651,3255.432514605651,0.9197403179003592,0.2244263779057097,2.7003886105323325,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:28,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3097.11142404684,129.3663851672357,3226.4778092140755,48.18688143845243,3274.664690652528,3274.664690652528,3274.664690652528,0.9061180292705792,0.2236014244245452,4.347584126507995,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:29,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3567438766994025,1,3418,5250.919280472864,3102.682268751375,104.20786128377354,3206.890130035149,48.18688143845243,3255.077011473601,3257.077011473601,3263.2138223372767,0.9080135407525242,0.2232160705313941,3.7689607847663775,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,4115.907365821276,0.0,4115.907365821276,0.0,4115.907365821276,4115.907365821276,4115.907365821276,1.2034816859126536,0.2376084756894423,,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,6112.16812889892,0.0,6112.16812889892,0.0,6112.16812889892,6112.16812889892,6112.16812889892,1.787183663420737,0.2515420239847566,,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4615893678540625,1,3420,4484.869067817077,4484.869067817077,0.0,4484.869067817077,0.0,4484.869067817077,4486.869067817077,4493.006463647133,1.31174877678183,0.239416341021607,,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3479.529930505556,214.66731209160943,3694.197242597165,10.074383955048177,3704.2716265522135,3704.2716265522135,3704.2716265522135,1.0174064124285251,0.2291709846185354,7.381294185479334,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3822.715450583259,605.1185577133086,4427.834008296568,10.074383955048177,4437.908392251616,4437.908392251616,4437.908392251616,1.117753055726099,0.2314745632957971,11.54778751640564,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5222079917733223,1,3420,4664.533734243352,3572.2179228518216,239.2876146409303,3811.505537492752,10.074383955048177,3821.5799214478,3823.5799214478,3829.7173172778566,1.044813665648383,0.229894645131493,8.022176873791855,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3296.27183771746,198.57259651406304,3494.844434231524,17.25416502520477,3512.098599256728,3512.098599256728,3512.098599256728,0.9638221747711871,0.2269226290492286,6.243815508716168,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3386.461048945904,506.57055829669537,3893.031607242599,17.25416502520477,3910.285772267804,3910.285772267804,3910.285772267804,0.9901932891654688,0.227024017175852,9.909693986666085,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:32,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4856475704857633,1,3420,4514.192849221092,3362.9727608553976,227.3964151905928,3590.3691760459906,17.25416502520477,3607.6233410711952,3609.6233410711952,3615.760736901252,0.9836129748041526,0.2266257729612898,7.247477669914859,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3196.78397146546,143.98928823121963,3340.77325969668,27.1786837246554,3367.9519434213357,3367.9519434213357,3367.9519434213357,0.9347321553992574,0.225503564717841,5.072527139222865,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3184.002306048118,333.3199658127715,3517.322271860889,27.1786837246554,3544.500955585545,3544.500955585545,3544.500955585545,0.9309948263298592,0.2248581063537998,7.631750229233597,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4291735833825129,1,3420,4541.277574698298,3206.342057373169,194.057061061748,3400.399118434917,27.1786837246554,3427.5778021595725,3429.5778021595725,3435.715197989629,0.9378011282167796,0.2244636120196098,5.783119122497789,minimize_Om,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3137.3012094876744,63.37645642618038,3200.677665913855,48.202814102548345,3248.8804800164035,3248.8804800164035,3248.8804800164035,0.9173395349379164,0.2242688465040027,2.906149036761797,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3084.830744717853,127.8227871399618,3212.653531857815,48.202814102548345,3260.856345960364,3260.856345960364,3260.856345960364,0.90199729377715,0.2235234885002809,4.196735353426169,fixed,True,"pantheon,des_raw,union31",0.01,
dataset_combo,all_three,2026-07-16T20:48:33,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3577473865971274,1,3420,5111.454812438387,3089.5748322607647,102.75179303374716,3192.326625294512,48.202814102548345,3240.5294393970603,3242.5294393970603,3248.6668352271167,0.903648678637252,0.2230306154219781,3.608590937433749,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:48,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3422,4227.901691317376,4227.901691317376,0.0,4227.901691317376,0.0,4227.901691317376,4227.901691317376,4227.901691317376,1.235506046556802,0.2388526087926598,,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:48,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3422,6281.802859923864,6281.802859923864,0.0,6281.802859923864,0.0,6281.802859923864,6281.802859923864,6281.802859923864,1.8357109467924797,0.253017976903651,,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:48,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4641198297281972,1,3422,4608.317014784063,4608.317014784063,0.0,4608.317014784063,0.0,4608.317014784063,4610.317014784063,4616.454995238515,1.347067236125128,0.2408986997101897,,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:48,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3422,4227.901691317376,3512.6408529734144,243.06134959026477,3755.7022025636793,10.07945889567702,3765.781661459356,3765.781661459356,3765.781661459356,1.0264876835106411,0.2294740095185163,7.755095313067109,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:48,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3422,6281.802859923864,3871.928729131566,647.2697177858572,4519.198446917423,10.07945889567702,4529.2779058131,4529.2779058131,4529.2779058131,1.1314812183318428,0.2317132162041764,11.934642836880816,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5290114974886245,1,3422,4812.304491141,3605.9404183692336,263.83110465201423,3869.771523021248,10.07945889567702,3879.850981916925,3881.850981916925,3887.988962371377,1.0540603386054468,0.2305334276811378,8.292783332256793,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3422,4227.901691317376,3300.155175145359,228.27986751006927,3528.4350426554283,17.263397621522188,3545.6984402769504,3545.6984402769504,3545.6984402769504,0.9643936806386204,0.2267776682957677,6.690010882184941,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3422,6281.802859923864,3396.253012284395,547.9491758581388,3944.202188142534,17.263397621522188,3961.465585764056,3961.465585764056,3961.465585764056,0.9924760409948552,0.2267625879801467,10.059641233797397,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4914267780204444,1,3422,4645.773184315432,3372.2472302271062,252.81792403460716,3625.065154261714,17.263397621522188,3642.3285518832354,3644.3285518832354,3650.466532337688,0.9857489711274792,0.2267454037450914,7.472901768521317,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3422,4227.901691317376,3180.9835594637234,168.7230884769437,3349.706647940667,27.192447521096422,3376.8990954617634,3376.8990954617634,3376.8990954617634,0.9295685445539812,0.2249967861040716,5.450038805468702,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3422,6281.802859923864,3169.591837881744,365.6288769364181,3535.2207148181624,27.192447521096422,3562.413162339258,3562.413162339258,3562.413162339258,0.9262395785744432,0.2242362152992023,7.720444333395867,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:49,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4326418312588249,1,3422,4661.160353353434,3194.6001492604564,218.1214592326136,3412.72160849307,27.192447521096422,3439.9140560141664,3441.9140560141664,3448.0520364686186,0.933820563946348,0.2240921298184573,5.954656491623279,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:50,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3422,4227.901691317376,3108.496565710057,75.51046431698737,3184.007030027045,48.221413535664695,3232.22844356271,3232.22844356271,3232.22844356271,0.9083859046493448,0.2235039164882467,3.137134678972725,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:50,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3422,6281.802859923864,3055.4490608112246,142.71100268895464,3198.160063500179,48.221413535664695,3246.381477035844,3246.381477035844,3246.381477035844,0.8928840037437827,0.2226711789729975,4.224687143641468,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:50,HD,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3580690562909316,1,3422,5259.638056259606,3061.0917021217274,116.54011182775794,3177.631813949485,48.221413535664695,3225.85322748515,3227.85322748515,3233.991207939602,0.8947944174573889,0.2222715740118942,3.6333954205102814,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,4173.705514868556,0.0,4173.705514868556,0.0,4173.705514868556,4173.705514868556,4173.705514868556,1.2210958206168976,0.237897290362232,,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,6267.4337241877465,0.0,6267.4337241877465,0.0,6267.4337241877465,6267.4337241877465,6267.4337241877465,1.833655273314145,0.2534745527702481,,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.465842674822967,1,3418,4561.81223849761,4561.81223849761,0.0,4561.81223849761,0.0,4561.81223849761,4563.81223849761,4569.949049361286,1.3350343103592657,0.2401018832300778,,minimize_Om,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3493.9032048285017,229.5212154470804,3723.424420275582,10.071919607670395,3733.496339883253,3733.496339883253,3733.496339883253,1.022206906035255,0.2293883133530205,8.204487686531156,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3852.8059730114815,638.8196142509967,4491.625587262478,10.071919607670395,4501.697506870149,4501.697506870149,4501.697506870149,1.127210641606636,0.2317478675548591,12.39051642512528,fixed,True,"pantheon,des_raw,union31",0.01,
redshift_band,all_z,2026-07-16T20:48:53,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5283670330914357,1,3418,4750.98008420662,3596.8998084220657,249.05319053345733,3845.952998955523,10.071919607670395,3856.024918563193,3858.024918563193,3864.161729426869,1.0526484660292847,0.230450324419472,8.75248202109103,minimize_Om,True,"pantheon,des_raw,union31",0.01,
