gate,case_label,frame,prior_config,offset_dataset,offset_type,n_offsets,max_abs_pull_sigma,n_abs_pull_ge_3,n_abs_pull_ge_5,median_abs_pull_sigma
redshift_band,high_z_0p50_plus,HEL,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.4263468523597897,0,0,0.4263468523597897
redshift_band,high_z_0p50_plus,HEL,budget_025mmag_ds050,PantheonPlusSH0ES,survey,3,2.696272198153305,0,0,2.1908006813155576
redshift_band,high_z_0p50_plus,HEL,budget_025mmag_ds050,DES_Dovekie_raw,survey,1,0.429325328483401,0,0,0.429325328483401
redshift_band,high_z_0p50_plus,HEL,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.2841741264105048,0,0,0.2841741264105048
redshift_band,high_z_0p50_plus,HEL,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,3,2.2801098558977504,0,0,1.8338771331132333
redshift_band,high_z_0p50_plus,HEL,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,1,0.2285159252862429,0,0,0.2285159252862429
redshift_band,high_z_0p50_plus,HEL,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.145219641937297,0,0,0.145219641937297
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_010mmag_ds020,PantheonPlusSH0ES,survey,10,4.63374240094211,1,0,1.612485924113622
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_010mmag_ds020,DES_Dovekie_raw,survey,4,0.5720467220122504,0,0,0.3085774287031015
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.1887046548371541,0,0,0.1887046548371541
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_016mmag_ds032,PantheonPlusSH0ES,survey,10,5.001747952106972,3,1,2.1569481254026988
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_016mmag_ds032,DES_Dovekie_raw,survey,4,0.7795218525306232,0,0,0.4343998459477202
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.1836153434345513,0,0,0.1836153434345513
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_025mmag_ds050,PantheonPlusSH0ES,survey,10,4.416440181646062,3,0,2.427789260689326
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_025mmag_ds050,DES_Dovekie_raw,survey,4,0.9049585929817244,0,0,0.5261749371660366
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.1488922175874624,0,0,0.1488922175874624
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,10,2.7196238659352314,0,0,2.026679982891757
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,4,0.7907725437224892,0,0,0.48672821097304697
redshift_band,low_z_0p01_0p10,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.0864583365853131,0,0,0.0864583365853131
redshift_band,low_z_0p01_0p10,HD,budget_010mmag_ds020,PantheonPlusSH0ES,survey,10,4.944752159446868,2,0,1.7864477775818401
redshift_band,low_z_0p01_0p10,HD,budget_010mmag_ds020,DES_Dovekie_raw,survey,4,0.5720467220122504,0,0,0.3085774287031015
redshift_band,low_z_0p01_0p10,HD,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.1887046548371541,0,0,0.1887046548371541
redshift_band,low_z_0p01_0p10,HD,budget_016mmag_ds032,PantheonPlusSH0ES,survey,10,5.352895943744096,4,1,2.432478697068327
redshift_band,low_z_0p01_0p10,HD,budget_016mmag_ds032,DES_Dovekie_raw,survey,4,0.7795218525306232,0,0,0.4343998459477202
redshift_band,low_z_0p01_0p10,HD,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.1836153434345513,0,0,0.1836153434345513
redshift_band,low_z_0p01_0p10,HD,budget_025mmag_ds050,PantheonPlusSH0ES,survey,10,4.74513556772772,4,0,2.7901793610239243
redshift_band,low_z_0p01_0p10,HD,budget_025mmag_ds050,DES_Dovekie_raw,survey,4,0.9049585929817244,0,0,0.5261749371660366
redshift_band,low_z_0p01_0p10,HD,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.1488922175874624,0,0,0.1488922175874624
redshift_band,low_z_0p01_0p10,HD,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,10,2.941825678599578,0,0,2.3582499541739246
redshift_band,low_z_0p01_0p10,HD,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,4,0.7907725437224892,0,0,0.48672821097304697
redshift_band,low_z_0p01_0p10,HD,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.0864583365853131,0,0,0.0864583365853131
redshift_band,low_z_0p01_0p10,HEL,budget_010mmag_ds020,PantheonPlusSH0ES,survey,10,4.14967473809635,1,0,1.5132081910681556
redshift_band,low_z_0p01_0p10,HEL,budget_010mmag_ds020,DES_Dovekie_raw,survey,4,0.5009639217157341,0,0,0.19408241328397968
redshift_band,low_z_0p01_0p10,HEL,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.1887046548371541,0,0,0.1887046548371541
redshift_band,low_z_0p01_0p10,HEL,budget_016mmag_ds032,PantheonPlusSH0ES,survey,10,4.496625675594618,3,0,2.063386758009896
redshift_band,low_z_0p01_0p10,HEL,budget_016mmag_ds032,DES_Dovekie_raw,survey,4,0.6615732165350249,0,0,0.23424372238032193
redshift_band,low_z_0p01_0p10,HEL,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.1836153434345513,0,0,0.1836153434345513
redshift_band,low_z_0p01_0p10,HEL,budget_025mmag_ds050,PantheonPlusSH0ES,survey,10,3.987426944095952,4,0,2.3772099188728806
redshift_band,low_z_0p01_0p10,HEL,budget_025mmag_ds050,DES_Dovekie_raw,survey,4,0.738009438874987,0,0,0.23830970745329022
redshift_band,low_z_0p01_0p10,HEL,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.1488922175874624,0,0,0.1488922175874624
redshift_band,low_z_0p01_0p10,HEL,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,10,2.4672246512223004,0,0,2.0220537739885
redshift_band,low_z_0p01_0p10,HEL,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,4,0.6114274661749275,0,0,0.1818661003605464
redshift_band,low_z_0p01_0p10,HEL,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.0864583365853131,0,0,0.0864583365853131
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_010mmag_ds020,PantheonPlusSH0ES,survey,4,4.138973152471768,3,0,3.292837237777662
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_010mmag_ds020,DES_Dovekie_raw,survey,1,0.912982740210556,0,0,0.912982740210556
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.7960333059180247,0,0,0.7960333059180247
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_016mmag_ds032,PantheonPlusSH0ES,survey,4,4.107753131285286,3,0,3.390691648948061
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_016mmag_ds032,DES_Dovekie_raw,survey,1,0.7299166992197457,0,0,0.7299166992197457
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.7078443679678362,0,0,0.7078443679678362
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_025mmag_ds050,PantheonPlusSH0ES,survey,4,3.3826742907681275,2,0,2.883139837647018
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.5393048900883616,0,0,0.5393048900883616
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_025mmag_ds050,DES_Dovekie_raw,survey,1,0.522335530466672,0,0,0.522335530466672
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,4,1.991781442521776,0,0,1.7404399254380312
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.2993157424688875,0,0,0.2993157424688875
redshift_band,mid_z_0p10_0p50,CMB_PANTHEON_ONLY,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,1,0.278273625679947,0,0,0.278273625679947
redshift_band,mid_z_0p10_0p50,HD,budget_010mmag_ds020,PantheonPlusSH0ES,survey,4,4.223815843964871,3,0,3.3099212058327936
redshift_band,mid_z_0p10_0p50,HD,budget_010mmag_ds020,DES_Dovekie_raw,survey,1,0.912982740210556,0,0,0.912982740210556
redshift_band,mid_z_0p10_0p50,HD,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.7960333059180247,0,0,0.7960333059180247
redshift_band,mid_z_0p10_0p50,HD,budget_016mmag_ds032,PantheonPlusSH0ES,survey,4,4.193890271627438,3,0,3.4062697808432087
redshift_band,mid_z_0p10_0p50,HD,budget_016mmag_ds032,DES_Dovekie_raw,survey,1,0.7299166992197457,0,0,0.7299166992197457
redshift_band,mid_z_0p10_0p50,HD,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.7078443679678362,0,0,0.7078443679678362
redshift_band,mid_z_0p10_0p50,HD,budget_025mmag_ds050,PantheonPlusSH0ES,survey,4,3.4549899649035662,2,0,2.895002453067119
redshift_band,mid_z_0p10_0p50,HD,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.5393048900883616,0,0,0.5393048900883616
redshift_band,mid_z_0p10_0p50,HD,budget_025mmag_ds050,DES_Dovekie_raw,survey,1,0.522335530466672,0,0,0.522335530466672
redshift_band,mid_z_0p10_0p50,HD,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,4,2.035005912146292,0,0,1.7469113201660917
redshift_band,mid_z_0p10_0p50,HD,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.2993157424688875,0,0,0.2993157424688875
redshift_band,mid_z_0p10_0p50,HD,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,1,0.278273625679947,0,0,0.278273625679947
redshift_band,mid_z_0p10_0p50,HEL,budget_010mmag_ds020,PantheonPlusSH0ES,survey,4,4.74829700261609,3,0,3.406205750683748
redshift_band,mid_z_0p10_0p50,HEL,budget_010mmag_ds020,Union3p1_UNITY1p8,dataset,1,0.7960333059180246,0,0,0.7960333059180246
redshift_band,mid_z_0p10_0p50,HEL,budget_010mmag_ds020,DES_Dovekie_raw,survey,1,0.4617653921459111,0,0,0.4617653921459111
redshift_band,mid_z_0p10_0p50,HEL,budget_016mmag_ds032,PantheonPlusSH0ES,survey,4,4.72688727934191,3,0,3.503101076958343
redshift_band,mid_z_0p10_0p50,HEL,budget_016mmag_ds032,Union3p1_UNITY1p8,dataset,1,0.707844367967836,0,0,0.707844367967836
redshift_band,mid_z_0p10_0p50,HEL,budget_016mmag_ds032,DES_Dovekie_raw,survey,1,0.3691748551252162,0,0,0.3691748551252162
redshift_band,mid_z_0p10_0p50,HEL,budget_025mmag_ds050,PantheonPlusSH0ES,survey,4,3.902095425473967,2,0,2.975022723441569
redshift_band,mid_z_0p10_0p50,HEL,budget_025mmag_ds050,Union3p1_UNITY1p8,dataset,1,0.5393048900883615,0,0,0.5393048900883615
redshift_band,mid_z_0p10_0p50,HEL,budget_025mmag_ds050,DES_Dovekie_raw,survey,1,0.2641851378286293,0,0,0.2641851378286293
redshift_band,mid_z_0p10_0p50,HEL,budget_050mmag_ds100_stress,PantheonPlusSH0ES,survey,4,2.3017263259733194,0,0,1.7938990343990024
redshift_band,mid_z_0p10_0p50,HEL,budget_050mmag_ds100_stress,Union3p1_UNITY1p8,dataset,1,0.2993157424688875,0,0,0.2993157424688875
redshift_band,mid_z_0p10_0p50,HEL,budget_050mmag_ds100_stress,DES_Dovekie_raw,survey,1,0.1407443144613343,0,0,0.1407443144613343
