run_date,frame,datasets,offset_mode,offset_design_note,prior_config,dataset_sigma_mag,survey_sigma_mag,model,family,H0,param_name,param_value,k_base,N,raw_chi2,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,AIC_base,BIC_base,chi2_dof_base,profiled_rms_mag,max_abs_offset_pull_sigma,method,success
2026-07-16T20:19:09,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3301.8961206295153,209.5789992506095,3511.475119880125,17.249342469413648,3528.7244623495385,3528.7244623495385,3528.7244623495385,0.9660316327178219,0.22705847807784071,6.951667635108402,fixed,True
2026-07-16T20:19:09,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3399.647266860541,529.807765707583,3929.455032568124,17.249342469413648,3946.7043750375374,3946.7043750375374,3946.7043750375374,0.994630563739187,0.2270768424883884,10.522522247889583,fixed,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4895741308562001,1,3418,4590.104538961154,3380.4156069842675,235.7747558739298,3616.190362858197,17.249342469413648,3633.4397053276107,3635.4397053276107,3641.5765161912864,0.9892934173205348,0.22701565433998835,7.965141004604395,minimize_Om,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3201.171648881505,149.09032233853864,3350.2619712200435,27.17023772507096,3377.4322089451143,3377.4322089451143,3377.4322089451143,0.9365627995557358,0.22562153767386695,5.045631076905052,fixed,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3194.0530436655654,344.5140283883278,3538.5670720538933,27.17023772507096,3565.737309778964,3565.737309778964,3565.737309778964,0.9344801180999314,0.22487033231117673,7.904147991752925,fixed,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.43054944719998045,1,3418,4628.270786833031,3219.885749718498,199.89944415843948,3419.7851938769377,27.17023772507096,3446.9554316020085,3448.9554316020085,3455.092242465684,0.9423136522442195,0.2247171860923928,6.3821808946161,minimize_Om,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3418,4173.705514868556,3143.672406583428,63.57322658377058,3207.2456331671983,48.18688143845243,3255.432514605651,3255.432514605651,3255.432514605651,0.9197403179003593,0.2244263779057097,2.7003886105323325,fixed,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3418,6267.4337241877465,3097.1114240468396,129.3663851672357,3226.4778092140755,48.18688143845243,3274.664690652528,3274.664690652528,3274.664690652528,0.9061180292705792,0.22360142442454528,4.347584126507995,fixed,True
2026-07-16T20:19:10,HEL,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.3567438766994025,1,3418,5250.919280472864,3102.682268751375,104.20786128377354,3206.8901300351486,48.18688143845243,3255.077011473601,3257.077011473601,3263.2138223372767,0.9080135407525242,0.2232160705313941,3.7689607847663784,minimize_Om,True
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,4115.907365821276,0.0,4115.907365821276,0.0,4115.907365821276,4115.907365821276,4115.907365821276,1.2034816859126536,0.2376084756894423,,fixed,True
