gate,case_label,frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma,case_datasets,case_z_min,case_max_z
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.0504075440799544,-2.016301763198179,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.0524373922729109,-2.0974956909164364,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.1323028244054925,-2.6460564881098514,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.1138732000884511,-2.2774640017690237,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.0859383373940399,-1.7187667478807989,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.1350194305266166,-2.7003886105323325,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.079239592822815,-1.5847918564563013,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.1102542649119743,-2.2050852982394864,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.0807447843502992,-1.6148956870059843,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.0996692456491544,-1.9933849129830885,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.0871011226955719,-1.7420224539114395,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.1156458457118127,-2.3129169142362547,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.0687574441063595,-1.3751488821271909,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.1233814632084642,-2.467629264169285,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.0938142168703335,-1.87628433740667,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1309537576073373,-2.6190751521467472,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.2039747855598347,-4.079495711196694,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.2173792061546751,-4.347584123093502,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.1830384868747965,-3.660769737495931,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.1682152769175555,-3.36430553835111,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.1785016240128335,-3.5700324802566707,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.131757246668863,-2.635144933377261,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.093136417426469,-1.8627283485293813,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.1163475094089213,-2.326950188178428,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.089653247603576,-1.7930649520715207,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.133125383455394,-2.66250766910788,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.0843200479779003,-1.6864009595580065,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.1409080045938944,-2.818160091877888,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.109413994659309,-2.18827989318618,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1433593181430161,-2.867186362860324,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.1614172219044496,-3.2283444380889934,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.1392998134992926,-2.785996269985852,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.1174607144839183,-2.3492142896783665,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.1404831303817293,-2.8096626076345865,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.0706198425450408,-1.4123968509008178,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.1196386518889899,-2.3927730377797984,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.0880153094963666,-1.760306189927333,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.1002462931087465,-2.00492586217493,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.0887566516435326,-1.7751330328706527,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.119182419026529,-2.3836483805305813,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.0727730297697523,-1.4554605953950466,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.1289608727468835,-2.579217454937671,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.0978573366765674,-1.957146733531349,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1023018943620784,-2.0460378872415683,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.0738129418547933,-7.381294185479334,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.0585157492416569,-5.851574924165691,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.0544970596715137,-5.4497059671513775,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.0640871242345132,-6.408712423451326,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.0265687304073241,-2.6568730407324157,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.0313068304718186,-3.13068304718186,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.012982814979332,-1.298281497933205,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.013213748505409,-1.3213748505409038,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.0113978545111494,-1.1397854511149457,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.0269535528020586,-2.695355280205868,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.0099117503937552,-0.9911750393755252,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.0276331631290964,-2.763316312909644,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.0150557782081269,-1.5055778208126973,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.0345686565382959,-3.4568656538295937,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.1154778704762156,-11.547787047621563,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.107501474693786,-10.750147469378604,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.107421025108286,-10.742102510828609,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.0812349961248025,-8.12349961248026,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.0552918760699272,-5.529187606992724,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.0426913247446313,-4.269132474463136,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.0157387405231594,-1.5738740523159458,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.0173043458659988,-1.730434586599889,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.0139361232046661,-1.3936123204666144,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.0348254535708403,-3.482545357084037,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.0135808650103557,-1.3580865010355716,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.0325416205325582,-3.254162053255827,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.0182923130698295,-1.8292313069829549,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.0419044901364314,-4.190449013643143,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.0687018025245005,-6.870180252450056,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.0398600540595287,-3.9860054059528784,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.0424146092740487,-4.24146092740487,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.0553383558736193,-5.533835587361938,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.0012841091676191,-0.1284109167619113,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.0295194168265893,-2.9519416826589358,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.0127689173353561,-1.2768917335356196,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.0101424189192566,-1.014241891925664,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.0108528019061346,-1.0852801906134637,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.0240909816656275,-2.409098166562757,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.0086270751566558,-0.8627075156655811,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.0264317692755535,-2.643176927555356,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.0141757285143305,-1.417572851433058,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.018638743252336,-1.8638743252336047,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.0989843827873715,-6.186523924210723,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.084601230123675,-5.287576882729691,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.0741796111990592,-4.636225699941206,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.0999010481394586,-6.243815508716168,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.044600938144501,-2.7875586340313143,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.0547732478168074,-3.423327988550467,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.0263059335166408,-1.644120844790053,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.0286970773486945,-1.7935673342934082,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.0224028114267909,-1.400175714174434,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.0484062059621125,-3.025387872632033,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.0213583509444268,-1.334896934026676,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.0541546733361932,-3.384667083512076,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.0326660729918808,-2.041629561992556,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.0616584109724173,-3.853650685776084,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.1558370535137218,-9.739815844607612,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.1585551058990065,-9.90969411868791,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.1486458567408981,-9.290366046306133,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.1248549961013643,-7.803437256335268,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.0962517742119471,-6.015735888246696,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.0709348832853629,-4.433430205335181,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.0311216158101862,-1.94510098813664,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.0362532492247767,-2.265828076548549,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.025693858489609,-1.6058661556005678,pantheon,0.01,
