gate,case_label,frame,offset_mode,prior_config,N,FR_BIC_base,FR_posterior,FR_max_pull,LCDMfree_Om,LCDMfree_BIC_base,delta_BIC_FR_minus_LCDMfree,delta_posterior_FR_minus_LCDMfree,LCDM03_BIC_base,delta_BIC_FR_minus_LCDM03,case_datasets,case_z_min,case_max_z
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,1578,1991.697255299329,1987.315092236371,7.381294185479334,0.5999999302136376,1886.852639476803,104.84461582252608,112.208529323932,2666.7532835605984,-675.0560282612694,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,1578,1799.830892857816,1791.0125475872528,6.243815508716168,0.5999999302136376,1757.8276164850247,42.00327637279133,49.36718987419727,2188.3474178444344,-388.5165249866184,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,1578,1654.94337642965,1639.5906765537482,5.072527139222866,0.5983648074423639,1659.454898946958,-4.511522517308094,2.8523909840978376,1846.0855208995797,-191.14214446992924,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,1578,1532.3772683211412,1502.7075606960684,2.9061490367617964,0.4470252086119686,1548.5544557767953,-16.17718745565412,-8.813273954248189,1575.520152025833,-43.14288370469217,pantheon,0.01,
dataset_combo,pantheon_only,CMB_PANTHEON_ONLY,none,none,1578,2386.077058457434,2386.077058457434,,0.5999999302136376,2154.5746048725014,231.50245358493248,238.8663670863384,3695.113578687196,-1309.0365202297617,pantheon,0.01,
dataset_combo,pantheon_only,HD,dataset+idsurvey,budget_010mmag_ds020,1580,2053.207290206472,2048.8200522028847,7.755095313067109,0.5999999302136376,1935.516232379676,117.6910578267964,125.05623795281736,2758.12285418196,-704.9155639754881,pantheon,0.01,
dataset_combo,pantheon_only,HD,dataset+idsurvey,budget_016mmag_ds032,1580,1833.4307338780384,1824.603156011158,6.690010882184941,0.5999999302136376,1783.917686958819,49.51304691921928,56.87822704524024,2239.527286459161,-406.0965525811225,pantheon,0.01,
dataset_combo,pantheon_only,HD,dataset+idsurvey,budget_025mmag_ds050,1580,1663.8905284700777,1648.5240647977346,5.450038805468702,0.5999999222026905,1665.370115533809,-1.4795870637315147,5.885593062289445,1863.9977847008304,-200.1072562307529,pantheon,0.01,
dataset_combo,pantheon_only,HD,dataset+idsurvey,budget_050mmag_ds100_stress,1580,1515.725231867448,1486.0369248092588,3.137134678972725,0.4484571643161713,1533.552506110848,-17.827274243400097,-10.462094117379138,1561.0453470070736,-45.320115139625614,pantheon,0.01,
dataset_combo,pantheon_only,HD,none,none,1580,2498.0713839535338,2498.0713839535338,,0.5999999302136376,2244.1298164831906,253.9415674703432,261.3067475963644,3864.748375883984,-1366.6769919304495,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_010mmag_ds020,1576,2018.411258935984,2014.0315602204032,8.204487686531158,0.5999999302136376,1901.5705647479572,116.84069418802642,124.20333945844412,2722.748376234935,-704.3371172989514,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_016mmag_ds032,1576,1811.989603025846,1803.1760803110735,6.951667635108403,0.5999999302136376,1761.5888272438422,50.40077578200385,57.76342105242156,2219.536175700972,-407.5465726751258,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_025mmag_ds050,1576,1658.0854905296326,1642.7412366533151,5.045631076905051,0.5999999256078045,1657.2313306735914,0.8541598560411785,8.216805126458894,1861.2288028246803,-203.143312295048,pantheon,0.01,
dataset_combo,pantheon_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,1576,1530.2367181642064,1500.5829432032297,2.7003886105323325,0.4591640638268119,1548.168116386163,-17.931398221956897,-10.568752951539182,1580.2031442273358,-49.96642606312935,pantheon,0.01,
dataset_combo,pantheon_only,HEL,none,none,1576,2447.767302985937,2447.767302985937,,0.5999999302136376,2197.6005654765427,250.1667375093948,257.52938277981275,3808.6287590519382,-1360.8614560660012,pantheon,0.01,
dataset_combo,des_only,HD,dataset+idsurvey,budget_010mmag_ds020,1820,1662.5238869499476,1660.0846111748174,1.286499125617759,0.3942627502767019,1676.8231705769986,-14.299283627050954,-6.792691846980006,1721.6584119452016,-59.13452499525397,des_raw,0.01,
dataset_combo,des_only,HD,dataset+idsurvey,budget_016mmag_ds032,1820,1661.6172220429733,1657.3505141763835,0.910288651004708,0.3678793620013686,1669.7745985676331,-8.157376524660094,-0.6507847445891457,1680.798933423647,-19.18171138067373,des_raw,0.01,
dataset_combo,des_only,HD,dataset+idsurvey,budget_025mmag_ds050,1820,1661.5983546684015,1654.8248838485174,0.9633259546691044,0.3416128002355729,1661.970669633129,-0.3723149647275932,7.134276815343355,1660.0199856779475,1.5783689904537823,des_raw,0.01,
dataset_combo,des_only,HD,dataset+idsurvey,budget_050mmag_ds100_stress,1820,1663.7767676516446,1651.6776620964558,0.8342483474821135,0.3147811192466175,1654.371304407449,9.405463244195287,16.912055024266238,1647.473157584569,16.303610067075624,des_raw,0.01,
dataset_combo,des_only,HD,none,none,1820,1669.9284677776004,1669.9284677776004,,0.4267709003595606,1684.0199887151766,-14.091520937576206,-6.5849291575052575,1986.4463687348064,-316.51790095720617,des_raw,0.01,
dataset_combo,des_only,HEL,dataset+idsurvey,budget_010mmag_ds020,1820,1665.0345966443326,1662.5953208692024,0.7972288721017278,0.3931342122686959,1685.8655674035108,-20.83097075917817,-13.324378979107223,1729.452250502022,-64.4176538576894,des_raw,0.01,
dataset_combo,des_only,HEL,dataset+idsurvey,budget_016mmag_ds032,1820,1666.0843749677535,1661.817667101164,0.5663516886441647,0.3622782634093846,1677.8411123707583,-11.756737403004765,-4.250145622933815,1686.028590053588,-19.944215085834458,des_raw,0.01,
dataset_combo,des_only,HEL,dataset+idsurvey,budget_025mmag_ds050,1820,1667.936506092199,1661.1630352723146,0.6237577987851752,0.3333164480701838,1670.0155281996354,-2.079022107436685,5.427569672634263,1666.1128838944787,1.823622197719942,des_raw,0.01,
dataset_combo,des_only,HEL,dataset+idsurvey,budget_050mmag_ds100_stress,1820,1672.4693523978276,1660.3702468426388,0.5257120188445067,0.3058259756266367,1664.009026136415,8.460326261412547,15.966918041483495,1656.5983701574517,15.870982240375952,des_raw,0.01,
dataset_combo,des_only,HEL,none,none,1820,1666.0363722963768,1666.0363722963768,,0.4332526096959901,1695.0841823349376,-29.047810038560783,-21.541218258489835,2028.1966769210476,-362.1603046246705,des_raw,0.01,
dataset_combo,union31_only,HD,dataset+idsurvey,budget_010mmag_ds020,22,50.05048430293699,46.797539185977655,0.711768662277998,0.3665271138846682,38.627516449993095,11.422967852943891,14.514010306302213,49.497113017747786,0.5533712851892005,union31,0.01,
dataset_combo,union31_only,HD,dataset+idsurvey,budget_016mmag_ds032,22,50.65048435593821,46.48137246788622,0.4555884154537368,0.3519415230055338,37.9911618208687,12.659322535069506,15.750364988427815,41.13973419198727,9.51075016395093,union31,0.01,
