frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.014784065719442473,-0.1478406571944247
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.026285600942225325,-0.5257120188445065
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1309537576073373,-2.619075152146746
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.09893597809876054,-1.9787195619752107
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.03425336768206581,-0.6850673536413162
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.02661927746095507,-0.5323855492191013
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.02990950317516875,-0.598190063503375
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.2039747752343483,-4.079495504686966
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.21737920632539975,-4.347584126507995
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.18303848861431635,-3.6607697722863266
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.16821527823375867,-3.364305564675173
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.17850163379978062,-3.5700326759956122
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.1317572349109541,-2.6351446982190816
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.09313639936078169,-1.8627279872156337
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.11634747660694163,-2.3269495321388325
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.08965325851411193,-1.7930651702822387
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.13312537751541417,-2.662507550308283
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.08432006202459189,-1.6864012404918376
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.14090800972990247,-2.8181601945980495
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.10941397886467524,-2.1882795772935046
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.08006795099826386,-0.8006795099826386
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.04367277531144963,-0.8734555062289925
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1433593128149491,-2.867186256298982
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.059755864189781405,-1.195117283795628
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.02610248328771611,-0.5220496657543222
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.01989120053196904,-0.3978240106393808
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.02275510236009342,-0.45510204720186836
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.18844803923831893,-3.7689607847663784
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.18841837888110036,-3.768367577622007
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.15887088573708136,-3.177417714741627
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.15789019131085652,-3.15780382621713
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.13786454968813797,-2.757290993762759
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.1273480004476658,-2.546960008953316
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.09131978011771757,-1.8263956023543515
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.11032666583687546,-2.206533316737509
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.08935078355996884,-1.7870156711993768
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.12795188045995715,-2.5590376091991427
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.08004945305947471,-1.6009890611894941
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.13651364119897044,-2.7302728239794085
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.10514758523076026,-2.102951704615205
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.035087590147813146,-0.3508759014781314
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.03726063167216783,-0.7452126334433565
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1276086347853439,-2.552172695706878
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,0.012864991256177587,1.2864991256177587
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.007865542296421214,-0.7865542296421213
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.003266908222225197,-0.32669082222251966
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.004814245493185834,-0.4814245493185834
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.07381294185479334,-7.381294185479334
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.0585157492416569,-5.85157492416569
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.054497059671513776,-5.4497059671513775
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.06408712423451325,-6.408712423451325
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.02656873040732415,-2.656873040732415
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.03130683047181859,-3.130683047181859
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.01298281497933205,-1.298281497933205
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.013213748505409037,-1.3213748505409035
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.011397854511149457,-1.1397854511149457
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.026953552802058686,-2.6953552802058685
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.009911750393755253,-0.9911750393755253
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.02763316312909644,-2.763316312909644
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.015055778208126968,-1.5055778208126966
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,-0.01423537324555996,-0.711768662277998
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.006019407677364786,-0.6019407677364785
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.03456865653829594,-3.4568656538295937
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,-0.0737735136059542,-7.37735136059542
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.015496020162858906,-1.5496020162858906
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.006256288925532407,-0.6256288925532407
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.0066940368693378695,-0.6694036869337869
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.11547787516405641,-11.547787516405641
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.10750147339372383,-10.750147339372383
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.10742102370161112,-10.742102370161112
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.0812349981603559,-8.12349981603559
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.055291877198107596,-5.52918771981076
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.04269132345768506,-4.269132345768506
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.015738739434304132,-1.5738739434304132
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.01730434310043321,-1.730434310043321
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.01393612261140961,-1.393612261140961
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.03482545277583696,-3.4825452775836956
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.013580865822287042,-1.358086582228704
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.03254162087106453,-3.254162087106453
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.0182923094428762,-1.82923094428762
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,-0.07709632716043381,-3.8548163580216905
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.007827463466110738,-0.7827463466110738
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.04190449248436147,-4.190449248436146
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,0.03912980741060647,3.9129807410606467
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.0066639406587669725,-0.6663940658766973
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.002867362915367663,-0.28673629153676633
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.0038639019789860917,-0.3863901978986092
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.08022176873791854,-8.022176873791855
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.056014830382265665,-5.601483038226567
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.058155044989227696,-5.8155044989227695
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.061513509120664674,-6.151350912066468
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.01384819573988573,-1.384819573988573
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.032739346316816645,-3.2739346316816644
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.013504048666359852,-1.3504048666359851
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.011830500754130752,-1.183050075413075
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.011606268544604934,-1.1606268544604934
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.026674868954970312,-2.667486895497031
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.009820293143405599,-0.9820293143405598
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.02792320906733117,-2.7923209067331167
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.015180311815622894,-1.5180311815622893
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,0.07613923413676012,3.8069617068380057
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.005356629188144849,-0.5356629188144849
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.02396161941625194,-2.396161941625194
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,0.014564618416075328,0.910288651004708
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.01378234818198641,-0.8613967613741507
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.006943225970489686,-0.43395162315560537
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.010509508208346192,-0.656844263021637
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.09898438278737157,-6.186523924210722
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.08460123012367506,-5.287576882729691
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.07417961119905929,-4.636225699941206
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.09990104813945869,-6.2438155087161675
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.04460093814450103,-2.7875586340313143
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.05477324781680747,-3.423327988550467
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.026305933516640848,-1.644120844790053
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.02869707734869453,-1.793567334293408
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.022402811426790948,-1.4001757141744342
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.04840620596211253,-3.025387872632033
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.02135835094442682,-1.3348969340266763
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.054154673336193206,-3.3846670835120753
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.03266607299188089,-2.0416295619925555
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,-0.014578829294519582,-0.4555884154537369
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.013226344938580409,-0.8266465586612756
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.061658410972417345,-3.853650685776084
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,-0.08465490123748708,-5.290931327342943
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.02759033612769864,-1.7243960079811649
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.014116924993167376,-0.8823078120729609
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.015513144647321814,-0.9695715404576133
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.15583706048964746,-9.739816280602966
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.15855510378665733,-9.909693986666083
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.14864585462831234,-9.290365914269522
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.12485499908784584,-7.803437442990365
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.09625177640733085,-6.015736025458178
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.07093488058456474,-4.433430036535296
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.031121613049985772,-1.9451008156241107
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.03625324328488706,-2.2658277053054414
