frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.025056635084689128,-1.002265403387565
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.029111050538943258,-1.1644420215577302
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.18183975509264952,-7.2735902037059805
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.19301110833489668,-7.720444333395867
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.17545447103052092,-7.018178841220837
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.16634811115606052,-6.653924446242421
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.1384026396521657,-5.536105586086628
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.10447597197887883,-4.1790388791551525
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.050914034190977245,-2.0365613676390897
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.07408292451166029,-2.9633169804664115
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.045535587320777664,-1.8214234928311064
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.10174708533343825,-4.0698834133375295
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.06347461952421986,-2.538984780968794
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.11044932601052926,-4.41797304042117
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.0787105003185507,-3.148420012742028
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,-0.07968403036796737,-1.5936806073593472
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.033442682467477926,-1.337707298699117
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.11375363141820617,-4.550145256728246
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,-0.004706266599060426,-0.18825066396241702
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.02499427600355676,-0.9997710401422703
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.015714483283136318,-0.6285793313254526
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.020203539724839355,-0.8081415889935741
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.14886641229058198,-5.954656491623279
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.134665328981916,-5.3866131592766395
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.12519935259906922,-5.007974103962769
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.1449405765651476,-5.797623062605904
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.06968181863577888,-2.787272745431155
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.09502260115792865,-3.800904046317146
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.047900355685420726,-1.916014227416829
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.06430423285223053,-2.572169314089221
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.0438946570769944,-1.755786283079776
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.09201368502808066,-3.6805474011232264
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.05698515935590339,-2.2794063742361357
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.10292675778088739,-4.117070311235495
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.07243210307910004,-2.8972841231640016
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,0.01991841432671056,0.3983682865342112
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.025667699063774512,-1.0267079625509805
HD,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.08655676122261508,-3.462270448904603
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.01533391864578772,0.3066783729157544
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.02544892768936431,-0.5089785537872862
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.020338812646036947,-0.40677625292073893
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.03339140815934159,-0.6678281631868318
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.11972379825895225,-2.394475965179045
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.10779018709127954,-2.1558037418255904
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.08930832047774351,-1.7861664095548702
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.15685673394863625,-3.137134678972725
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.07463485211858847,-1.4926970423717694
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.12263285082906428,-2.4526570165812855
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.08591514598598043,-1.7183029197196087
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.10768510618480491,-2.1537021236960983
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.09320456165405597,-1.8640912330811192
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.12341844783377348,-2.4683689566754694
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.09517378951218686,-1.9034757902437371
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.14214193286050406,-2.842838657210081
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.11811563447539494,-2.3623126895078985
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.014784065719442473,-0.1478406571944247
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.04171241737410568,-0.8342483474821135
HD,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.1389895011648265,-2.77979002329653
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.09323936734495104,-1.8647873468990208
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.05090422918067597,-1.0180845836135193
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.04099988184455601,-0.8199976368911202
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.051709331680163576,-1.0341866336032715
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.1910741334912079,-3.8214826698241575
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.2112343571820734,-4.224687143641468
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.1864667621166179,-3.7293352423323576
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.19022526894005362,-3.804505378801072
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.1738870469830886,-3.477740939661772
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.14420999747560095,-2.884199949512019
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.09839496983228652,-1.9678993966457303
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.12443871062785744,-2.4887742125571486
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.09575870835559316,-1.9151741671118632
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.14086689954249987,-2.8173379908499974
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.11088890534419407,-2.2177781068838813
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.1597972864335785,-3.19594572867157
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.13395676880138538,-2.6791353760277072
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.08006795099826386,-0.8006795099826386
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.05924856704015773,-1.1849713408031546
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.15149588124269128,-3.0299176248538253
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.05323902319781198,-1.0647804639562395
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.04254158628071601,-0.8508317256143202
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.034100268442335865,-0.6820053688467173
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.044356165627306945,-0.8871233125461389
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.17526883254593245,-3.505376650918649
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.18166977102551407,-3.6333954205102814
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.16172765339616166,-3.234553067923233
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.17963650770071443,-3.5927301540142884
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.13233522422939004,-2.6467044845878007
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.13967829098400392,-2.793565819680078
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.09653544404391029,-1.9307088808782058
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.11819992797926847,-2.363998559585369
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.09545951933657774,-1.9091903867315547
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.13558122834617758,-2.7116245669235517
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.10649667609006995,-2.129933521801399
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.15527791679767777,-3.1055583359535555
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.1295133605082347,-2.590267210164694
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.03407897907223466,-0.34078979072234655
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.05267003603465878,-1.0534007206931755
HD,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.13538434857753878,-2.7076869715507756
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,0.007972288721017278,0.7972288721017278
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.002684070164030005,-0.2684070164030005
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.0007853495030479957,-0.07853495030479957
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.0016158757624746094,-0.16158757624746092
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.08204487686531156,-8.204487686531156
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.06249210652369098,-6.249210652369098
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.05431184954271608,-5.431184954271608
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.060732639670234664,-6.0732639670234665
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.028604223035452733,-2.860422303545273
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.030258803685494953,-3.0258803685494953
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.011577881675646717,-1.1577881675646717
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.015081603576200182,-1.5081603576200182
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.010781366088893553,-1.0781366088893554
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.03142473446362995,-3.142473446362995
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.009304690774018813,-0.9304690774018813
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.02711996017987575,-2.711996017987575
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.01347130092650769,-1.347130092650769
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,-0.01423537324555996,-0.711768662277998
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.004062622272886682,-0.4062622272886682
HEL,dataset+idsurvey,budget_010mmag_ds020,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.03651730928604229,-3.651730928604229
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,-0.07868559207970413,-7.868559207970413
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.010257716497515052,-1.0257716497515053
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.0037522940772584694,-0.37522940772584695
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.0034596931246165183,-0.3459693124616518
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.1239051642512528,-12.390516425125279
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.11149514738184445,-11.149514738184445
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.10716770346886467,-10.716770346886467
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.07782070552390835,-7.782070552390835
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.05730711528825022,-5.730711528825022
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.04164298984348487,-4.164298984348487
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.01432912844061189,-1.4329128440611891
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.01919679560153282,-1.919679560153282
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.013255690456522666,-1.3255690456522666
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.03931455373838944,-3.931455373838944
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.012864583445938478,-1.2864583445938478
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.03203158218168081,-3.203158218168081
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.016705170821155392,-1.670517082115539
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,-0.07709632716043381,-3.8548163580216905
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.005852426003076428,-0.5852426003076427
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.043936384467610334,-4.393638446761034
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.01,0.03721748323898805,3.7217483238988045
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.01,-0.0012360489487948307,-0.12360489487948306
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.01,-0.00029087527080320523,-0.029087527080320523
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.01,-0.0005827157945000301,-0.05827157945000301
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.01,-0.08752482021091029,-8.75248202109103
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.01,-0.058628826066175796,-5.862882606617579
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.01,-0.05672439745855893,-5.672439745855893
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.01,-0.057639750219124174,-5.763975021912417
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.01,-0.014862645595269112,-1.4862645595269113
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.01,-0.031422499812541006,-3.1422499812541007
