split,model,parameter,chains,saved_per_chain,classic_rhat,rank_split_rhat,bulk_ess,mcse_mean_approx
all_Q2,PLAMB_OPTICAL_DEPTH_KAPPA_P,log_ydisk,3,1500,1.051862057946492,1.3081868982601217,8.114736979402648,0.008251792136808224
all_Q2,PLAMB_OPTICAL_DEPTH_KAPPA_P,log_ybul,3,1500,1.0542426484446787,1.2871634917156993,8.206260164957454,0.00840389415666455
all_Q2,PLAMB_OPTICAL_DEPTH_KAPPA_P,log10_kappa,3,1500,1.014145519980934,1.0522692641671532,80.55901173939995,0.001509571206649664
all_Q2,PLAMB_OPTICAL_DEPTH_KAPPA_P,bridge_exponent,3,1500,1.0003515784858936,1.0338609437180384,98.7599737561872,0.0004920665910503365
all_Q2,RAR,log_ydisk,5,3000,1.0245004719013704,1.0568819644024887,79.72753422652137,0.0031455274756251672
all_Q2,RAR,log_ybul,5,3000,1.0307085475591204,1.0616317501656776,76.2689153236381,0.0035654984929332522
all_Q2,RAR,log10_gdagger,5,3000,1.0012305010607854,1.0039838965407355,898.8700985579497,0.0002599926277213364
