ra_deg,dec_deg,z,DH_over_rd,DM_over_rd,kind,l_deg,b_deg
35.8432,6.880880000000001,1.8906254544778193e-11,,,BAO,159.45812839415677,-49.359079709876546
33.28297142857143,7.302158367346939,1.9232136182529002e-11,,,BAO,155.73721943168235,-50.29301690711783
32.002857142857145,7.51279755102041,1.9246227379492588e-11,,,BAO,153.82256486100772,-50.7086900159341
45.76408571428571,10.04046775510204,1.929798349091265e-11,,,BAO,168.08164472821105,-41.016110138707546
43.84391428571429,10.251106938775512,1.940665100242054e-11,,,BAO,165.9417107464906,-42.041264523075604
35.52317142857142,6.9510930612244906,2.1835471148234884e-11,,,BAO,158.98695640141676,-49.468147779903305
34.24305714285714,7.1617322448979595,2.237785597102367e-11,,,BAO,157.13616525961368,-49.94333065583103
43.20385714285714,10.32132,2.2553367670676303e-11,,,BAO,165.21174202824938,-42.37168664764629
46.40414285714285,9.970254693877552,2.2649932190237172e-11,,,BAO,168.7784623655429,-40.66350332170611
31.682828571428573,7.583010612244899,2.3632841339628445e-11,,,BAO,153.32592983663466,-50.791425883097496
32.962942857142856,7.372371428571429,2.4034325314455268e-11,,,BAO,155.24861653393216,-50.38482531107096
35.20314285714286,7.02130612244898,2.5797660544361015e-11,,,BAO,158.51365221165636,-49.57506083208032
33.923028571428574,7.2319453061224515,2.7646459656899135e-11,,,BAO,156.65404970007825,-50.04168988918951
31.3628,7.653223673469388,2.8712698326201166e-11,,,BAO,152.82753672946774,-50.87179035751612
47.0442,9.900041632653062,2.874426037309332e-11,,,BAO,169.46713172904225,-40.30565215164788
44.803999999999995,10.11068081632653,2.944387649687364e-11,,,BAO,167.05052093410356,-41.562212215173574
