kind,index,n_imfs,max_imf_energy_fraction,sum_imf_energy_fraction,dominant_imf_frequency,dominant_imf_index
original,-1,4,0.5437194329912615,0.9019874878870582,30.590893248036135,1
surrogate,0,5,0.5761866669733631,0.9947756347607609,24.62984354418819,1
surrogate,1,4,0.4974164742593728,0.7827982452536362,26.966757359307998,1
surrogate,2,4,0.602034701867694,1.0568212047987908,26.859167157075948,1
surrogate,3,5,0.5108150523946303,1.0741260938869368,28.636168121871247,1
surrogate,4,5,0.6458065742686916,1.1009547544876512,24.581308884107155,1
surrogate,5,5,0.6266641210588848,1.044698870920633,27.813282144931453,1
surrogate,6,5,0.5503088298824979,1.1973338547471326,9.443535419047661,2
surrogate,7,4,0.5145000649449842,1.0696222250144822,27.354280432721687,1
surrogate,8,4,0.8403185479928315,1.1396032842564023,23.037291001534133,1
surrogate,9,5,0.4058364819018702,0.8810602787617999,30.736819837251605,1
surrogate,10,4,0.5472062227591055,1.0593599798215751,25.673489712460768,1
surrogate,11,6,0.5128620458292069,0.801436449659126,30.082161153650155,1
surrogate,12,5,0.5324801630957835,1.0037584613421504,26.935457952902514,1
surrogate,13,6,0.4766127318257439,0.8664635487384136,27.34915049229824,1
surrogate,14,4,0.5758873899833583,0.9475598139083433,26.68789853431307,1
surrogate,15,4,0.7222518122074781,1.1814493507351584,22.059709254147478,1
surrogate,16,4,0.6555972918426396,0.9238530540752575,22.25857616135432,1
surrogate,17,5,0.5646258054321189,1.000488437713046,27.168830850606792,1
surrogate,18,4,0.3964860368723927,0.7892035888455038,25.442776128554655,1
surrogate,19,5,0.47436893962236876,0.6697933903279716,28.41455805241953,1
surrogate,20,5,0.704699009246339,0.9410552693086394,25.394524644211852,1
surrogate,21,3,0.5063667106969901,0.8572821949097945,28.490532216645406,1
surrogate,22,4,0.49863866573822885,0.9620785072547383,28.50575833808603,1
surrogate,23,5,0.3973888723839489,0.8214838443027292,27.897238739108552,1
surrogate,24,4,0.581763925006054,0.9435256008976667,28.891285700405167,1
surrogate,25,3,0.4975378339109544,0.9491567188839359,26.44375750476765,1
surrogate,26,4,0.544995120716903,0.9127492469465627,31.888265784790757,1
surrogate,27,5,0.49333508036787865,1.0603897688980104,28.361656294131176,1
surrogate,28,4,0.6488123867511895,1.0632317785284682,21.57632531662378,1
surrogate,29,4,0.5175887646641358,1.0866495277738584,27.982480710083582,1
surrogate,30,4,0.469581315341367,0.8088231196549811,29.71376488922263,1
surrogate,31,4,0.399763802748763,0.7613600342638148,28.330711497730707,1
surrogate,32,5,0.38767968673506487,0.8573411308780428,27.600247082680877,1
surrogate,33,5,0.6487910801011637,0.9601617148057839,28.63444995034707,1
surrogate,34,4,0.5094626526420427,1.0166564407162646,28.060353543023382,1
surrogate,35,6,0.5466304037066254,0.9254224302366119,28.75253147474798,1
surrogate,36,5,0.4920100476429398,1.0297338042519912,28.340384024666225,1
surrogate,37,4,0.6751229103220605,1.0288606650635184,24.529697361867147,1
surrogate,38,5,0.7782286224794908,1.1711091684069364,21.208106266423872,1
surrogate,39,4,0.4351153267921602,1.0380586665509572,28.670665572944287,1
surrogate,40,4,0.6022022296586841,1.185191066023995,27.24529200294743,1
surrogate,41,5,0.5343183326496328,1.1638888434905919,25.86580615761149,1
surrogate,42,5,0.4524147207306219,0.8262706726064806,25.01663238037139,1
surrogate,43,4,0.6938913103525951,1.051486529485531,24.493234078530065,1
surrogate,44,5,0.6984811556972158,1.0278018792944739,23.242430392408536,1
surrogate,45,5,0.5773825349756792,0.9902033803659784,28.067137238945,1
surrogate,46,4,0.6417203654894251,0.9047161601185665,30.936043999999345,1
surrogate,47,4,0.6466273844847034,0.9929215856246218,28.018970397765724,1
surrogate,48,4,0.7331856899403685,1.082255797037927,24.444130880896505,1
surrogate,49,5,0.5474208950760022,1.048070071084606,28.804529785389494,1
surrogate,50,4,0.6198239633758725,1.0550183860509441,21.393025178901734,1
surrogate,51,6,0.43172001898638723,0.9030964339032064,28.989983471947195,1
surrogate,52,4,0.583360111827861,1.004525546007893,24.535235220937274,1
surrogate,53,5,0.5825150673137119,0.9597375767060234,28.896377235802355,1
surrogate,54,6,0.7594566604086077,1.1371241888849468,22.929213230577812,1
surrogate,55,4,0.5870344697979806,0.9590946578078307,28.253335639539902,1
surrogate,56,4,0.6060281163055189,0.9161796798296901,29.32396101061817,1
surrogate,57,4,0.48312713724550543,1.172010081274725,26.65552962127678,1
surrogate,58,4,0.5529223794859572,0.9870738404482573,29.156581834406733,1
surrogate,59,4,0.5880729617188614,0.9327063265082258,29.32406605330604,1
surrogate,60,5,0.5919377736911349,0.9207342494359921,28.20810601489507,1
surrogate,61,4,0.4832677949807687,1.0283368132578257,28.4097181143344,1
surrogate,62,5,0.6106113678791314,1.0769939897641523,28.0860580956033,1
surrogate,63,4,0.47813203065569154,0.9513950702125162,31.74212854789756,1
surrogate,64,4,0.7360826159931382,1.0853859808909752,24.234694591328765,1
surrogate,65,5,0.6094830152334311,0.9665578820882957,25.84297879776547,1
surrogate,66,5,0.4642334349177409,0.8290287712606434,24.662530863099676,1
surrogate,67,4,0.5957686945798867,0.9219824464454361,28.651731353459088,1
surrogate,68,5,0.6443680856374807,1.0541119587120757,24.26662904108757,1
surrogate,69,4,0.5920811839779881,0.9665180501784015,27.778587540830344,1
surrogate,70,3,0.5776430218059223,0.9551873419611591,24.986497446563234,1
surrogate,71,4,0.6020265293572682,0.998238030210593,25.595150630130295,1
surrogate,72,4,0.562053963521134,1.02537560475844,28.32498898804527,1
surrogate,73,4,0.4867535504746967,0.9614820328468607,25.876308722072114,1
surrogate,74,5,0.6166841431889949,1.0558349374650748,27.827749934642107,1
surrogate,75,6,0.6022280772757667,1.1058518727842113,25.51838683924907,1
surrogate,76,4,0.5015301778470717,0.8228526230685476,27.26768730531662,1
surrogate,77,4,0.49762387283595777,0.8845393290528055,26.240776702075106,1
surrogate,78,4,0.5196141954402256,0.968770845208635,29.01213897510678,1
surrogate,79,4,0.567596252986845,1.01058289576736,24.918001930262793,1
surrogate,80,4,0.6636482522410755,1.0795683002345753,24.231381976193166,1
surrogate,81,5,0.5070472550986491,1.028287793962276,26.93826306164816,1
surrogate,82,4,0.5017074284469124,0.9594940131922997,22.83277587731228,1
surrogate,83,3,0.512322018761144,0.6912970921892344,24.409649282242796,1
surrogate,84,5,0.4234823450106137,0.8040889524952638,27.794911500341474,1
surrogate,85,5,0.5574074673009269,1.0379481310767462,24.18734741204786,1
surrogate,86,4,0.528680160186647,0.938991979212997,25.14386440311145,1
surrogate,87,4,0.7053859838777496,1.242024715793573,26.612243597991895,1
surrogate,88,4,0.497520820021229,0.947078177299267,31.033112542845732,1
surrogate,89,4,0.6508284716642746,1.0499113120255663,24.573410650134914,1
surrogate,90,5,0.4177239114081504,0.9555499164309184,30.11640352017681,1
surrogate,91,5,0.48411842253448795,0.9494093319218191,25.38181073244833,1
surrogate,92,6,0.4333827171617448,1.1249463361546208,29.149949120888078,1
surrogate,93,5,0.6406527598297848,0.9420306134347288,25.456012055132945,1
surrogate,94,4,0.4586077923514606,0.9136075592586433,29.441548959313817,1
surrogate,95,4,0.5840652115900687,1.09995316178803,27.338417169351317,1
surrogate,96,4,0.6035837861402306,1.0003226486398056,27.295148020353658,1
surrogate,97,4,0.4814151318924405,0.8300261465978828,25.461393228702555,1
surrogate,98,3,0.5322653393578186,0.7893100283219026,33.745915570911876,1
surrogate,99,5,0.4327342635490621,0.8022049443137427,25.035103065175015,1
