series,component,component_index,energy,energy_fraction,median_amplitude,max_amplitude,median_positive_frequency,amplitude_weighted_frequency,zero_crossings,is_imf_like
SU2_residual,IMF1,1,10.453850074134657,0.22115388653838514,0.09340906042502325,0.7024318322552559,67.30084742163524,183.50763347191312,444,True
SU2_residual,IMF2,2,7.527934618823772,0.15925539267861985,0.09032361320776511,0.22746560214814163,12.109815078839373,68.75675008976138,251,True
SU2_residual,IMF3,3,3.0452764988149257,0.06442360742892855,0.05386326104993001,0.1736562084561785,26.839503532319583,53.34839489794938,137,True
SU2_residual,IMF4,4,11.829922137987882,0.2502650449077794,0.08691993133193372,0.2595539390285802,2.75187058652498,7.908033883122218,77,True
SU2_residual,IMF5,5,1.2566760178400793,0.026585304313149906,0.03433288763387703,0.1089132105396714,11.132128395442797,18.17937410835702,36,True
SU2_residual,IMF6,6,0.8482685750950718,0.01794533983941625,0.026799929113974153,0.054838217280593356,2.293798463140046,4.673214069566282,22,True
SU2_residual,residue,7,8.38657102846163,0.1774200667238898,nan,nan,nan,nan,1,False
