series,component,component_index,energy,energy_fraction,median_amplitude,max_amplitude,median_positive_frequency,amplitude_weighted_frequency,zero_crossings,is_imf_like
extended_SU2R_minus_LCDM,IMF1,1,3.823878822184416,0.6153856296429985,0.24779040885624623,0.7102880723865035,8.60406963681808,16.169153388432562,32,True
extended_SU2R_minus_LCDM,IMF2,2,2.680068856362635,0.43130965633402346,0.1978255817408904,0.5659673679064783,6.059202949205686,8.738622359517944,19,True
extended_SU2R_minus_LCDM,IMF3,3,1.663405869747869,0.26769573935449475,0.22412719407624154,0.2910062272793923,2.8201492754635558,4.517408096264416,11,True
extended_SU2R_minus_LCDM,IMF4,4,0.15712760161652292,0.02528690697364752,0.05353702611308684,0.10151614329302101,1.7447899374966118,2.5409529908331336,8,True
extended_SU2R_minus_LCDM,residue,5,1.8254291170657388,0.2937705138711601,nan,nan,nan,nan,3,False
