kind,index,n_imfs,max_imf_energy_fraction,sum_imf_energy_fraction,dominant_imf_frequency,dominant_imf_index
original,-1,5,0.375538178250277,0.8029328310768501,24.74286338588123,1
surrogate,0,4,0.6203666053034128,1.0226039891218295,26.80910592207032,1
surrogate,1,4,0.4212014591356817,0.7384435003464023,26.477437590161745,1
surrogate,2,5,0.40579161841141764,0.8138568429733878,23.75924923352689,1
surrogate,3,5,0.5835640859973098,1.0847000549266923,28.29404844142719,1
surrogate,4,4,0.7400857401685752,1.1019128339844446,26.194498001652512,1
surrogate,5,4,0.6315130589593174,0.931703522637511,25.492542376568508,1
surrogate,6,6,0.6332517381540446,1.4630142188040978,23.34897144313624,1
surrogate,7,4,0.5518253915846248,1.0169130351241402,26.538831590722502,1
surrogate,8,5,0.5915780193205827,0.9516692145956845,24.302716516737835,1
surrogate,9,4,0.7970601943063113,1.2341614425939544,23.902574922968498,1
surrogate,10,4,0.703491974455499,1.1522385094137595,25.315096860008417,1
surrogate,11,5,0.5716025569480542,0.9453334253304085,25.8118387546993,1
surrogate,12,5,0.5391703163356184,0.9164328553414708,28.054929942685018,1
surrogate,13,4,0.3697709621146406,0.8021226099035074,26.94961656633104,1
surrogate,14,4,0.46047054213711347,0.6917618711659451,27.581538066285727,1
surrogate,15,5,0.7201002414898239,1.0425607132128305,25.534078609209917,1
surrogate,16,4,0.7917024415251358,1.0581707482666602,24.180191358430804,1
surrogate,17,5,0.5919509427646544,0.9618449572836008,28.69905666988531,1
surrogate,18,5,0.5183559262933121,0.9114181345861128,30.239178740243183,1
surrogate,19,6,0.5138266430822843,0.8143676573030514,28.744725154279127,1
surrogate,20,6,0.6544848875773006,1.012855436891221,24.831789133436995,1
surrogate,21,4,0.765020915918914,1.0988550832997064,26.09901118699758,1
surrogate,22,4,0.6827496058864158,0.8616543419774031,26.944003442981764,1
surrogate,23,5,0.3705806204289725,0.8348863563034868,24.848332861547235,1
surrogate,24,4,0.5506574278185846,0.8685101911730098,30.57187460420966,1
surrogate,25,4,0.6322014105023491,0.9725835043280292,28.102902306859853,1
surrogate,26,3,0.5212239211828414,0.8809351993169224,27.035943767497557,1
surrogate,27,4,0.5115315665676623,0.9386983432147381,26.715548026046093,1
surrogate,28,4,0.6208405087094829,0.9799671635227366,29.01786865257879,1
surrogate,29,4,0.6816395330661874,0.9334874766181047,24.413283326414152,1
surrogate,30,4,0.5924120758131081,1.008504611456291,27.00362144001936,1
surrogate,31,3,0.6707744675630676,1.0707974757651562,24.404016305553096,1
surrogate,32,4,0.6103449460284633,0.9248248033949378,24.208262535163232,1
surrogate,33,4,0.5889323631809161,1.0395484261445964,27.085941471307166,1
surrogate,34,5,0.5354430419105813,1.2940379622637306,1.6545349242074203,5
surrogate,35,5,0.5008435485122181,0.9050649284318937,28.682657264561396,1
surrogate,36,5,0.49718778598887564,1.147832006821239,24.586124473896763,1
surrogate,37,4,0.7179571067249476,1.035431376031372,26.32172135840042,1
surrogate,38,5,0.6388360357034366,1.0519667501241796,25.25473707588449,1
surrogate,39,5,0.7026125996353193,1.0477609565319803,26.280561548852273,1
surrogate,40,6,0.5543173010599621,1.105900166601032,24.98382889961368,1
surrogate,41,5,0.6015499946898314,0.9355613081457522,28.04512042069571,1
surrogate,42,4,0.6288479490414896,0.9125802501839549,22.273804582220784,1
surrogate,43,4,0.5173255483625744,0.8950096692809978,28.098372748935812,1
surrogate,44,3,0.5272468120390372,0.7992748155608895,26.915549937131548,1
surrogate,45,4,0.5019608779944912,0.8455227076527745,23.285980265594873,1
surrogate,46,4,0.6878241438242897,1.0011128136007326,25.11968212527101,1
surrogate,47,4,0.5642706204578408,1.090930913781663,28.780673407680585,1
surrogate,48,5,0.6368826827399834,1.1278242111149455,24.31034935762629,1
surrogate,49,4,0.6127593597493944,1.1642293736268163,28.482388678722828,1
surrogate,50,4,0.6141460990075103,0.9825690299828579,27.83197102403811,1
surrogate,51,4,0.44643512451444173,0.939401101809473,25.752559408802384,1
surrogate,52,3,0.570733969685527,1.0243598919591759,25.599438813237473,1
surrogate,53,4,0.7092406817799478,1.1605737683224542,22.99464152915064,1
surrogate,54,5,0.619109070468448,0.951001187696524,24.3259885816288,1
surrogate,55,4,0.6887092478226854,1.0416222604911818,26.433556744365,1
surrogate,56,4,0.6393251763566837,0.9314516512534112,30.006166896866166,1
surrogate,57,6,0.5347593872168982,0.8421901606976526,25.740233725526082,1
surrogate,58,4,0.7083643980910916,1.1324621254296787,24.623260855476712,1
surrogate,59,4,0.6798277042488997,0.9620765729629103,23.39320227693873,1
surrogate,60,4,0.621969576724184,1.0286491396074557,30.170342401973905,1
surrogate,61,4,0.5650689966564475,1.018559176073277,28.294291099798116,1
surrogate,62,4,0.5382053230495598,0.8262918773221902,26.157022868748555,1
surrogate,63,4,0.4600750004454084,0.8398413925551679,27.750366599037864,1
surrogate,64,5,0.6206187083328388,1.0228147431941226,27.60578833322265,1
surrogate,65,4,0.6128272381136644,1.103025238135638,25.61290008004522,1
surrogate,66,5,0.5769834430915036,0.9503301967423505,24.2605804227782,1
surrogate,67,4,0.5121352725346902,1.001702096750465,28.74652362984642,1
surrogate,68,4,0.5315800427354275,0.9645175845622238,27.76686606658172,1
surrogate,69,5,0.4564776750630745,1.24912809778186,27.037741693648726,1
surrogate,70,4,0.5618238096649705,0.9448133825423618,26.69892981942588,1
surrogate,71,4,0.6163503131204644,1.026031538586127,26.58464186555414,1
surrogate,72,4,0.5563166622784533,1.0021777369978908,26.067740196995565,1
surrogate,73,4,0.4234735493326321,0.8823118905968815,28.580907829277336,1
surrogate,74,4,0.558473710868213,0.9972800732770355,26.994900241744496,1
surrogate,75,4,0.6190620863809102,1.048155623396211,27.747982477118384,1
surrogate,76,4,0.5335699334692173,0.8750189135745022,29.39179210693204,1
surrogate,77,4,0.6865272764038037,1.0658294663523455,25.85249668329965,1
surrogate,78,3,0.684669800210778,0.8555514698341109,23.911584702701276,1
surrogate,79,4,0.490093481790834,0.8614277667049315,31.79000177116643,1
surrogate,80,4,0.4744855118416979,0.8057520393226327,26.080716752426387,1
surrogate,81,5,0.4696298847919056,0.7821375331096615,31.3304407214631,1
surrogate,82,5,0.6630322343075661,0.9644371999697735,25.907266639586755,1
surrogate,83,4,0.5474259993169158,0.9134489435960998,27.274634504353845,1
surrogate,84,6,0.44559951535004527,1.0422788924461013,29.364612122533117,1
surrogate,85,4,0.5401316499706068,0.8811949717120178,27.975528722287883,1
surrogate,86,6,0.4430159306782199,0.9470535887693217,33.34978496017211,1
surrogate,87,4,0.6979278776040367,0.9663112886117589,23.046050261602343,1
surrogate,88,5,0.48824685297752096,0.9081554065886737,26.010975837493213,1
surrogate,89,4,0.5220272116141363,0.8198460913672267,22.164214231570025,1
surrogate,90,5,0.4451747616924497,0.9395662460816536,24.982830011532165,1
surrogate,91,4,0.7398519865178408,1.1373655330622046,21.78664834979975,1
surrogate,92,5,0.59978986407584,1.0703819686317826,25.96317244205664,1
surrogate,93,5,0.5535053541773555,1.0841409398095054,27.86082776458603,1
surrogate,94,4,0.591201771862777,0.9875848332731363,23.88767688290293,1
surrogate,95,5,0.35934895958827084,0.7010369475795714,26.752535981271887,1
surrogate,96,4,0.55955931828916,0.9763632343165309,28.956312891422375,1
surrogate,97,4,0.6521936665835913,1.0014205055571503,23.928667500503547,1
surrogate,98,4,0.5143032121336859,0.8089945552296799,30.17600529471126,1
surrogate,99,6,0.5684278782297664,1.0440999165748626,26.621222270780407,1
