index_sorted,z,log1pz,mu_obs,sigma_mu,residual_LCDM_baocov,residual_SU2_baocov_4D,residual_SU2R_baocov_4D,residual_SU2_wa_free_baocov,delta_residual_SU2_baocov_4D_minus_LCDM_baocov,delta_residual_SU2R_baocov_4D_minus_LCDM_baocov,delta_residual_SU2_wa_free_baocov_minus_LCDM_baocov
328,0.0228,0.022543964434894505,34.9509,0.259128,-0.04994466288109578,-0.07438650881297804,-0.07413581746580888,-0.07342921145828285,-0.024441845931882256,-0.024191154584713104,-0.02348454857718707
329,0.02287,0.022612401670643496,34.9168,0.178524,-0.009068555491040797,-0.03349996805456357,-0.03324950687288464,-0.0325449210190385,-0.02443141256352277,-0.02418095138184384,-0.0234763655279977
330,0.02292,0.022661282543079038,35.0136,0.216159,-0.10104094821997478,-0.1254649093257285,-0.12521461249848187,-0.1245114686224369,-0.024423961105753733,-0.02417366427850709,-0.023470520402462114
331,0.02295,0.022690609919698426,34.4301,0.279423,0.48535065010978684,0.4609311594994381,0.4611813577338282,0.4618836368187118,-0.02441949061034876,-0.024169292375958662,-0.023467013291075034
332,0.02295,0.022690609919698426,34.6478,0.266962,0.2676506501097933,0.24323115949944452,0.2434813577338346,0.24418363681871824,-0.02441949061034876,-0.024169292375958662,-0.023467013291075034
333,0.02296,0.022700385520775777,34.994,0.277383,-0.07758630928964294,-0.10200430979806185,-0.10175414442466035,-0.10105215353759434,-0.024418000508418913,-0.024167835135017413,-0.023465844247951395
334,0.02307,0.022807910825982426,34.9949,0.180801,-0.06791998631309326,-0.0923215977859897,-0.09207179377462182,-0.09137297088931007,-0.024401611472896434,-0.024151807461528563,-0.023452984576216807
335,0.02309,0.022827459639370072,34.8331,0.263771,0.09579584239162386,0.0713972103325844,0.07164694866320076,0.07234519597631106,-0.02439863205903947,-0.024148893728423104,-0.023450646415312804
336,0.02315,0.02288610378670098,34.8582,0.260273,0.0764335590371843,0.05204386446137477,0.05229340578929964,0.05298992717585804,-0.02438969457580953,-0.024140153247884655,-0.023443631861326253
337,0.02315,0.02288610378670098,34.8582,0.170636,0.0764335590371843,0.05204386446137477,0.05229340578929964,0.05298992717585804,-0.02438969457580953,-0.024140153247884655,-0.023443631861326253
338,0.02317,0.02290565107158373,35.0225,0.271221,-0.0859571158659449,-0.11034383153343441,-0.1100943558598928,-0.10939840951888158,-0.02438671566748951,-0.0241372399939479,-0.02344129365293668
339,0.02324,0.022974063559821477,34.7666,0.340338,0.17661279148968845,0.1522365010061293,0.1524857469412595,0.15317968165917506,-0.02437629048355916,-0.024127044548428955,-0.023433109830513388
340,0.02328,0.02301315430900066,34.9851,0.282579,-0.03808469089580058,-0.06245502482641996,-0.06220591013412502,-0.06151312419150656,-0.02437033393061938,-0.024121219238324443,-0.023428433295705986
341,0.02328,0.02301315430900066,35.0081,0.221692,-0.06108469089579671,-0.08545502482641609,-0.08520591013412115,-0.0845131241915027,-0.02437033393061938,-0.024121219238324443,-0.023428433295705986
342,0.02328,0.02301315430900066,34.9783,0.225403,-0.03128469089579511,-0.05565502482641449,-0.05540591013411955,-0.054713124191501095,-0.02437033393061938,-0.024121219238324443,-0.023428433295705986
343,0.02331,0.023042471368110842,34.5715,0.261746,0.3783629865574625,0.3539971197098737,0.35424613598733856,0.35493806069372624,-0.02436586684758879,-0.024116850570123916,-0.023424925863736235
344,0.02334,0.023071787567756255,34.7714,0.302654,0.18130706510004302,0.15694566505119667,0.1571945829286534,0.1578856466946803,-0.02436140004884635,-0.024112482171389615,-0.023421418405362715
345,0.02334,0.023071787567756255,34.8603,0.24312,0.0924070651000406,0.06804566505119425,0.06829458292865098,0.06898564669467788,-0.02436140004884635,-0.024112482171389615,-0.023421418405362715
346,0.02349,0.023218355675775515,35.2317,0.235205,-0.26482620367486476,-0.28916527399398007,-0.2889168478941926,-0.2882300843940442,-0.024339070319115308,-0.024090644219327828,-0.023403880719179426
347,0.0235,0.02322812611920717,34.985,0.19074,-0.017184917714530457,-0.04152249963765797,-0.04127410630987072,-0.04058762923136072,-0.024337581923127516,-0.02408918859534026,-0.023402711516830266
348,0.02358,0.023306286230234317,35.1018,0.195014,-0.12646876592070555,-0.15079444181273516,-0.15054631060171175,-0.14986212371447039,-0.024325675892029608,-0.024077544681006202,-0.023393357793764835
349,0.02368,0.02340397777901613,35.2685,0.304874,-0.28380872666342327,-0.30811952285841926,-0.3078717191452327,-0.3071903920438075,-0.024310796194995987,-0.02406299248180943,-0.02338166538038422
350,0.02374,0.0234625881276668,34.8584,0.20127,0.13188867644329605,0.10758680655102637,0.10783441384450043,0.10851402664866328,-0.02430186989226968,-0.024054262598795617,-0.023374649794632774
351,0.02382,0.023540729915981388,34.8438,0.220547,0.15393030279811626,0.12964033287494203,0.12988767836758086,0.13056500727771692,-0.024289969923174226,-0.024042624430535398,-0.023365295520399343
352,0.02395,0.023667697300184337,34.9871,0.184147,0.022670745663496916,-0.0015998911185803877,-0.0013529708277957297,-0.000679348773729771,-0.024270636782077304,-0.024023716491292646,-0.023350094437226687
353,0.02395,0.023667697300184337,34.953,0.198064,0.05677074566349205,0.032500108881414747,0.032747029172199404,0.03342065122626536,-0.024270636782077304,-0.024023716491292646,-0.023350094437226687
354,0.02395,0.023667697300184337,35.1784,0.189112,-0.16862925433650844,-0.19289989111858574,-0.19265297082780108,-0.19197934877373513,-0.024270636782077304,-0.024023716491292646,-0.023350094437226687
355,0.02396,0.02367746335435672,34.889,0.403697,0.12169427305259006,0.0974251232142791,0.09767201080873633,0.0983453479492411,-0.024269149838310966,-0.02402226224385373,-0.02334892510334896
356,0.02404,0.023755588354396454,35.0862,0.240547,-0.06813110698806213,-0.09238836241239312,-0.09214173632937417,-0.09147067731918668,-0.024257255424330992,-0.02401062934131204,-0.02333957033112455
357,0.02405,0.023765353550261947,34.8391,0.21588,0.17988902532515283,0.15563325656054872,0.15587984996204085,0.15655062435318712,-0.024255768764604113,-0.02400917536311198,-0.02333840097196571
358,0.02406,0.02377511865076933,34.8112,0.317595,0.20870878197495557,0.18445449983853734,0.1847010605601298,0.18537155036494823,-0.024254282136418226,-0.024007721414825767,-0.023337231610007336
359,0.02413,0.02384347168445004,35.079,0.205996,-0.052663413891885114,-0.07690729051458334,-0.0766609585062028,-0.07599245988989622,-0.024243876622698224,-0.02399754461431769,-0.02332904599801111
360,0.02414,0.023853236022159503,35.0102,0.201948,0.017053348650499345,-0.00718904159644751,-0.006942742254814505,-0.006274527963199716,-0.024242390246946854,-0.02399609090531385,-0.02332787661369906
361,0.0242,0.023911820046312877,34.9421,0.208286,0.09064610443637378,0.0664126317813043,0.0666587351569774,0.0673252441869181,-0.024233472655069477,-0.023987369279396376,-0.023320860249455677
362,0.0242,0.023911820046312877,35.084,0.183555,-0.05125389556362592,-0.0754873682186954,-0.07524126484302229,-0.0745747558130816,-0.024233472655069477,-0.023987369279396376,-0.023320860249455677
363,0.02421,0.023921583716671913,34.8782,0.224067,0.15546026336005525,0.13122827685987914,0.1314743475803013,0.13214057251435918,-0.024231986500176106,-0.023985915779753952,-0.023319690845696073
364,0.02422,0.023931347291702623,34.943,0.2098,0.09157405156624776,0.06734355118940272,0.06758958925622949,0.06825553012708951,-0.024230500376845043,-0.023984462310018273,-0.023318521439158246
365,0.02425,0.023960637444843405,35.0771,0.195416,-0.03978680506328658,-0.0640128472594057,-0.06376690714353828,-0.06310181826623307,-0.024226042196119124,-0.023980102080251697,-0.02331501320294649
366,0.02426,0.023970400638579418,34.9528,0.213795,0.08542550332788323,0.06120094712889568,0.06144685459774024,0.06211165954253062,-0.024224556198987557,-0.023978648730142993,-0.023313843785352617
367,0.02426,0.023970400638579418,34.807,0.18246,0.2312255033278845,0.20700094712889694,0.2072468545977415,0.20791165954253188,-0.024224556198987557,-0.023978648730142993,-0.023313843785352617
368,0.02436,0.02406802733370045,35.1049,0.31033,-0.05757166828213656,-0.08178136624472643,-0.08153578515589288,-0.080873817739743,-0.02420969796258987,-0.023964116873756325,-0.023302149457606447
369,0.02436,0.02406802733370045,34.4711,0.398476,0.5762283317178643,0.5520186337552744,0.5522642148441079,0.5529261822602578,-0.02420969796258987,-0.023964116873756325,-0.023302149457606447
370,0.02443,0.02413636034979994,34.4583,0.333265,0.5953785065214205,0.5711792074474502,0.5714245601679764,0.5720845432566861,-0.024199299073970337,-0.023953946353444167,-0.02329396326473443
371,0.0245,0.024204688696817394,35.1803,0.232251,-0.1202891584143444,-0.14447806014516118,-0.14423293571252316,-0.1435749353522766,-0.02418890173081678,-0.02394377729817876,-0.023285776937932212
372,0.0245,0.024204688696817394,34.9998,0.217718,0.060210841585657704,0.03602193985484092,0.036267064287478945,0.03692506464772549,-0.02418890173081678,-0.02394377729817876,-0.023285776937932212
373,0.02451,0.02421444950813611,35.0521,0.231261,0.008814010518044313,-0.015373406004187018,-0.015128314177538016,-0.014470596933740865,-0.02418741652223133,-0.02394232469558233,-0.023284607451785178
374,0.02451,0.02421444950813611,34.8898,0.233972,0.1711140105180462,0.14692659399581487,0.14717168582246387,0.14782940306626102,-0.02418741652223133,-0.02394232469558233,-0.023284607451785178
375,0.02451,0.02421444950813611,35.1061,0.235556,-0.04518598948195063,-0.06937340600418196,-0.06912831417753296,-0.0684705969337358,-0.02418741652223133,-0.02394232469558233,-0.023284607451785178
376,0.02454,0.024243731370464643,34.8993,0.190331,0.16432134827249456,0.14013838718680205,0.140383381205325,0.14104024929548586,-0.02418296108569251,-0.023937967067169552,-0.023281098977008696
377,0.02469,0.024390127822076127,35.1145,0.174825,-0.037390515761025256,-0.06155120392111968,-0.06130669872175076,-0.060654071998847314,-0.024160688160094423,-0.023916182960725507,-0.02326355623782206
378,0.02469,0.024390127822076127,35.1139,0.15531,-0.036790515761026654,-0.06095120392112108,-0.06070669872175216,-0.06005407199884871,-0.024160688160094423,-0.023916182960725507,-0.02326355623782206
379,0.02474,0.024438921877018155,35.1828,0.233724,-0.10121234139875668,-0.12536560682685405,-0.12512126448518757,-0.12447004992220911,-0.02415326542809737,-0.02390892308643089,-0.023257708523452436
380,0.02476,0.02445843883237374,34.9493,0.170871,0.13407644123794427,0.10992614468195683,0.11017042189202186,0.11082107181899659,-0.02415029655598744,-0.023906019345922402,-0.02325536941894768
381,0.02476,0.02445843883237374,35.0746,0.209952,0.008776441237948518,-0.01537385531803892,-0.015129578107973884,-0.014478928180999162,-0.02415029655598744,-0.023906019345922402,-0.02325536941894768
382,0.02476,0.02445843883237374,35.008,0.162015,0.07537644123794252,0.05122614468195508,0.05147042189202011,0.052121071818994835,-0.02415029655598744,-0.023906019345922402,-0.02325536941894768
383,0.02481,0.02450722955433973,34.8369,0.288042,0.25094220011154533,0.22679932518413182,0.22704343959387074,0.2276926785006168,-0.024142874927413516,-0.02389876051767459,-0.023249521610928525
384,0.02481,0.02450722955433973,34.8482,0.181918,0.2396422001115468,0.21549932518413328,0.2157434395938722,0.21639267850061827,-0.024142874927413516,-0.02389876051767459,-0.023249521610928525
385,0.02481,0.02450722955433973,35.009,0.176889,0.07884220011154497,0.05469932518413145,0.05494343959387038,0.055592678500616444,-0.024142874927413516,-0.02389876051767459,-0.023249521610928525
386,0.02491,0.024604803857248753,35.1973,0.228493,-0.10055272285165273,-0.1246807568861783,-0.12443696795412507,-0.12379054864685202,-0.02412803403452557,-0.023884245102472335,-0.023237825795199285
387,0.02492,0.024614560763919137,35.0621,0.190177,0.03553585416848648,0.011409304049884383,0.011653060443180152,0.012299197969454667,-0.024126550118602097,-0.02388279372530633,-0.023236656199031813
388,0.02494,0.024634074291672872,34.9063,0.269066,0.19311195876798593,0.16898837638666464,0.16923206770736954,0.1698776417692187,-0.024123582381321285,-0.023879891060616387,-0.023234316998767213
389,0.02494,0.024634074291672872,34.9441,0.240723,0.15531195876798876,0.13118837638666747,0.13143206770737237,0.13207764176922154,-0.024123582381321285,-0.023879891060616387,-0.023234316998767213
390,0.02499,0.024682856445219493,35.0276,0.190198,0.07624611159378247,0.05212994800411508,0.05237347667201675,0.053017642641883356,-0.024116163589667394,-0.023872634921765723,-0.023228468951899117
391,0.025,0.0246926125903715,35.2277,0.204374,-0.12296810280847126,-0.14708278273435837,-0.14683928659209755,-0.14619540214308557,-0.024114679925887117,-0.023871183783626293,-0.023227299334614315
392,0.025,0.0246926125903715,34.9117,0.306484,0.19303189719152414,0.16891721726563702,0.16916071340789784,0.16980459785690982,-0.024114679925887117,-0.023871183783626293,-0.023227299334614315
393,0.025,0.0246926125903715,35.1989,0.238281,-0.09416810280847443,-0.11828278273436155,-0.11803928659210072,-0.11739540214308875,-0.024114679925887117,-0.023871183783626293,-0.023227299334614315
394,0.02522,0.024907223706099955,35.1974,0.185937,-0.07326829183392647,-0.09735033912945568,-0.09710755813699734,-0.09646985892572246,-0.024082047295529208,-0.023839266303070872,-0.023201567091795994
395,0.02525,0.024936485290031583,35.4014,0.200491,-0.27463573920619666,-0.2987133377791835,-0.29847065424574737,-0.29783379725814285,-0.024077598572986858,-0.023834915039550708,-0.02319805805194619
396,0.02538,0.02506327559366915,35.1181,0.200181,0.020036636003702313,-0.0040216880480343775,-0.0037794266667887655,-0.003146215940489583,-0.02405832405173669,-0.02381606267049108,-0.023182851944191896
397,0.02547,0.025151044079962905,34.9842,0.185284,0.16177638612293777,0.13773140285198338,0.137973372136031,0.1386040617381994,-0.02404498327095439,-0.023803013986906763,-0.023172324384738374
398,0.02553,0.025209552124835763,35.2152,0.268527,-0.06401219927257529,-0.08804829010700388,-0.08780651548081408,-0.0871775051695991,-0.02403609083442859,-0.023794316208238797,-0.023165305897023813
399,0.02579,0.02546304743652999,35.0223,0.372346,0.15133262226475352,0.1273350522217953,0.12757598401084635,0.12819773086516761,-0.023997570042958216,-0.02375663825390717,-0.02313489139958591
400,0.02582,0.025492292760935835,35.1882,0.176701,-0.011991887743384666,-0.03598501444925972,-0.035744179839554135,-0.03512326966892232,-0.023993126705875056,-0.02375229209616947,-0.023131381925537653
401,0.02584,0.025511789168723317,35.2931,0.179545,-0.11517652461098038,-0.13916668924954934,-0.13892591941789334,-0.1383055668747133,-0.023990164638568956,-0.02374939480691296,-0.023129042263732913
402,0.02584,0.025511789168723317,35.1081,0.198242,0.0698234753890219,0.04583331075045294,0.046074080582108934,0.04669443312528898,-0.023990164638568956,-0.02374939480691296,-0.023129042263732913
403,0.02584,0.025511789168723317,34.835,0.348314,0.34292347538902135,0.3189333107504524,0.3191740805821084,0.31979443312528844,-0.023990164638568956,-0.02374939480691296,-0.023129042263732913
404,0.02592,0.02558977099899639,34.7664,0.344692,0.41837192997324024,0.39439361234475,0.39463412312954205,0.3952522464558825,-0.02397831762849023,-0.023737806843698195,-0.023119683517357714
405,0.02595,0.025619012617619535,35.308,0.179587,-0.12066524330073491,-0.14463911881982483,-0.14439870515065678,-0.14378141724741766,-0.023973875519089916,-0.023733461849921866,-0.02311617394668275
406,0.02597,0.025638506555005627,35.2855,0.288909,-0.09645830606254435,-0.1204292203327526,-0.12018887139916501,-0.11957214028313956,-0.023970914270208254,-0.023730565336620657,-0.02311383422059521
407,0.02597,0.025638506555005627,35.3429,0.323231,-0.15385830606254558,-0.17782922033275383,-0.17758887139916624,-0.1769721402831408,-0.023970914270208254,-0.023730565336620657,-0.02311383422059521
408,0.02603,0.025696986087186038,35.2688,0.183373,-0.07464521930143775,-0.09860725058036479,-0.09836709581432501,-0.09775203428476686,-0.023962031278927043,-0.023721876512887263,-0.023106814983329116
409,0.02603,0.025696986087186038,35.2892,0.205883,-0.09504521930143994,-0.11900725058036699,-0.1187670958143272,-0.11815203428476906,-0.023962031278927043,-0.023721876512887263,-0.023106814983329116
410,0.02618,0.025843169957518137,35.3111,0.17873,-0.10421290014468099,-0.12815272890209428,-0.12791305929777508,-0.12730216664998295,-0.023939828757413295,-0.02370015915309409,-0.023089266505301964
411,0.02633,0.02598933246124971,35.2673,0.172357,-0.04775192029595132,-0.07166955361166316,-0.07143036880185605,-0.0708236377781688,-0.02391763331571184,-0.023678448505904726,-0.02307171748221748
412,0.0264,0.02605753431928962,35.3224,0.216057,-0.09696764850892237,-0.12087492637431296,-0.12063596767632845,-0.12003117626219506,-0.023907277865390597,-0.023668319167406082,-0.023063527753272695
413,0.02643,0.026086762263154564,35.2513,0.18676,-0.023350499475213837,-0.047253339762320934,-0.04701447794494129,-0.046410517308856925,-0.023902840287107097,-0.023663978469727454,-0.023060017833643087
414,0.02643,0.026086762263154564,35.313,0.220137,-0.0850504994752157,-0.1089533397623228,-0.10871447794494316,-0.10811051730885879,-0.023902840287107097,-0.023663978469727454,-0.023060017833643087
415,0.02655,0.0262036654966363,35.3437,0.230789,-0.10570983843282278,-0.12959493123765498,-0.1293564567959251,-0.12875581637439382,-0.023885092804832198,-0.023646618363102334,-0.02304597794157104
416,0.02655,0.0262036654966363,35.1118,0.346591,0.12619016156717322,0.10230506876234102,0.10254354320407089,0.10314418362560218,-0.023885092804832198,-0.023646618363102334,-0.02304597794157104
417,0.02655,0.0262036654966363,35.227,0.261645,0.010990161567178802,-0.012894931237653395,-0.012656456795923532,-0.012055816374392236,-0.023885092804832198,-0.023646618363102334,-0.02304597794157104
418,0.0266,0.026252371144065742,35.3042,0.352852,-0.06203935507539171,-0.08591705443260622,-0.08567874132811681,-0.08507948296156798,-0.02387769935721451,-0.023639386252725103,-0.023040127886176265
419,0.02676,0.026408213276301513,35.3467,0.289875,-0.09124526514182918,-0.11509931074971291,-0.11486151365060948,-0.11426667245735445,-0.023854045607883734,-0.023616248508780302,-0.023021407315525266
420,0.02691,0.02655429322124568,35.1184,0.181369,0.14944736787973056,0.12561549035173414,0.12585280407452615,0.12644351163876166,-0.023831877527996426,-0.023594563805204416,-0.0230038562409689
421,0.02704,0.026680878581330975,35.1306,0.184771,0.1479330034615174,0.1241203325482374,0.12435722764122659,0.12494435856949337,-0.023812670913279987,-0.0235757758202908,-0.022988644892024013
422,0.02717,0.02680744791959098,35.1538,0.186856,0.13536840733259226,0.11157493772245886,0.11181141446069631,0.11239497417329147,-0.0237934696101334,-0.023556992871895943,-0.022973433159300782
423,0.02717,0.02680744791959098,35.1117,0.170295,0.17746840733259006,0.15367493772245666,0.15391141446069412,0.15449497417328928,-0.0237934696101334,-0.023556992871895943,-0.022973433159300782
424,0.02717,0.02680744791959098,35.113,0.172724,0.17616840733258954,0.15237493772245614,0.1526114144606936,0.15319497417328876,-0.0237934696101334,-0.023556992871895943,-0.022973433159300782
425,0.02721,0.026846389108665113,35.5236,0.225337,-0.2311691921562371,-0.254956754741535,-0.2547204066725328,-0.254137944705775,-0.023787562585297906,-0.023551214516295715,-0.022968752549537896
426,0.02724,0.026875594005354865,35.2892,0.298907,0.005674525445449774,-0.018108607201163807,-0.01787235561700129,-0.01729071662324344,-0.02378313264661358,-0.023546881062451064,-0.022965242068693215
427,0.02732,0.02695346956025755,35.359,0.180243,-0.05762176530947727,-0.0813930861687453,-0.08115709180592034,-0.08057764599764994,-0.02377132085926803,-0.023535326496443076,-0.02295588068817267
428,0.02732,0.02695346956025755,35.4368,0.180322,-0.13542176530947359,-0.15919308616874162,-0.15895709180591666,-0.15837764599764625,-0.02377132085926803,-0.023535326496443076,-0.02295588068817267
429,0.02732,0.02695346956025755,35.2913,0.178243,0.010078234690524823,-0.013693086168743207,-0.013457091805918253,-0.012877645997647846,-0.02377132085926803,-0.023535326496443076,-0.02295588068817267
430,0.02748,0.02710920247861785,35.3613,0.190628,-0.04697014294705326,-0.07071784626356248,-0.07048236603127123,-0.06990730044854132,-0.023747703316509217,-0.023512223084217965,-0.02293715750148806
431,0.02759,0.027216254793239785,35.6739,0.216353,-0.35070869190403187,-0.37444016282448445,-0.37420503581557796,-0.3736329768884943,-0.02373147092045258,-0.02349634391154609,-0.022924284984462417
432,0.0277,0.027323295648890352,35.7258,0.321699,-0.3937817869476703,-0.4174970292721767,-0.4172622552900904,-0.4166931991520215,-0.02371524232450639,-0.023480468342420124,-0.022911412204351222
433,0.02775,0.02737194679585074,35.2874,0.292934,0.04861909650835372,0.024911229562285087,0.02514584314258883,0.025713535654027453,-0.023707866946068634,-0.02347325336576489,-0.022905560854326268
434,0.02778,0.027401136347939132,35.1049,0.181734,0.2335162382826752,0.2098127961868812,0.21004731354560846,0.21061418826413814,-0.023703442095794003,-0.023468924737066743,-0.022902050018537068
435,0.02779,0.02741086600929835,35.6596,0.251383,-0.3203852779569871,-0.3440872451654897,-0.34385275987737884,-0.3432861576926456,-0.023701967208502595,-0.02346748192039172,-0.022900879735658464
436,0.02794,0.027556799570871326,35.2665,0.177545,0.08465832196321799,0.06097847429665393,0.061212478720371166,0.06177499672647002,-0.023679847666564058,-0.02344584324284682,-0.022883325236747964
437,0.02802,0.027634622096640672,35.1963,0.366604,0.16120258607877958,0.13753453261318072,0.137768280725183,0.1383286234362231,-0.02366805346559886,-0.023434305353596585,-0.022873962642556478
438,0.02806,0.027673531088513607,34.9487,0.227749,0.4119680682611744,0.38830591114273716,0.38853953113782325,0.3890987869661444,-0.02366215711843722,-0.023428537123351134,-0.022869281295029964
439,0.02827,0.027877778461970246,35.3174,0.173415,0.05981468357555286,0.0361834740415361,0.03641642184850724,0.03696997990156348,-0.02363120953401676,-0.02339826172704562,-0.022844703673989386
440,0.02828,0.0278875034868907,35.2763,0.655117,0.10169961207976286,0.07806987589506065,0.07830279171090382,0.07885607879141077,-0.02362973618470221,-0.02339682036885904,-0.02284353328835209
441,0.02829,0.027897228417235957,35.5996,0.235009,-0.2208157311677894,-0.24444399403454753,-0.24421111020820518,-0.24365809406844363,-0.02362826286675812,-0.023395379040415776,-0.022842362900654223
442,0.02831,0.027916677994208272,35.558,0.160985,-0.17764723215064748,-0.20127254847565013,-0.20103972862344932,-0.20048725426975267,-0.023625316325002643,-0.023392496472801838,-0.022840022119105186
443,0.02831,0.027916677994208272,35.5061,0.163093,-0.1257472321506512,-0.14937254847565384,-0.14913972862345304,-0.14858725426975639,-0.023625316325002643,-0.023392496472801838,-0.022840022119105186
444,0.02831,0.027916677994208272,35.5563,0.160218,-0.1759472321506479,-0.19957254847565054,-0.19933972862344973,-0.19878725426975308,-0.023625316325002643,-0.023392496472801838,-0.022840022119105186
445,0.02834,0.027945851650398805,35.372,0.160301,0.010703483028386529,-0.012917413719307547,-0.01268468981616877,-0.012133027903047378,-0.023620896747694076,-0.0233881728445553,-0.022836510931433907
446,0.02834,0.027945851650398805,35.3421,0.156527,0.040603483028384346,0.01698258628069027,0.017215310183829047,0.01776697209695044,-0.023620896747694076,-0.0233881728445553,-0.022836510931433907
447,0.02844,0.028043091024642815,35.6948,0.183345,-0.30427836006622044,-0.32788452692877,-0.32765212275050004,-0.32710316690619834,-0.02360616686254957,-0.023373762684279598,-0.022824806839977896
448,0.02845,0.028052814442035168,35.0558,0.218663,0.33550197462203357,0.31189728057545096,0.3121296527901407,0.31267833820236746,-0.02360469404658261,-0.02337232183189286,-0.022823636419666116
449,0.0285,0.02810143011087481,35.2391,0.185823,0.15609962408225186,0.132502293645004,0.13273450606612158,0.13328183979448482,-0.023597330437247876,-0.023365118016130282,-0.02281778428776704
450,0.02859,0.028188932359252298,35.4105,0.201911,-0.008301448480452223,-0.03188552639700504,-0.03165360150229901,-0.03110869880399747,-0.023584077916552815,-0.02335215302184679,-0.022807250323545247
451,0.02871,0.028305590114694953,35.4779,0.275376,-0.06640302487999605,-0.08996943672070756,-0.08973789499051321,-0.08919622966620722,-0.02356641184071151,-0.02333487011051716,-0.022793204786211163
452,0.02874,0.02833475242726841,35.472,0.225755,-0.058184364193500926,-0.08174636022084059,-0.08151491424535351,-0.0809740575507476,-0.02356199602733966,-0.023330550051852583,-0.022789693357246676
453,0.02875,0.028344473009142515,35.5152,0.250819,-0.10061200380125257,-0.12417252795352596,-0.1239411138930393,-0.12340052667823898,-0.023560524152273388,-0.02332911009178673,-0.022788522876986406
454,0.02886,0.02845139317390143,35.0939,0.272694,0.3291666461224949,0.3056223105266085,0.3058533736289135,0.3063909986582303,-0.023544335595886423,-0.023313272493581394,-0.022775647464264637
455,0.02895,0.028538864806420837,35.6024,0.169987,-0.17241977295651623,-0.19595086619161606,-0.19572009009131364,-0.19518488581638138,-0.02353109323509983,-0.02330031713479741,-0.022765112859865155
456,0.02895,0.028538864806420837,35.6222,0.299966,-0.1922197729565127,-0.21575086619161254,-0.21552009009131012,-0.21498488581637787,-0.02353109323509983,-0.02330031713479741,-0.022765112859865155
457,0.02896,0.02854858340441597,35.6079,0.224233,-0.1771528963373612,-0.20068251835578366,-0.2004517741365035,-0.19991683867591803,-0.023529622018422458,-0.023298877799142304,-0.02276394233855683
458,0.029,0.028587456851912555,35.5064,0.190895,-0.07258797957841523,-0.09611171704361254,-0.09588110033226371,-0.095347239812412,-0.023523737465197314,-0.023293120753848484,-0.02275926023399677
459,0.02934,0.028917820157384245,35.4354,0.185335,0.024298003005156943,0.0008242639955824416,0.0010537979338991477,0.0015785418941618445,-0.0234737390095745,-0.023244205071257795,-0.0227194611109951
460,0.02935,0.02892753507318029,35.5015,0.190369,-0.04104509647896748,-0.0645173654941047,-0.06428786337378511,-0.0637633869944807,-0.023472269015137215,-0.023242766894817635,-0.022718290515513218
461,0.02953,0.029102387420532828,35.3449,0.211378,0.12913613262308132,0.10569031815042251,0.10591924782311679,0.10643891314382614,-0.02344581447265881,-0.023216884799964532,-0.022697219479255182
462,0.02962,0.02918980213054163,35.861,0.192522,-0.38020359874975185,-0.40363618975712967,-0.40340754611209917,-0.40289028248717784,-0.023432591007377823,-0.02320394736234732,-0.022686683737425994
463,0.02965,0.029218938669220016,35.3586,0.164518,0.1244453587693144,0.10101717501992624,0.10124572335144677,0.1017621869786538,-0.023428183749388154,-0.023199635417867626,-0.022683171790660595
464,0.02973,0.02929663195558799,35.5345,0.258248,-0.04546828753452559,-0.06888471997391576,-0.06865642574074826,-0.06814209405406046,-0.023416432439390178,-0.023188138206222675,-0.022673806519534878
465,0.02978,0.02934518719446503,35.5195,0.196088,-0.02673481400964306,-0.05014390289803572,-0.049915767423904356,-0.04940276717614012,-0.02340908888839266,-0.023180953414261296,-0.022667953166497057
466,0.02978,0.02934518719446503,35.4838,0.199296,0.008965185990355451,-0.014443902898037209,-0.014215767423905845,-0.013702767176141606,-0.02340908888839266,-0.023180953414261296,-0.022667953166497057
467,0.02978,0.02934518719446503,35.4761,0.233488,0.01666518599035527,-0.0067439028980373905,-0.006515767423906027,-0.006002767176141788,-0.02340908888839266,-0.023180953414261296,-0.022667953166497057
468,0.0298,0.02936460862990393,35.4648,0.278746,0.0294568586331323,0.006050706945941897,0.00627877892775075,0.006791246820419872,-0.023406151687190402,-0.02317807970538155,-0.022665611812712427
469,0.02988,0.029442290599957757,35.5116,0.190788,-0.011386228062633563,-0.03478063219744598,-0.034552814120417,-0.03404247438880503,-0.02339440413481242,-0.023166586057783434,-0.02265624632617147
470,0.0299,0.02946171014961901,35.2761,0.180915,0.22560056248496352,0.20220909492514494,0.20243684954209584,0.2029466575482104,-0.02339146755981858,-0.023163712942867676,-0.022653904936753122
471,0.02994,0.02950054811762141,35.4803,0.173804,0.024371227362799175,0.0009856325772901187,0.0012132602934471493,0.0017220052261350816,-0.023385594785509056,-0.023157967069352026,-0.022649222136664093
472,0.03002,0.029578219528755816,35.5542,0.216273,-0.043599071484187846,-0.06697292222374784,-0.06674554823180046,-0.06623892793606245,-0.023373850739559998,-0.02314647674761261,-0.022639856451874607
473,0.03004,0.02959763643894351,35.6084,0.212671,-0.09631906129612844,-0.11968997633724143,-0.11946266576023135,-0.11895657630926593,-0.023370915041112994,-0.023143604464102907,-0.022637515013137488
474,0.03007,0.029626761097337594,35.4164,0.184841,0.09789914787944554,0.07453263615125394,0.07475985161794796,0.07526514503752679,-0.023366511728191597,-0.023139296261497577,-0.022634002841918743
