pack,npz,IMF,energy,r_with_k,r_with_1_over_k,p_perm_1_over_k,smooth,zmin,zmax
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,1,2.9113666558702906,0.14248500283101134,-0.13830510256550724,0.9995001249687578,9,0.02,2.1
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,2,0.9206345682155728,0.06746764499834208,-0.050935106458932095,0.9142714321419645,9,0.02,2.1
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,3,1.0957530778476998,0.03793662156377515,-0.016448960559554516,0.6763309172706823,9,0.02,2.1
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,4,1.3399010039005559,0.109517479823066,-0.08642716683712919,0.9892526868282929,9,0.02,2.1
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,5,4.652418929182867,0.0034295199282892,-0.009818997354569974,0.6073481629592602,9,0.02,2.1
z_0.05_1.5,plamb_runs/hht_sn_FRPBH_z0.05_1.5/hht_sn_detail.npz,6,2.218786251753562,0.6082518993024887,-0.45692053032297136,1.0,9,0.02,2.1
