mode,omega_Q,expected_f_Q_cycles_per_t,m_chi,k_mode,expected_f_U1_cycles_per_t,resonance_condition,resonance_mismatch_fraction,Q_selected_imf,chi_dot_selected_imf,U1_plus_selected_imf,U1_minus_selected_imf,Q_selected_frequency,chi_dot_selected_frequency,U1_plus_selected_frequency,U1_minus_selected_frequency,Q_chi_1to1_PLV,Q_chi_envelope_corr,chi_U1_plus_1to2_PLV,chi_U1_minus_1to2_PLV,max_chi_U1_1to2_PLV,chi_U1_plus_envelope_corr,chi_U1_minus_envelope_corr,U1_plus_energy_growth_late_over_early,U1_minus_energy_growth_late_over_early,max_U1_energy_growth,median_final_helicity_asymmetry,raw_final_helicity_asymmetry_abs_gt_0p05,intrinsic_chirality_flag_requires_bias,bias,damping,resonance_coupling_score_0to1,interpretation
synthetic,1.0,0.15915494309189535,1.05,0.5,0.07957747154594767,2 k ~= omega_Q for first Hill/Mathieu band,0.0,1,1,1,1,0.15942821030632148,0.15880660092478432,0.07561305279196066,0.07897442894304707,0.9982339606020485,0.8818601376724515,0.5210702726119859,0.6513035609690886,0.6513035609690886,-0.0854842583058415,-0.03616919036929138,37198120.28354671,26428567.99807658,37198120.28354671,0.257262573189194,True,True,0.03,0.0,0.8774264345197955,"strong HHT recovery of the synthetic resonance chain, with bias-supported helicity imbalance"
