pack,npz,IMF,energy,r_with_k,r_with_1_over_k,p_perm_1_over_k,smooth,zmin,zmax
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,1,2.8473107839034038,0.17166213559022367,-0.14764835775998963,1.0,9,0.02,2.1
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,2,0.8948402497230791,-0.059538654374489956,0.057732442818375855,0.06123469132716821,9,0.02,2.1
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,3,1.130666080364498,0.1114295243293803,-0.0714567289951049,0.979005248687828,9,0.02,2.1
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,4,1.440094112172777,0.032987427210500096,-0.004545923139492577,0.5501124718820295,9,0.02,2.1
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,5,4.8414171519744,0.03678141382859749,-0.029118965397770195,0.7925518620344914,9,0.02,2.1
z_0.02_1.9,plamb_runs/hht_sn_FRPBH_z0.02_1.9/hht_sn_detail.npz,6,2.371319824383807,0.5648784029826405,-0.43174291851006014,1.0,9,0.02,2.1
