series,component,component_index,energy,energy_fraction,median_amplitude,max_amplitude,median_positive_frequency,amplitude_weighted_frequency,zero_crossings,is_imf_like
extended_SU2_pull,IMF1,1,22.97084121464154,0.30946037417832584,0.44629020150151955,2.7218596999234306,17.681916777435347,20.184422883699227,38,True
extended_SU2_pull,IMF2,2,11.50402129637073,0.15498077330581864,0.451306570438617,1.4704562800106966,8.566692438986127,10.50233561128723,20,True
extended_SU2_pull,IMF3,3,17.463525890756642,0.23526649312180037,0.5850037038251001,1.5066994182716804,2.269115372731353,3.6816100308195274,14,True
extended_SU2_pull,IMF4,4,8.418756995297663,0.11341646853666908,0.3756758042077493,0.8333218191429191,2.2656089597224813,2.6804033779107708,6,True
extended_SU2_pull,IMF5,5,0.475930921988671,0.00641168339572052,0.105874174676102,0.15455187271236612,1.8543380685638833,2.0429558135347827,5,True
extended_SU2_pull,residue,6,12.198366769321385,0.16433491092143965,nan,nan,nan,nan,4,False
