zmin,zmax,l,b,R0,A_eff,frac,cond
0.1,0.4,161.74535492869063,-49.780195392836234,0.19263810675565463,0.0022351915788650844,0.011603060352437114,257.3383288504572
0.4,0.7,147.12041674096864,-51.47643818830404,0.07957777306595293,0.0011852090507444076,0.014893719754662187,254.97418194609722
0.7,1.0,188.96407253753623,-70.76502857217585,0.024348988319977238,0.00010117967143508081,0.004155395292217028,236.56503255068415
