zmin,zmax,l_deg,b_deg,R0,A_eff,frac,cond
0.1,0.4,254.531513542705,-36.11342913939465,2.423218457944132,2.154258756312799e-12,8.890072412788077e-13,4.875445163860254
0.4,0.7,110.5012770663548,-24.954331548349877,1.658330063674912,0.27435468878957847,0.1654403395314439,24.89960936946462
0.7,1.0,14.751133067483476,60.5178046031825,0.9776284931842038,0.020902814861322578,0.021381143253344285,76.84859218333925
1.0,1.2,356.7538073524294,41.32712647648996,0.8234627027939019,4.208688565247778e-14,5.110964407942515e-14,38.806542383158444
