zmin,zmax,l,b,R0,A_eff,frac,cond
0.1,0.4,159.04886792630103,-43.710587819759226,0.07989263028544716,0.001354398428297546,0.016952732979981216,275.60067517089067
0.4,0.7,166.4645037016104,-57.51605877493616,0.0351962777215074,0.0004549322449504577,0.012925578339565782,283.98104730536136
0.7,1.0,156.5049359226195,-59.21706166095462,0.010260358143107082,5.177442095648039e-05,0.005046063717694152,280.58010694204904
