zmin,zmax,l_deg,b_deg,R0,A_eff,frac,cond,dFR_deg,dKdS_deg
0.1,0.4,158.76655561271144,-48.36003835676718,2.423218457943905,5.050337295389006e-14,2.0841444479893098e-14,76.00342730828595,47.763038725275294,34.681168889519824
0.4,0.7,48.41116117521327,13.725474445843373,1.624650807089686,0.14095711782011194,0.08676148573281117,77.47190031722153,69.3730660420963,81.54257864815632
0.7,1.0,52.87591470342517,27.202164338568437,0.9817720080796849,0.05099446090589914,0.05194124550937513,79.24360758227301,80.22723716486469,85.93686615291804
1.0,1.2,12.442043365377288,58.86663457231598,0.8234627027938938,1.817242117884052e-15,2.2068299046434085e-15,88.77272744308523,58.21970800044387,55.732330081535984
