zmin,zmax,l,b,R0,A_eff,frac,cond
0.1,0.4,161.4880185524194,-49.57520160300243,0.5537493352028476,0.015402963537616124,0.027815768901959515,257.3383288504572
0.4,0.7,145.7605055721982,-51.041560203410654,0.2630007832968282,0.013634430524880423,0.05184178675807334,254.97418194609722
0.7,1.0,188.01155550515796,-71.04078646186119,0.08987622835379198,0.0013895820779336403,0.015461063546899632,236.56503255068415
