zmin,zmax,l_deg,b,R0,A_eff,frac,cond
0.1,0.4,269.69542541907305,-36.11162782736645,2.4232184579441154,2.2488418528562153e-12,9.28039255183025e-13,7.180040358766049
0.4,0.7,109.72620654613175,-21.286429754165624,1.6570068913428366,0.27611601264274577,0.1666354039233848,25.510631605452826
0.7,1.0,19.781924993911083,58.34883446864596,0.9756149031686518,0.02067952839590038,0.021196404778910567,87.23271758647594
1.0,1.2,352.25823684305175,51.39602541560542,0.8234627027939047,4.9233189340659626e-14,5.978800153743169e-14,37.53522298906416
