zmin,zmax,l,b,R0,A_eff,frac,cond
0.1,0.4,164.41285580766515,-43.68682713724909,0.691847241864098,0.08875764294253313,0.12829080983742377,208.44519435210077
0.4,0.7,163.52283288117468,-45.55881357588297,0.311928447765983,0.02834635025045871,0.09087452732661593,209.98150776309723
0.7,1.0,175.85044216995183,-47.36626927291753,0.12502010042726128,0.016796790095319446,0.1343527163865309,224.3472230998313
