model,theta,chi2,posterior_weight
PATH_GAMMA2P3,0.7578694602110143,2109.240767543728,0.000786427214844643
PATH_GAMMA2P3,0.7581058636487149,2109.2047383043787,0.0008007227800011224
PATH_GAMMA2P3,0.7583422670864155,2109.168910501242,0.0008151960988218813
PATH_GAMMA2P3,0.758578670524116,2109.1332841262733,0.0008298474459475266
PATH_GAMMA2P3,0.7588150739618166,2109.0978591714606,0.0008446770468623386
PATH_GAMMA2P3,0.7590514773995172,2109.062635628772,0.0008596850769448288
PATH_GAMMA2P3,0.7592878808372177,2109.0276134901746,0.0008748716604980581
PATH_GAMMA2P3,0.7595242842749184,2108.992792747648,0.0008902368697897648
PATH_GAMMA2P3,0.7597606877126188,2108.9581733931577,0.0009057807241197022
PATH_GAMMA2P3,0.7599970911503194,2108.9237554186852,0.0009215031888731275
PATH_GAMMA2P3,0.76023349458802,2108.8895388161936,0.0009374041746127384
PATH_GAMMA2P3,0.7604698980257205,2108.85552357766,0.0009534835361533759
PATH_GAMMA2P3,0.7607063014634212,2108.821709695059,0.0009697410716704605
PATH_GAMMA2P3,0.7609427049011217,2108.7880971603568,0.000986176521818427
PATH_GAMMA2P3,0.7611791083388223,2108.7546859655313,0.0010027895688494435
PATH_GAMMA2P3,0.7614155117765229,2108.721476102556,0.001019579835764685
PATH_GAMMA2P3,0.7616519152142234,2108.6884675634055,0.001036546885471388
PATH_GAMMA2P3,0.761888318651924,2108.655660340043,0.0010536902199641837
PATH_GAMMA2P3,0.7621247220896246,2108.6230544244518,0.0010710092795024567
PATH_GAMMA2P3,0.7623611255273252,2108.590649808602,0.0010885034418372374
PATH_GAMMA2P3,0.7625975289650258,2108.558446484463,0.0011061720214350212
PATH_GAMMA2P3,0.7628339324027262,2108.5264444440163,0.0011240142687186838
PATH_GAMMA2P3,0.7630703358404268,2108.494643679218,0.0011420293693582377
PATH_GAMMA2P3,0.7633067392781274,2108.4630441820646,0.0011602164435227066
PATH_GAMMA2P3,0.763543142715828,2108.4316459445154,0.0011785745452366166
PATH_GAMMA2P3,0.7637795461535286,2108.400448958545,0.0011971026616841487
PATH_GAMMA2P3,0.7640159495912291,2108.369453216122,0.0012157997125789722
PATH_GAMMA2P3,0.7642523530289297,2108.3386587092364,0.0012346645495295502
PATH_GAMMA2P3,0.7644887564666303,2108.3080654298365,0.0012536959554832925
PATH_GAMMA2P3,0.7647251599043309,2108.2776733699197,0.0012728926441033996
PATH_GAMMA2P3,0.7649615633420315,2108.247482521448,0.0012922532592790626
PATH_GAMMA2P3,0.765197966779732,2108.2174928763934,0.0013117763745825255
PATH_GAMMA2P3,0.7654343702174325,2108.1877044267353,0.0013314604927830169
PATH_GAMMA2P3,0.7656707736551331,2108.1581171644402,0.0013513040454018327
PATH_GAMMA2P3,0.7659071770928337,2108.128731081492,0.001371305392262575
PATH_GAMMA2P3,0.7661435805305343,2108.099546169855,0.001391462821115904
PATH_GAMMA2P3,0.7663799839682348,2108.070562421511,0.0014117745472456435
PATH_GAMMA2P3,0.7666163874059354,2108.0417798284307,0.001432238713150757
PATH_GAMMA2P3,0.766852790843636,2108.013198382581,0.0014528533882332032
PATH_GAMMA2P3,0.7670891942813366,2107.9848180759454,0.0014736165685103634
PATH_GAMMA2P3,0.7673255977190372,2107.9566389004904,0.0014945261763991556
PATH_GAMMA2P3,0.7675620011567377,2107.9286608482,0.0015155800604829664
PATH_GAMMA2P3,0.7677984045944383,2107.9008839110506,0.001536775995357834
PATH_GAMMA2P3,0.7680348080321389,2107.873308080993,0.0015581116815105776
PATH_GAMMA2P3,0.7682712114698395,2107.8459333500177,0.0015795847451647417
PATH_GAMMA2P3,0.76850761490754,2107.818759710104,0.001601192738254716
PATH_GAMMA2P3,0.7687440183452405,2107.7917871532104,0.0016229331384044283
PATH_GAMMA2P3,0.7689804217829411,2107.7650156713316,0.0016448033488887853
PATH_GAMMA2P3,0.7692168252206417,2107.738445256426,0.0016668006987384644
PATH_GAMMA2P3,0.7694532286583423,2107.712075900475,0.0016889224427747511
PATH_GAMMA2P3,0.7696896320960429,2107.6859075954476,0.0017111657617610522
PATH_GAMMA2P3,0.7699260355337434,2107.659940333327,0.0017335277625406007
PATH_GAMMA2P3,0.770162438971444,2107.63417410608,0.0017560054782644126
PATH_GAMMA2P3,0.7703988424091446,2107.6086089056785,0.0017785958686122772
PATH_GAMMA2P3,0.7706352458468452,2107.583244724109,0.0018012958200642596
PATH_GAMMA2P3,0.7708716492845458,2107.5580815533367,0.0018241021462547763
PATH_GAMMA2P3,0.7711080527222463,2107.533119385345,0.0018470115882974008
PATH_GAMMA2P3,0.7713444561599468,2107.5083582121,0.0018700208152206705
PATH_GAMMA2P3,0.7715808595976474,2107.4837980255784,0.0018931264243879718
PATH_GAMMA2P3,0.771817263035348,2107.459438817753,0.0019163249419946896
PATH_GAMMA2P3,0.7720536664730486,2107.4352805806084,0.0019396128235825007
PATH_GAMMA2P3,0.7722900699107491,2107.4113233061134,0.0019629864546353557
PATH_GAMMA2P3,0.7725264733484497,2107.3875669862373,0.001986442151176242
PATH_GAMMA2P3,0.7727628767861503,2107.3640116129623,0.00200997616040882
PATH_GAMMA2P3,0.7729992802238509,2107.3406571782607,0.002033584661437165
PATH_GAMMA2P3,0.7732356836615515,2107.317503674113,0.0020572637659871276
PATH_GAMMA2P3,0.773472087099252,2107.2945510924956,0.0020810095192011955
PATH_GAMMA2P3,0.7737084905369526,2107.271799425364,0.0021048179004797547
PATH_GAMMA2P3,0.7739448939746532,2107.2492486647207,0.002128684824278962
PATH_GAMMA2P3,0.7741812974123538,2107.2268988025257,0.0021526061411133463
PATH_GAMMA2P3,0.7744177008500543,2107.2047498307593,0.0021765776384429767
PATH_GAMMA2P3,0.7746541042877548,2107.182801741389,0.0022005950417026483
PATH_GAMMA2P3,0.7748905077254554,2107.1610545263957,0.002224654015311943
PATH_GAMMA2P3,0.775126911163156,2107.1395081777605,0.002248750163767029
PATH_GAMMA2P3,0.7753633146008566,2107.118162687448,0.002272879032781958
PATH_GAMMA2P3,0.7755997180385572,2107.0970180474446,0.00229703611040872
PATH_GAMMA2P3,0.7758361214762577,2107.076074249726,0.002321216828276728
PATH_GAMMA2P3,0.7760725249139583,2107.055331286253,0.0023454165628448123
PATH_GAMMA2P3,0.7763089283516589,2107.034789149017,0.002369630636635154
PATH_GAMMA2P3,0.7765453317893595,2107.014447829983,0.0023938543196247294
PATH_GAMMA2P3,0.7767817352270601,2106.99430732114,0.0024180828305555347
PATH_GAMMA2P3,0.7770181386647605,2106.974367614449,0.0024423113383998333
PATH_GAMMA2P3,0.7772545421024611,2106.9546287018975,0.002466534963744274
PATH_GAMMA2P3,0.7774909455401617,2106.935090575458,0.002490748780321728
PATH_GAMMA2P3,0.7777273489778622,2106.9157532271042,0.0025149478165167405
PATH_GAMMA2P3,0.7779637524155629,2106.8966166488153,0.002539127056918595
PATH_GAMMA2P3,0.7782001558532634,2106.8776808325665,0.002563281443932634
PATH_GAMMA2P3,0.778436559290964,2106.858945770333,0.002587405879408885
PATH_GAMMA2P3,0.7786729627286646,2106.8404114540854,0.002611495226317513
PATH_GAMMA2P3,0.7789093661663651,2106.8220778758123,0.0026355443104262087
PATH_GAMMA2P3,0.7791457696040658,2106.803945027481,0.0026595479220897587
PATH_GAMMA2P3,0.7793821730417663,2106.7860129010787,0.0026835008179699597
PATH_GAMMA2P3,0.7796185764794669,2106.768281488562,0.002707397722909948
PATH_GAMMA2P3,0.7798549799171675,2106.7507507819278,0.002731233331677328
PATH_GAMMA2P3,0.7800913833548679,2106.733420773144,0.0027550023109271494
PATH_GAMMA2P3,0.7803277867925685,2106.716291454186,0.0027786993010556604
PATH_GAMMA2P3,0.7805641902302691,2106.6993628170303,0.0028023189181353766
PATH_GAMMA2P3,0.7808005936679697,2106.6826348536556,0.0028258557558765757
PATH_GAMMA2P3,0.7810369971056703,2106.6661075560396,0.0028493043876160746
PATH_GAMMA2P3,0.7812734005433708,2106.649780916156,0.0028726593683362023
PATH_GAMMA2P3,0.7815098039810714,2106.6336549259827,0.0028959152366927433
PATH_GAMMA2P3,0.781746207418772,2106.617729577502,0.002919066517078417
PATH_GAMMA2P3,0.7819826108564726,2106.6020048626883,0.002942107721728835
PATH_GAMMA2P3,0.7822190142941732,2106.5864807735106,0.00296503335283111
PATH_GAMMA2P3,0.7824554177318737,2106.5711573019503,0.00298783790462881
PATH_GAMMA2P3,0.7826918211695743,2106.5560344399905,0.0030105158655906257
PATH_GAMMA2P3,0.7829282246072748,2106.541112179603,0.003033061720603274
PATH_GAMMA2P3,0.7831646280449754,2106.5263905127676,0.0030554699531307105
PATH_GAMMA2P3,0.783401031482676,2106.511869431457,0.003077735047448413
PATH_GAMMA2P3,0.7836374349203765,2106.497548927651,0.0030998514908403834
PATH_GAMMA2P3,0.7838738383580771,2106.483428993334,0.0031218137758450538
PATH_GAMMA2P3,0.7841102417957777,2106.4695096204646,0.003143616402550631
PATH_GAMMA2P3,0.7843466452334783,2106.455790801035,0.0031652538807661486
PATH_GAMMA2P3,0.7845830486711789,2106.442272527029,0.003186720732363223
PATH_GAMMA2P3,0.7848194521088794,2106.428954790403,0.0032080114935878153
PATH_GAMMA2P3,0.78505585554658,2106.415837583154,0.0032291207172446845
PATH_GAMMA2P3,0.7852922589842806,2106.4029208972524,0.0032500429751016824
PATH_GAMMA2P3,0.7855286624219812,2106.390204724672,0.0032707728601490565
PATH_GAMMA2P3,0.7857650658596818,2106.3776890573945,0.003291304988897044
PATH_GAMMA2P3,0.7860014692973822,2106.3653738874,0.0033116340037037343
PATH_GAMMA2P3,0.7862378727350828,2106.3532592066576,0.0033317545751027156
PATH_GAMMA2P3,0.7864742761727834,2106.3413450071566,0.0033516614040642215
PATH_GAMMA2P3,0.786710679610484,2106.329631280876,0.00337134922435579
PATH_GAMMA2P3,0.7869470830481846,2106.3181180197703,0.0033908128048765014
PATH_GAMMA2P3,0.7871834864858851,2106.3068052158446,0.00341004695183204
PATH_GAMMA2P3,0.7874198899235857,2106.295692861067,0.0034290465111835823
PATH_GAMMA2P3,0.7876562933612863,2106.284780947408,0.003447806370871362
PATH_GAMMA2P3,0.7878926967989869,2106.2740694668614,0.0034663214630613936
PATH_GAMMA2P3,0.7881291002366875,2106.263558411393,0.0034845867665087723
PATH_GAMMA2P3,0.788365503674388,2106.253247772986,0.0035025973087405614
PATH_GAMMA2P3,0.7886019071120886,2106.2431375436126,0.003520348168352365
PATH_GAMMA2P3,0.7888383105497891,2106.233227715263,0.0035378344771957314
PATH_GAMMA2P3,0.7890747139874897,2106.2235182799054,0.0035550514226674345
PATH_GAMMA2P3,0.7893111174251903,2106.214009229524,0.0035719942498433567
PATH_GAMMA2P3,0.7895475208628908,2106.204700556098,0.003588658263702188
PATH_GAMMA2P3,0.7897839243005914,2106.195592251593,0.003605038831305101
PATH_GAMMA2P3,0.790020327738292,2106.1866843080047,0.003621131383860808
PATH_GAMMA2P3,0.7902567311759926,2106.177976717301,0.0036369314189495777
PATH_GAMMA2P3,0.7904931346136932,2106.1694694714606,0.003652434502553345
PATH_GAMMA2P3,0.7907295380513937,2106.1611625624682,0.0036676362711330086
PATH_GAMMA2P3,0.7909659414890943,2106.1530559823022,0.003682532433698537
PATH_GAMMA2P3,0.7912023449267949,2106.1451497229395,0.003697118773816412
PATH_GAMMA2P3,0.7914387483644955,2106.1374437763584,0.003711391151592605
PATH_GAMMA2P3,0.791675151802196,2106.129938134542,0.003725345505623136
PATH_GAMMA2P3,0.7919115552398965,2106.1226327894574,0.003738977854959356
PATH_GAMMA2P3,0.7921479586775971,2106.115527733092,0.003752284300930859
PATH_GAMMA2P3,0.7923843621152977,2106.1086229574294,0.0037652610290514745
PATH_GAMMA2P3,0.7926207655529983,2106.101918454443,0.0037779043108485326
PATH_GAMMA2P3,0.7928571689906989,2106.095414216111,0.0037902105056252006
PATH_GAMMA2P3,0.7930935724283994,2106.0891102344135,0.0038021760622093405
PATH_GAMMA2P3,0.7933299758661,2106.083006501327,0.0038137975206752914
PATH_GAMMA2P3,0.7935663793038006,2106.077103008839,0.0038250715139802657
PATH_GAMMA2P3,0.7938027827415012,2106.0713997489224,0.0038359947696415242
PATH_GAMMA2P3,0.7940391861792018,2106.0658967135537,0.0038465641112843383
PATH_GAMMA2P3,0.7942755896169023,2106.060593894722,0.003856776460164046
PATH_GAMMA2P3,0.7945119930546028,2106.055491284403,0.003866628836710797
PATH_GAMMA2P3,0.7947483964923034,2106.0505888745734,0.0038761183619535054
PATH_GAMMA2P3,0.794984799930004,2106.0458866572103,0.0038852422589187325
PATH_GAMMA2P3,0.7952212033677046,2106.041384624302,0.0038939978539694184
PATH_GAMMA2P3,0.7954576068054051,2106.037082767823,0.0039023825781551082
PATH_GAMMA2P3,0.7956940102431057,2106.0329810797484,0.003910393968444759
PATH_GAMMA2P3,0.7959304136808063,2106.0290795520723,0.003918029668893697
PATH_GAMMA2P3,0.7961668171185069,2106.025378176756,0.003925287431900819
PATH_GAMMA2P3,0.7964032205562075,2106.0218769457897,0.003932165119191413
PATH_GAMMA2P3,0.796639623993908,2106.018575851156,0.00393866070293755
PATH_GAMMA2P3,0.7968760274316086,2106.015474884831,0.003944772266754879
PATH_GAMMA2P3,0.7971124308693092,2106.0125740387984,0.0039504980066128815
PATH_GAMMA2P3,0.7973488343070096,2106.009873305025,0.003955836231777265
PATH_GAMMA2P3,0.7975852377447104,2106.0073726755036,0.003960785365551459
PATH_GAMMA2P3,0.7978216411824108,2106.005072142214,0.003965343946133632
PATH_GAMMA2P3,0.7980580446201114,2106.0029716971385,0.003969510627304022
PATH_GAMMA2P3,0.798294448057812,2106.001071332241,0.003973284179129986
PATH_GAMMA2P3,0.7985308514955125,2105.9993710395224,0.003976663488459162
PATH_GAMMA2P3,0.7987672549332131,2105.997870810953,0.0039796475596047985
PATH_GAMMA2P3,0.7990036583709137,2105.9965706385165,0.00398223551474255
PATH_GAMMA2P3,0.7992400618086143,2105.995470514184,0.003984426594395921
PATH_GAMMA2P3,0.7994764652463149,2105.994570429947,0.003986220157740614
PATH_GAMMA2P3,0.7997128686840154,2105.9938703777807,0.003987615682990059
PATH_GAMMA2P3,0.799949272121716,2105.99337034967,0.003988612767595658
PATH_GAMMA2P3,0.8001856755594166,2105.9930703375885,0.003989211128482612
PATH_GAMMA2P3,0.8004220789971171,2105.9929703335197,0.003989410602141744
PATH_GAMMA2P3,0.8006584824348177,2105.993070329457,0.003989211144701423
PATH_GAMMA2P3,0.8008948858725182,2105.9933703173656,0.003988612832020415
PATH_GAMMA2P3,0.8011312893102188,2105.993870289222,0.00398761585955942
PATH_GAMMA2P3,0.8013676927479194,2105.994570237024,0.00398622054225726
PATH_GAMMA2P3,0.80160409618562,2105.995470152737,0.003984427314475181
PATH_GAMMA2P3,0.8018404996233206,2105.9965700283565,0.0039822367296431195
PATH_GAMMA2P3,0.8020769030610211,2105.9978698558602,0.003979649460071366
PATH_GAMMA2P3,0.8023133064987217,2105.9993696272136,0.003976666296598669
PATH_GAMMA2P3,0.8025497099364223,2106.0010693344175,0.0039732881480919165
PATH_GAMMA2P3,0.8027861133741229,2106.002968969445,0.003969516041111484
PATH_GAMMA2P3,0.8030225168118235,2106.0050685242786,0.0039653511193191646
PATH_GAMMA2P3,0.8032589202495239,2106.0073679908933,0.003960794642930291
PATH_GAMMA2P3,0.8034953236872245,2106.0098673612756,0.003955847988044208
PATH_GAMMA2P3,0.8037317271249251,2106.0125666274075,0.003950512645982543
PATH_GAMMA2P3,0.8039681305626257,2106.015465781277,0.0039447902225194596
PATH_GAMMA2P3,0.8042045340003263,2106.018564814852,0.003938682437125816
PATH_GAMMA2P3,0.8044409374380268,2106.0218637201265,0.0039321911220231934
PATH_GAMMA2P3,0.8046773408757274,2106.025362489065,0.003925318221369434
PATH_GAMMA2P3,0.804913744313428,2106.0290611136693,0.0039180657901652085
PATH_GAMMA2P3,0.8051501477511286,2106.032959585906,0.003910435993366161
PATH_GAMMA2P3,0.8053865511888292,2106.0370578977663,0.0039024311046947694
PATH_GAMMA2P3,0.8056229546265297,2106.0413560412276,0.0038940535055819936
PATH_GAMMA2P3,0.8058593580642303,2106.0458540082736,0.0038853056839506447
PATH_GAMMA2P3,0.8060957615019309,2106.0505517908828,0.0038761902330068185
PATH_GAMMA2P3,0.8063321649396314,2106.055449381041,0.0038667098499338263
PATH_GAMMA2P3,0.806568568377332,2106.060546770729,0.0038568673345876488
PATH_GAMMA2P3,0.8068049718150325,2106.06584395193,0.0038466655881064893
PATH_GAMMA2P3,0.8070413752527331,2106.0713409166206,0.0038361076115023414
PATH_GAMMA2P3,0.8072777786904337,2106.07703765679,0.003825196504153243
PATH_GAMMA2P3,0.8075141821281343,2106.0829341644167,0.003813935462334436
PATH_GAMMA2P3,0.8077505855658349,2106.089030431481,0.0038023277776356064
PATH_GAMMA2P3,0.8079869890035354,2106.095326449965,0.0037903768353589177
PATH_GAMMA2P3,0.808223392441236,2106.101822211856,0.00377808611286494
PATH_GAMMA2P3,0.8084597958789366,2106.10851770914,0.003765459177906364
PATH_GAMMA2P3,0.8086961993166372,2106.1154129337847,0.0037524996869320597
PATH_GAMMA2P3,0.8089326027543378,2106.1225078777834,0.0037392113832433248
PATH_GAMMA2P3,0.8091690061920382,2106.1298025331216,0.003725598095256985
PATH_GAMMA2P3,0.8094054096297388,2106.1372968917726,0.00371166373467802
PATH_GAMMA2P3,0.8096418130674394,2106.1449909457224,0.00369741229458258
PATH_GAMMA2P3,0.80987821650514,2106.1528846869523,0.0036828478475464514
PATH_GAMMA2P3,0.8101146199428406,2106.1609781074544,0.0036679745436813305
PATH_GAMMA2P3,0.8103510233805411,2106.169271199195,0.0036527966087338518
PATH_GAMMA2P3,0.8105874268182417,2106.1777639541683,0.0036373183419912297
PATH_GAMMA2P3,0.8108238302559423,2106.1864563643576,0.003621544114327375
PATH_GAMMA2P3,0.8110602336936429,2106.195348421741,0.003605478366139875
PATH_GAMMA2P3,0.8112966371313435,2106.20444011831,0.00358912560524038
PATH_GAMMA2P3,0.811533040569044,2106.213731446026,0.0035724904048271646
PATH_GAMMA2P3,0.8117694440067446,2106.2232223968986,0.0035555774012257387
PATH_GAMMA2P3,0.8120058474444452,2106.232912962895,0.003538391291898936
PATH_GAMMA2P3,0.8122422508821457,2106.2428031360055,0.0035209368331681834
PATH_GAMMA2P3,0.8124786543198463,2106.2528929082077,0.0035032188380873233
PATH_GAMMA2P3,0.8127150577575468,2106.2631822714907,0.0034852421742014392
PATH_GAMMA2P3,0.8129514611952474,2106.273671217825,0.00346701176137839
PATH_GAMMA2P3,0.813187864632948,2106.284359739219,0.0034485325694775955
PATH_GAMMA2P3,0.8134242680706486,2106.2952478276306,0.0034298096162583653
PATH_GAMMA2P3,0.8136606715083492,2106.3063354750566,0.003410847964966711
PATH_GAMMA2P3,0.8138970749460497,2106.3176226734745,0.0033916527221659987
PATH_GAMMA2P3,0.8141334783837503,2106.3291094148726,0.003372229035409743
PATH_GAMMA2P3,0.8143698818214509,2106.340795691228,0.0033525820909939726
PATH_GAMMA2P3,0.8146062852591515,2106.3526814945376,0.003332717111612806
PATH_GAMMA2P3,0.8148426886968521,2106.3647668167673,0.0033126393541505956
PATH_GAMMA2P3,0.8150790921345525,2106.377051649919,0.003292354107269258
PATH_GAMMA2P3,0.8153154955722531,2106.3895359859594,0.003271866689226257
PATH_GAMMA2P3,0.8155518990099537,2106.4022198168805,0.003251182445474064
PATH_GAMMA2P3,0.8157883024476542,2106.4151031346687,0.0032303067464103706
PATH_GAMMA2P3,0.8160247058853549,2106.428185931304,0.0032092449850812258
PATH_GAMMA2P3,0.8162611093230554,2106.4414681987705,0.003188002574870312
PATH_GAMMA2P3,0.816497512760756,2106.454949929051,0.003166584947216129
PATH_GAMMA2P3,0.8167339161984566,2106.4686311141377,0.003144997549314458
PATH_GAMMA2P3,0.8169703196361571,2106.482511746008,0.003123245841878743
PATH_GAMMA2P3,0.8172067230738578,2106.4965918166445,0.0031013352968444255
PATH_GAMMA2P3,0.8174431265115583,2106.5108713180357,0.003079271395107781
PATH_GAMMA2P3,0.8176795299492589,2106.5253502421606,0.0030570596243084253
PATH_GAMMA2P3,0.8179159333869594,2106.54002858101,0.003034705476561963
PATH_GAMMA2P3,0.8181523368246599,2106.554906326563,0.0030122144462793672
PATH_GAMMA2P3,0.8183887402623605,2106.5699834708034,0.002989592027936686
PATH_GAMMA2P3,0.8186251437000611,2106.5852600057215,0.0029668437138879854
PATH_GAMMA2P3,0.8188615471377617,2106.6007359233045,0.0029439749922092933
PATH_GAMMA2P3,0.8190979505754623,2106.6164112155193,0.002920991344573984
PATH_GAMMA2P3,0.8193343540131628,2106.632285874372,0.0028978982440347953
PATH_GAMMA2P3,0.8195707574508634,2106.6483598918358,0.0028747011530198723
PATH_GAMMA2P3,0.819807160888564,2106.6646332598884,0.0028514055211903075
PATH_GAMMA2P3,0.8200435643262646,2106.681105970539,0.0028280167833382194
PATH_GAMMA2P3,0.8202799677639652,2106.697778015743,0.0028045403574684332
PATH_GAMMA2P3,0.8205163712016657,2106.71464938751,0.0027809816426293504
PATH_GAMMA2P3,0.8207527746393662,2106.7317200778057,0.002757346017062342
PATH_GAMMA2P3,0.8209891780770668,2106.748990078632,0.0027336388361314692
PATH_GAMMA2P3,0.8212255815147674,2106.766459381959,0.0027098654304796993
PATH_GAMMA2P3,0.821461984952468,2106.7841279797767,0.00268603110405808
PATH_GAMMA2P3,0.8216983883901685,2106.8019958640775,0.0026621411322717945
PATH_GAMMA2P3,0.8219347918278691,2106.8200630268343,0.00263820076016794
PATH_GAMMA2P3,0.8221711952655697,2106.838329460047,0.0026142152005604585
PATH_GAMMA2P3,0.8224075987032703,2106.856795155682,0.0025901896323316112
PATH_GAMMA2P3,0.8226440021409709,2106.8754601057426,0.002566129198591221
PATH_GAMMA2P3,0.8228804055786714,2106.8943243022068,0.0025420390050472203
PATH_GAMMA2P3,0.823116809016372,2106.9133877370605,0.0025179241182831007
PATH_GAMMA2P3,0.8233532124540726,2106.9326504022793,0.0024937895641388677
PATH_GAMMA2P3,0.8235896158917732,2106.9521122898686,0.0024696403260535483
PATH_GAMMA2P3,0.8238260193294737,2106.9717733917973,0.00244548134357838
PATH_GAMMA2P3,0.8240624227671742,2106.9916337000595,0.0024213175107658993
PATH_GAMMA2P3,0.8242988262048748,2107.0116932066353,0.002397153674723288
PATH_GAMMA2P3,0.8245352296425754,2107.031951903521,0.002372994634117928
PATH_GAMMA2P3,0.824771633080276,2107.0524097826933,0.0023488451378023295
PATH_GAMMA2P3,0.8250080365179766,2107.073066836138,0.002324709883398886
PATH_GAMMA2P3,0.8252444399556771,2107.0939230558374,0.0023005935159754807
PATH_GAMMA2P3,0.8254808433933777,2107.1149784337863,0.002276500626726928
PATH_GAMMA2P3,0.8257172468310783,2107.1362329619737,0.0022524357517357545
PATH_GAMMA2P3,0.8259536502687789,2107.1576866323685,0.0022284033707692624
PATH_GAMMA2P3,0.8261900537064795,2107.1793394369715,0.0022044079060417484
PATH_GAMMA2P3,0.82642645714418,2107.2011913677643,0.002180453721135711
PATH_GAMMA2P3,0.8266628605818805,2107.2232424167373,0.00215654511987395
PATH_GAMMA2P3,0.8268992640195811,2107.2454925758666,0.0021326863452910912
PATH_GAMMA2P3,0.8271356674572817,2107.267941837151,0.0021088815785809474
PATH_GAMMA2P3,0.8273720708949823,2107.290590192561,0.0020851349381799554
PATH_GAMMA2P3,0.8276084743326828,2107.3134376341036,0.0020614504787718657
PATH_GAMMA2P3,0.8278448777703834,2107.3364841537486,0.002037832190476644
PATH_GAMMA2P3,0.828081281208084,2107.35972974348,0.002014283997953686
PATH_GAMMA2P3,0.8283176846457846,2107.3831743953024,0.0019908097595928444
PATH_GAMMA2P3,0.8285540880834852,2107.406818101186,0.00196741326681123
PATH_GAMMA2P3,0.8287904915211857,2107.4306608531288,0.0019440982432727973
PATH_GAMMA2P3,0.8290268949588863,2107.454702643104,0.0019208683442626681
PATH_GAMMA2P3,0.8292632983965869,2107.478943463115,0.0018977271560032287
PATH_GAMMA2P3,0.8294997018342875,2107.503383305134,0.0018746781951175023
PATH_GAMMA2P3,0.829736105271988,2107.5280221611565,0.0018517249080300274
PATH_GAMMA2P3,0.8299725087096885,2107.5528600231646,0.0018288706704913367
PATH_GAMMA2P3,0.8302089121473891,2107.5778968831546,0.0018061187870846535
PATH_GAMMA2P3,0.8304453155850897,2107.6031327330984,0.0017834724908351496
PATH_GAMMA2P3,0.8306817190227903,2107.6285675649947,0.0017609349427776698
PATH_GAMMA2P3,0.8309181224604909,2107.654201370821,0.0017385092316550216
PATH_GAMMA2P3,0.8311545258981914,2107.680034142577,0.0017161983735740124
PATH_GAMMA2P3,0.831390929335892,2107.7060658722376,0.0016940053117825062
PATH_GAMMA2P3,0.8316273327735926,2107.7322965517965,0.001671932916405246
PATH_GAMMA2P3,0.8318637362112932,2107.758726173238,0.0016499839842821758
PATH_GAMMA2P3,0.8321001396489938,2107.7853547285513,0.0016281612388080774
PATH_GAMMA2P3,0.8323365430866942,2107.812182209726,0.0016064673298283206
PATH_GAMMA2P3,0.8325729465243948,2107.8392086087483,0.0015849048335692198
PATH_GAMMA2P3,0.8328093499620954,2107.866433917603,0.0015634762526031795
PATH_GAMMA2P3,0.833045753399796,2107.8938581282764,0.001542184015848728
PATH_GAMMA2P3,0.8332821568374966,2107.9214812327614,0.001521030478606527
PATH_GAMMA2P3,0.8335185602751971,2107.949303223042,0.0015000179226462463
PATH_GAMMA2P3,0.8337549637128977,2107.977324091105,0.0014791485563086944
PATH_GAMMA2P3,0.8339913671505983,2108.0055438289423,0.0014584245146487644
PATH_GAMMA2P3,0.8342277705882988,2108.0339624285357,0.0014378478596275622
PATH_GAMMA2P3,0.8344641740259995,2108.0625798818814,0.0014174205803068624
PATH_GAMMA2P3,0.8347005774637,2108.0913961809615,0.001397144593116968
PATH_GAMMA2P3,0.8349369809014006,2108.120411317763,0.0013770217421213975
PATH_GAMMA2P3,0.8351733843391012,2108.149625284268,0.0013570537993340096
PATH_GAMMA2P3,0.8354097877768016,2108.1790380724833,0.0013372424650424251
PATH_GAMMA2P3,0.8356461912145023,2108.2086496743823,0.0013175893682181013
PATH_GAMMA2P3,0.8358825946522028,2108.2384600819587,0.0012980960668830266
PATH_GAMMA2P3,0.8361189980899034,2108.2684692871962,0.0012787640485612834
PATH_GAMMA2P3,0.836355401527604,2108.298677282079,0.0012595947307318482
PATH_GAMMA2P3,0.8365918049653045,2108.3290840586174,0.001240589461300475
PATH_GAMMA2P3,0.8368282084030051,2108.3596896087715,0.0012217495191617625
PATH_GAMMA2P3,0.8370646118407057,2108.3904939245435,0.0012030761146832
PATH_GAMMA2P3,0.8373010152784063,2108.4214969979216,0.0011845703903064246
PATH_GAMMA2P3,0.8375374187161069,2108.4526988208963,0.0011662334211289395
PATH_GAMMA2P3,0.8377738221538074,2108.4840993854496,0.001148066215526294
PATH_GAMMA2P3,0.838010225591508,2108.515698683574,0.0011300697157798918
PATH_GAMMA2P3,0.8382466290292085,2108.547496707263,0.0011122447987454874
PATH_GAMMA2P3,0.8384830324669091,2108.579493448488,0.0010945922765482603
PATH_GAMMA2P3,0.8387194359046097,2108.6116888992588,0.001077112897256125
PATH_GAMMA2P3,0.8389558393423102,2108.64408305155,0.0010598073456446692
PATH_GAMMA2P3,0.8391922427800108,2108.6766758973586,0.0010426762439109628
PATH_GAMMA2P3,0.8394286462177114,2108.709467428673,0.0010257201524549512
PATH_GAMMA2P3,0.839665049655412,2108.7424576374715,0.0010089395706620082
PATH_GAMMA2P3,0.8399014530931126,2108.775646515754,0.0009923349376856835
PATH_GAMMA2P3,0.8401378565308131,2108.8090340555086,0.0009759066332822443
