model,theta,posterior_weight,high_z_chi2,high_z_logpdf,PantheonPlusSH0ES_chi2,PantheonPlusSH0ES_logpdf,DES_Dovekie_raw_chi2,DES_Dovekie_raw_logpdf,Union3p1_UNITY1p8_chi2,Union3p1_UNITY1p8_logpdf
PATH_GAMMA2P3,0.6153181872775698,1.4072398531409892e-16,1039.8757995566377,162.79909884638474,172.96302016168295,81.74905656585696,838.4798724662437,67.19550603272376,28.432906928710977,13.854536247804031
PATH_GAMMA2P3,0.6155545907152703,1.5236513334661241e-16,1039.6161999895148,162.92889862994616,172.8827036815258,81.78921480593556,838.3490628767663,67.26091082746245,28.38443343122276,13.87877299654814
PATH_GAMMA2P3,0.6157909941529709,1.6495226072602943e-16,1039.3569497106614,163.0585237693728,172.80248388251286,81.82932470544199,838.2184407926115,67.32622186953984,28.336025035537087,13.902977194390974
PATH_GAMMA2P3,0.6160273975906715,1.7856081338884726e-16,1039.098048697263,163.187974276072,172.72236075805307,81.86938626767187,838.0880062022336,67.39143916472881,28.287681736976374,13.927148843671333
PATH_GAMMA2P3,0.6162638010283721,1.9327213687071633e-16,1038.8394969264907,163.3172501614582,172.64233430155878,81.90939949591905,837.957759094078,67.4565627188066,28.239403530853917,13.95128794673256
PATH_GAMMA2P3,0.6165002044660726,2.0917392810701423e-16,1038.5812943755327,163.44635143693725,172.56240450644276,81.94936439347703,837.8276994566004,67.52159253754542,28.191190412489412,13.975394505914814
PATH_GAMMA2P3,0.6167366079037732,2.2636072108245567e-16,1038.32344102156,163.57527811392356,172.48257136611466,81.98928096364114,837.6978272782499,67.58652862672068,28.14304237719557,13.999468523561735
PATH_GAMMA2P3,0.6169730113414738,2.449344087906677e-16,1038.0659368417587,163.70403020382426,172.4028348739884,82.0291492097042,837.5681425474778,67.65137099210676,28.09495942029244,14.0235100020133
PATH_GAMMA2P3,0.6172094147791743,2.6500480417373924e-16,1037.808781813304,163.8326077180517,172.32319502347246,82.06896913496223,837.4386452527375,67.71611963947691,28.046941537093936,14.047518943612552
PATH_GAMMA2P3,0.6174458182168749,2.866902428650566e-16,1037.5519759133738,163.9610106680167,172.2436518079802,82.10874074270833,837.3093353824763,67.78077457460745,27.998988722917204,14.071495350700918
PATH_GAMMA2P3,0.6176822216545754,3.1011823079113447e-16,1037.295519119146,164.08923906513053,172.16420522092233,82.14846403623727,837.1802129251441,67.84533580327354,27.95110097307964,14.0954392256197
PATH_GAMMA2P3,0.617918625092276,3.35426139887308e-16,1037.0394114078044,164.21729292080136,172.08485525571012,82.18813901884334,837.0512778691962,67.90980333124753,27.903278282898064,14.119350570710488
PATH_GAMMA2P3,0.6181550285299766,3.627619554163259e-16,1036.7836527565223,164.34517224644242,172.00560190575368,82.2277656938216,836.9225302030816,67.97417716430482,27.855520647687047,14.143229388315998
PATH_GAMMA2P3,0.6183914319676772,3.922850786261518e-16,1036.5282431424812,164.47287705346295,171.9264451644641,82.26734406446639,836.7939699152514,68.0384573082199,27.80782806276574,14.167075680776652
PATH_GAMMA2P3,0.6186278354053778,4.241671887490873e-16,1036.2731825428527,164.6004073532772,171.84738502525397,82.30687413407145,836.6655969941537,68.10264376876876,27.760200523445015,14.190889450437012
PATH_GAMMA2P3,0.6188642388430783,4.585931686199075e-16,1036.0184709348262,164.72776315729047,171.76842148153258,82.34635590593211,836.5374114282458,68.16673655172269,27.712638025047703,14.214670699635668
