model,theta,posterior_weight,high_z_chi2,high_z_logpdf,PantheonPlusSH0ES_chi2,PantheonPlusSH0ES_logpdf,DES_Dovekie_raw_chi2,DES_Dovekie_raw_logpdf,Union3p1_UNITY1p8_chi2,Union3p1_UNITY1p8_logpdf
PATH_GAMMA2P3,0.7425032367604771,0.00019643218602208255,950.0775299622969,207.69823364355508,143.54836170981838,96.45638579178922,794.8918674798845,88.98950852590337,11.637300772594056,22.25233932586249
PATH_GAMMA2P3,0.7427396401981777,0.00020131828632173225,950.0025475589729,207.73572484521713,143.5191062428177,96.47101352528955,794.8602668544896,89.00530883860085,11.623174461665577,22.259402481326727
PATH_GAMMA2P3,0.7429760436358783,0.00020630509108189078,949.9279021478974,207.77304755075485,143.4899439029299,96.48559469523349,794.8288475178765,89.02101850690735,11.609110727090991,22.266434348614023
PATH_GAMMA2P3,0.7432124470735788,0.00021139407612998527,949.8535937061844,207.81020177161133,143.46087468353505,96.50012930493091,794.7976094584818,89.03663753660464,11.595109564167473,22.273434930075783
PATH_GAMMA2P3,0.7434488505112794,0.00021658672249976979,949.7796222109479,207.84718751922964,143.43189857801053,96.51461735769317,794.7665526647468,89.05216593347222,11.581170968190559,22.28040422806424
PATH_GAMMA2P3,0.74368525394898,0.00022188451596177015,949.705987639302,207.88400480505254,143.40301557973544,96.52905885683072,794.7356771251115,89.06760370328982,11.567294934455013,22.287342244932017
PATH_GAMMA2P3,0.7439216573866806,0.00022728894653196584,949.632689968364,207.9206536405216,143.37422568208544,96.5434538056557,794.7049828280211,89.08295085183511,11.553481458257421,22.29424898303081
PATH_GAMMA2P3,0.7441580608243812,0.00023280150797093586,949.5597291752488,207.95713403707921,143.34552887843876,96.55780220747909,794.6744697619147,89.09820738488827,11.539730534895341,22.30112444471185
PATH_GAMMA2P3,0.7443944642620817,0.00023842369726643646,949.4871052370676,207.99344600616973,143.31692516217393,96.57210406561148,794.6441379152315,89.11337330822982,11.526042159662198,22.30796863232842
PATH_GAMMA2P3,0.7446308676997823,0.000244157014101944,949.4148181309392,208.02958955923395,143.28841452666765,96.5863593833646,794.6139872764152,89.12844862763802,11.512416327856371,22.314781548231334
PATH_GAMMA2P3,0.7448672711374829,0.00025000296031111745,949.342867833976,208.06556470771557,143.2599969652993,96.60056816404881,794.5840178339056,89.14343334889281,11.498853034771152,22.32156319477394
PATH_GAMMA2P3,0.7451036745751835,0.0002559630393213388,949.2712543232939,208.10137146305664,143.23167247144454,96.61473041097616,794.5542295761447,89.15832747777324,11.485352275704603,22.32831357430722
PATH_GAMMA2P3,0.745340078012884,0.00026203875557680975,949.1999775760073,208.1370098366999,143.20344103848046,96.62884612745819,794.5246224915745,89.17313102005835,11.471914045952312,22.33503268918336
PATH_GAMMA2P3,0.7455764814505845,0.0002682316139529496,949.1290375692279,208.17247984008964,143.17530265978633,96.64291531680527,794.495196568633,89.18784398152911,11.45853834080853,22.341720541755254
PATH_GAMMA2P3,0.7458128848882851,0.00027454311915825724,949.0584342800732,208.20778148466698,143.147257328738,96.65693798232945,794.4659517957635,89.2024663679639,11.44522515557177,22.34837713437363
PATH_GAMMA2P3,0.7460492883259857,0.0002809747751089576,948.9881676856552,208.24291478187587,143.1193050387139,96.67091412734146,794.4368881614058,89.21699818514264,11.43197448553553,22.355002469391753
PATH_GAMMA2P3,0.7462856917636863,0.0002875280843091974,948.9182377630867,208.27787974316013,143.09144578308974,96.68484375515357,794.4080056540009,89.23143943884509,11.41878632599607,22.361596549161487
PATH_GAMMA2P3,0.7465220952013869,0.0002942045472021014,948.8486444894853,208.3126763799609,143.06367955524354,96.69872686907667,794.3793042619927,89.24579013484924,11.405660672249056,22.368159376034992
PATH_GAMMA2P3,0.7467584986390874,0.0003010056615117546,948.7793878419614,208.3473047037229,143.03600634855252,96.71256347242218,794.3507839738188,89.2600502789362,11.39259751959003,22.374690952364507
PATH_GAMMA2P3,0.746994902076788,0.0003079329215752894,948.7104677976293,208.38176472588887,143.0084261563943,96.72635356850128,794.322444777921,89.27421987688513,11.379596863314108,22.381191280502467
PATH_GAMMA2P3,0.7472313055144886,0.00031498781765270154,948.6418843336064,208.41605645790037,142.9809389721451,96.74009716062585,794.294286662742,89.2882989344746,11.366658698719199,22.387660362799917
PATH_GAMMA2P3,0.7474677089521892,0.0003221718352303018,948.5736374270007,208.4501799112032,142.953544789183,96.7537942521069,794.2663096167198,89.3022874574857,11.353783021097835,22.3940982016106
PATH_GAMMA2P3,0.7477041123898898,0.00032948645431142684,948.505727054928,208.48413509723957,142.92624360088206,96.76744484625738,794.2385136282987,89.31618545169624,11.340969825747148,22.400504799285944
PATH_GAMMA2P3,0.7479405158275902,0.0003369331486832134,948.4381531945057,208.5179220274507,142.8990354006229,96.78104894638699,794.2108986859198,89.32999292288571,11.328219107963024,22.40688015817801
PATH_GAMMA2P3,0.7481769192652908,0.00034451338518310125,948.370915822842,208.5515407132825,142.8719201817811,96.79460655580789,794.18346477802,89.34370987683553,11.315530863040888,22.413224280639074
PATH_GAMMA2P3,0.7484133227029914,0.0003522286229411584,948.3040149170491,208.584991166179,142.8448979377312,96.80811767783285,794.1562118930437,89.35733631932374,11.30290508627418,22.41953716902243
PATH_GAMMA2P3,0.748649726140692,0.0003600803126214056,948.2374504542454,208.61827339758085,142.817968661853,96.82158231577193,794.1291400194314,89.37087225612993,11.290341772961035,22.425818825679
PATH_GAMMA2P3,0.7488861295783926,0.0003680698956382956,948.1712224115403,208.65138741893347,142.791132347521,96.83500047293796,794.1022491456242,89.3843176930335,11.277840918395048,22.432069252962
PATH_GAMMA2P3,0.7491225330160931,0.0003761988033674609,948.1053307660482,208.68433324167952,142.76438898811267,96.84837215264213,794.0755392600622,89.3976726358145,11.26540251787327,22.438288453222885
PATH_GAMMA2P3,0.7493589364537937,0.00038446845634366566,948.0397754948804,208.7171108772634,142.73773857700587,96.8616973581955,794.0490103511868,89.41093709025222,11.253026566687701,22.444476428815673
PATH_GAMMA2P3,0.7495953398914943,0.00039288026344145346,947.9745565751512,208.749720337128,142.71118110757564,96.87497609291063,794.0226624074387,89.42411106212626,11.240713060136791,22.45063318209112
PATH_GAMMA2P3,0.7498317433291949,0.000401435621054902,947.9096739839711,208.782161632718,142.68471657319705,96.8882083600999,793.9964954172582,89.43719455721646,11.228461993515776,22.45675871540163
PATH_GAMMA2P3,0.7500681467668955,0.00041013591224516434,947.845127698455,208.81443477547606,142.65834496724943,96.90139416307375,793.9705093690891,89.45018758130107,11.216273362116524,22.462853031101258
PATH_GAMMA2P3,0.750304550204596,0.0004189825059107917,947.7809176957168,208.8465397768452,142.63206628310718,96.91453350514485,793.9447042513714,89.46309014015992,11.204147161238213,22.468916131540414
PATH_GAMMA2P3,0.7505409536422966,0.00042797675590409073,947.7170439528658,208.8784766482707,142.60588051414743,96.92762638962472,793.9190800525432,89.475902239574,11.192083386175064,22.474948019071984
PATH_GAMMA2P3,0.7507773570799972,0.000437120000174415,947.6535064470156,208.91024540119574,142.57978765374602,96.94067281982541,793.8936367610493,89.48862388532098,11.180082032220337,22.48094869604935
PATH_GAMMA2P3,0.7510137605176977,0.0004464135598725157,947.5903051552773,208.94184604706493,142.5537876952792,96.95367279905884,793.8683743653273,89.50125508318195,11.168143094670757,22.486918164824143
PATH_GAMMA2P3,0.7512501639553983,0.00045585873846681137,947.5274400547646,208.97327859732124,142.527880632123,96.96662633063693,793.8432928538207,89.51379583893527,11.15626656882096,22.492856427749043
PATH_GAMMA2P3,0.7514865673930988,0.00046545682083362513,947.4649111225868,209.0045430634102,142.50206645765425,96.97953341787132,793.818392214967,89.52624615836214,11.14445244996552,22.498763487176756
PATH_GAMMA2P3,0.7517229708307994,0.00047520907235037486,947.4027183358593,209.03563945677394,142.47634516524897,96.99239406407395,793.7936724372112,89.53860604724002,11.132700733399085,22.504639345459974
PATH_GAMMA2P3,0.7519593742685,0.00048511673796110966,947.3408616716937,209.06656778885673,142.45071674828236,97.00520827255724,793.7691335089914,89.55087551134989,11.121011414419833,22.5104840049496
PATH_GAMMA2P3,0.7521957777062006,0.0004951810412609962,947.2793411072,209.09732807110362,142.42518120013006,97.01797604663341,793.7447754187516,89.56305455646987,11.10938448831834,22.51629746800035
PATH_GAMMA2P3,0.7524321811439012,0.0005054031835408641,947.2181566194924,209.12792031495735,142.39973851416946,97.03069738961369,793.7205981549296,89.57514318838082,11.097819950393337,22.522079736962848
PATH_GAMMA2P3,0.7526685845816017,0.0005157843428490814,947.1573081856774,209.15834453186483,142.3743886837741,97.04337230481138,793.696601705967,89.58714141286202,11.086317795936228,22.527830814191407
PATH_GAMMA2P3,0.7529049880193023,0.0005263256730339375,947.096795782869,209.18860073326914,142.34913170232127,97.05600079553778,793.6727860603042,89.59904923569354,11.074878020243425,22.53355070203781
PATH_GAMMA2P3,0.7531413914570029,0.0005370283027771376,947.0366193881844,209.2186889306114,142.32396756318772,97.06858286510459,793.6491512063849,89.61086666265317,11.063500618611737,22.53923940285365
PATH_GAMMA2P3,0.7533777948947035,0.0005478933346226297,946.9767789787273,209.24860913533988,142.29889625974843,97.08111851682423,793.6256971326479,89.62259369952164,11.052185586331017,22.54489691899401
PATH_GAMMA2P3,0.7536141983324041,0.0005589218440115989,946.9172745316149,209.2783613588961,142.27391778537844,97.09360775400921,793.6024238275336,89.63423035207882,11.040932918702893,22.550523252808073
PATH_GAMMA2P3,0.7538506017701045,0.0005701148782846496,946.8581060239511,209.30794561272793,142.2490321334518,97.10605057997253,793.5793312794834,89.64577662610384,11.029742611015902,22.556118406651567
PATH_GAMMA2P3,0.7540870052078051,0.0005814734556990815,946.7992734328556,209.3373619082757,142.22423929734802,97.11844699802441,793.5564194769398,89.65723252737564,11.018614658567706,22.56168238287567
PATH_GAMMA2P3,0.7543234086455057,0.0005929985644442783,946.7407767354321,209.36661025698743,142.19953927043792,97.13079701147944,793.5336884083416,89.66859806167474,11.007549056652575,22.56721518383323
PATH_GAMMA2P3,0.7545598120832063,0.0006046911616347704,946.6826159087959,209.3956906703056,142.17493204610045,97.1431006236482,793.5111380621299,89.67987323478064,10.996545800565485,22.572716811876777
PATH_GAMMA2P3,0.7547962155209069,0.0006165521723086761,946.624790930053,209.42460315967705,142.15041761770937,97.15535783784378,793.4887684267437,89.69105805247375,10.985604885599995,22.57818726935952
PATH_GAMMA2P3,0.7550326189586074,0.0006285824884279962,946.5673017763208,209.45334773654315,142.12599597864144,97.16756865737773,793.4665794906293,89.70215252053094,10.974726307050108,22.583626558634467
PATH_GAMMA2P3,0.755269022396308,0.0006407829678681839,946.5101484247073,209.4819244123499,142.1016671222692,97.17973308556384,793.4445712422244,89.71315664473343,10.963910060213763,22.589034682052638
PATH_GAMMA2P3,0.7555054258340086,0.0006531544334115839,946.4533308523212,209.51033319854304,142.0774310419705,97.19185112571319,793.4227436699686,89.72407043086139,10.953156140382113,22.59441164196846
PATH_GAMMA2P3,0.7557418292717092,0.0006656976717248288,946.3968490362768,209.53857410656516,142.05328773112,97.20392278113843,793.4010967623044,89.7348938846934,10.942464542852392,22.599757440733324
PATH_GAMMA2P3,0.7559782327094098,0.0006784134323621763,946.340702953677,209.56664714786513,142.02923718309148,97.2159480551527,793.3796305076704,89.74562701201046,10.93183526291511,22.605072080701962
PATH_GAMMA2P3,0.7562146361471103,0.00069130242673685,946.2848925816432,209.59455233388192,142.0052793912622,97.22792695106733,793.358344894513,89.75626981858909,10.921268295868034,22.610355564225504
PATH_GAMMA2P3,0.7564510395848109,0.000704365327117851,946.229417897279,209.6222896760641,141.98141434900487,97.23985947219603,793.3372399112686,89.7668223102113,10.91076363700552,22.61560789365676
PATH_GAMMA2P3,0.7566874430225115,0.0007176027656093634,946.1742788776907,209.64985918585825,141.95764204969592,97.25174562185049,793.3163155463753,89.77728449265794,10.900321281619384,22.620829071349828
PATH_GAMMA2P3,0.756923846460212,0.0007310153331459924,946.1194754999955,209.6772608747058,141.93396248670967,97.2635854033436,793.2955717882794,89.7876563717059,10.889941225006403,22.626019099656315
PATH_GAMMA2P3,0.7571602498979126,0.0007446035784747818,946.0650077413015,209.7044947540528,141.91037565342097,97.27537881998796,793.2750086254202,89.79793795313549,10.879623462460355,22.63117798092934
PATH_GAMMA2P3,0.7573966533356131,0.0007583680071586778,946.0108755787181,209.7315608353445,141.8868815432056,97.28712587509563,793.254626046237,89.80812924272709,10.869367989275442,22.636305717521797
PATH_GAMMA2P3,0.7576330567733137,0.0007723090805573699,945.957078989354,209.75845913002655,141.86348014943542,97.29882657198073,793.2344240391724,89.81823024625942,10.859174800746198,22.64140231178642
PATH_GAMMA2P3,0.7578694602110143,0.000786427214844643,945.9036179503229,209.78518964954213,141.8401714654882,97.31048091395434,793.2144025926684,89.8282409695114,10.849043892166243,22.646467766076395
PATH_GAMMA2P3,0.7581058636487149,0.0008007227800011224,945.8504924387299,209.8117524053386,141.816955484738,97.32208890432946,793.1945616951624,89.83816141826435,10.838975258829425,22.65150208274481
PATH_GAMMA2P3,0.7583422670864155,0.0008151960988218813,945.7977024316846,209.8381474088613,141.79383220055922,97.33365054641882,793.174901335095,89.84799159829811,10.828968896030307,22.656505264144368
PATH_GAMMA2P3,0.758578670524116,0.0008298474459475266,945.7452479063003,209.86437467155346,141.77080160632687,97.34516584353503,793.1554215009094,89.85773151539092,10.81902479906404,22.6614773126275
PATH_GAMMA2P3,0.7588150739618166,0.0008446770468623386,945.6931288396825,209.89043420486232,141.74786369541278,97.35663479899205,793.1361221810471,89.86738117532207,10.809142963222614,22.666418230548214
PATH_GAMMA2P3,0.7590514773995172,0.0008596850769448288,945.6413452089428,209.91632602023222,141.7250184611942,97.36805741610135,793.1170033639455,89.87694058387285,10.79932338380303,22.671328020258006
PATH_GAMMA2P3,0.7592878808372177,0.0008748716604980581,945.5898969911897,209.9420501291087,141.7022658970453,97.37943369817577,793.0980650380477,89.88640974682176,10.789566056096684,22.676206684111175
PATH_GAMMA2P3,0.7595242842749184,0.0008902368697897648,945.5387841635335,209.96760654293684,141.67960599633938,97.39076364852872,793.0793071917958,89.8957886699477,10.779870975398229,22.681054224460407
PATH_GAMMA2P3,0.7597606877126188,0.0009057807241197022,945.488006703082,209.99299527316256,141.6570387524506,97.40204727047313,793.0607298136283,89.90507735903145,10.770238137003096,22.685870643657974
PATH_GAMMA2P3,0.7599970911503194,0.0009215031888731275,945.4375645869433,210.01821633123194,141.63456415875532,97.41328456732077,793.0423328919846,89.91427581985329,10.76066753620327,22.690655944057884
PATH_GAMMA2P3,0.76023349458802,0.0009374041746127384,945.387457792231,210.0432697285881,141.6121822086256,97.42447554238561,793.0241164153108,89.92338405819021,10.751159168294526,22.69541012801226
PATH_GAMMA2P3,0.7604698980257205,0.0009534835361533759,945.3376862960471,210.06815547668,141.58989289543587,97.43562019898047,793.0060803720423,89.93240207982444,10.74171302856885,22.700133197875093
PATH_GAMMA2P3,0.7607063014634212,0.0009697410716704605,945.2882500755045,210.09287358695136,141.56769621256015,97.44671854041837,792.9882247506231,89.94132989053412,10.732329112321322,22.704825155998858
PATH_GAMMA2P3,0.7609427049011217,0.000986176521818427,945.2391491077094,210.11742407084887,141.54559215337378,97.45777057001158,792.9705495394904,89.95016749610033,10.723007414845148,22.70948600473695
PATH_GAMMA2P3,0.7611791083388223,0.0010027895688494435,945.1903833697731,210.141806939817,141.52358071124956,97.46877629107365,792.9530547270883,89.95891490230144,10.713747931435218,22.71411574644191
PATH_GAMMA2P3,0.7614155117765229,0.001019579835764685,945.141952838808,210.16602220529956,141.50166187956225,97.47973570691732,792.935740301861,89.96757211491513,10.704550657384846,22.7187143834671
PATH_GAMMA2P3,0.7616519152142234,0.001036546885471388,945.0938574919115,210.19006987874783,141.47983565168434,97.49064882085628,792.9186062522396,89.97613913972589,10.695415587987702,22.72328191816567
PATH_GAMMA2P3,0.761888318651924,0.0010536902199641837,945.0460973062004,210.2139499716033,141.45810202099153,97.50151563620267,792.9016525666719,89.98461598250958,10.686342718536888,22.727818352891074
PATH_GAMMA2P3,0.7621247220896246,0.0010710092795024567,944.9986722587782,210.23766249531445,141.43646098085554,97.51233615627064,792.8848792335958,89.99300264904775,10.67733204432689,22.732323689996075
PATH_GAMMA2P3,0.7623611255273252,0.0010885034418372374,944.9515823267576,210.26120746132474,141.41491252465198,97.52311038437244,792.8682862414544,90.00129914511842,10.66838356065129,22.736797931833873
PATH_GAMMA2P3,0.7625975289650258,0.0011061720214350212,944.9048274872449,210.2845848810811,141.393456645754,97.53383832382144,792.8518735786881,90.00950547650154,10.659497262802834,22.741241080758105
PATH_GAMMA2P3,0.7628339324027262,0.0011240142687186838,944.8584077173449,210.30779476603118,141.37209333753472,97.54451997793109,792.835641233734,90.01762164897866,10.650673146076196,22.74565313912142
PATH_GAMMA2P3,0.7630703358404268,0.0011420293693582377,944.8123229941701,210.33083712761848,141.3508225933677,97.55515535001462,792.819589195038,90.02564766832654,10.64191120576437,22.750034109277333
PATH_GAMMA2P3,0.7633067392781274,0.0011602164435227066,944.7665732948276,210.3537119772897,141.32964440662727,97.5657444433848,792.8037174510386,90.03358354032628,10.633211437161805,22.754383993578617
PATH_GAMMA2P3,0.763543142715828,0.0011785745452366166,944.7211585964204,210.37641932649336,141.3085587706863,97.57628726135528,792.7880259901733,90.04142927075895,10.624573835560772,22.758702794379136
PATH_GAMMA2P3,0.7637795461535286,0.0011971026616841487,944.6760788760625,210.3989591866723,141.28756567891884,97.58678380723904,792.7725148008888,90.04918486540123,10.615998396255009,22.762990514032015
PATH_GAMMA2P3,0.7640159495912291,0.0012157997125789722,944.6313341108566,210.42133156927522,141.2666651246975,97.59723408434968,792.7571838716194,90.0568503300359,10.607485114539733,22.767247154889656
PATH_GAMMA2P3,0.7642523530289297,0.0012346645495295502,944.5869242779168,210.44353648574514,141.24585710139613,97.60763809600036,792.7420331908146,90.06442567043825,10.599033985705951,22.77147271930654
PATH_GAMMA2P3,0.7644887564666303,0.0012536959554832925,944.542849354344,210.46557394753157,141.22514160238805,97.61799584550442,792.7270627469088,90.0719108923912,10.59064500504713,22.77566720963595
PATH_GAMMA2P3,0.7647251599043309,0.0012728926441033996,944.4991093172453,210.4874439660809,141.20451862104585,97.62830733617551,792.7122725283401,90.07930600167549,10.582318167859249,22.7798306282299
PATH_GAMMA2P3,0.7649615633420315,0.0012922532592790626,944.4557041437313,210.50914655283796,141.18398815074318,97.63857257132685,792.6976625235553,90.086611004068,10.574053469432807,22.783962977443114
PATH_GAMMA2P3,0.765197966779732,0.0013117763745825255,944.412633810909,210.53068171924903,141.16355018485348,97.64879155427172,792.6832327209927,90.09382590534926,10.565850905062966,22.78806425962804
PATH_GAMMA2P3,0.7654343702174325,0.0013314604927830169,944.3698982958841,210.55204947676148,141.14320471674893,97.658964288324,792.6689831090926,90.10095071129933,10.557710470042732,22.792134477138152
PATH_GAMMA2P3,0.7656707736551331,0.0013513040454018327,944.3274975757632,210.57324983682196,141.12295173980368,97.66909077679657,792.6549136762951,90.10798542769805,10.549632159664341,22.79617363232735
PATH_GAMMA2P3,0.7659071770928337,0.001371305392262575,944.2854316276566,210.59428281087523,141.10279124739026,97.67917102300328,792.6410244110446,90.11493006032333,10.541615969221816,22.800181727548615
PATH_GAMMA2P3,0.7661435805305343,0.001391462821115904,944.2437004286654,210.61514841037084,141.08272323288168,97.6892050302576,792.6273153017762,90.1217846149575,10.533661894007558,22.804158765155744
PATH_GAMMA2P3,0.7663799839682348,0.0014117745472456435,944.2023039559034,210.6358466467519,141.06274768965,97.69919280187344,792.6137863369364,90.12854909737746,10.525769929317033,22.808104747501
PATH_GAMMA2P3,0.7666163874059354,0.001432238713150757,944.1612421864724,210.65637753146737,141.04286461106904,97.70913434116392,792.6004375049629,90.13522351336417,10.517940070440467,22.812019676939283
PATH_GAMMA2P3,0.766852790843636,0.0014528533882332032,944.1205150974797,210.67674107596375,141.02307399051247,97.71902965144221,792.5872687942943,90.14180786869849,10.510172312672958,22.815903555823038
PATH_GAMMA2P3,0.7670891942813366,0.0014736165685103634,944.0801226660319,210.6969372916876,141.0033758213516,97.72887873602264,792.5742801933743,90.14830216915846,10.502466651306015,22.81975638650651
PATH_GAMMA2P3,0.7673255977190372,0.0014945261763991556,944.0400648692362,210.71696619008543,140.983770096959,97.73868159821893,792.5614716906429,90.15470642052412,10.494823081634275,22.82357817134238
PATH_GAMMA2P3,0.7675620011567377,0.0015155800604829664,944.0003416842002,210.73682778260348,140.96425681070826,97.74843824134427,792.5488432745417,90.16102062857476,10.487241598950126,22.82736891268446
PATH_GAMMA2P3,0.7677984045944383,0.001536775995357834,943.9609530880263,210.75652208069047,140.94483595597,97.75814866871343,792.5363949335093,90.16724479909101,10.479722198546959,22.831128612886044
PATH_GAMMA2P3,0.7680348080321389,0.0015581116815105776,943.9218990578242,210.77604909579142,140.9255075261197,97.76781288363861,792.5241266559881,90.17337893785157,10.472264875716574,22.834857274301232
PATH_GAMMA2P3,0.7682712114698395,0.0015795847451647417,943.8831795706998,210.79540883935368,140.90627151452782,97.77743088943453,792.5120384304187,90.17942305063627,10.464869625753254,22.838554899282894
PATH_GAMMA2P3,0.76850761490754,0.001601192738254716,943.8447946037566,210.81460132282535,140.88712791456746,97.78700268941469,792.5001302452407,90.18537714322531,10.457536443948314,22.842221490185363
PATH_GAMMA2P3,0.7687440183452405,0.0016229331384044283,943.8067441341043,210.83362655765131,140.86807671961077,97.79652828689302,792.4884020888966,90.19124122139726,10.45026532559698,22.845857049361026
PATH_GAMMA2P3,0.7689804217829411,0.0016448033488887853,943.7690281388452,210.85248455528097,140.84911792302978,97.80600768518354,792.4768539498259,90.19701529093265,10.443056265989528,22.849461579164757
PATH_GAMMA2P3,0.7692168252206417,0.0016668006987384644,943.7316465950885,210.8711753271593,140.83025151819908,97.81544088759892,792.4654858164697,90.20269935761075,10.435909260419768,22.85303508194964
PATH_GAMMA2P3,0.7694532286583423,0.0016889224427747511,943.6945994799355,210.88969888473588,140.81147749848705,97.8248278974549,792.454297677266,90.20829342721265,10.42882430418236,22.85657756006834
