"artifact","bytes","sha256","source","note"
"github_export/results/2026-07-16/audit/research_reproducibility_audit_2026-07-16.md","8114","eb1ce76f37ba53df6d1ad69839236b8060f927dfcf9f0c49ae087b99a5f969a8","outputs/research_reproducibility_audit_2026-07-16.md","Cross-stream model-upgrade reproducibility audit result or provenance artefact; see the named submanifest where present."
