split,model,n_chains,n_saved_per_chain,n_global_params,n_galaxies,mean_accept_global,mean_accept_galaxy,max_global_rhat,median_global_rhat,complete
all_Q2,RAR,5,3000,3,157,0.2282604166666667,0.6809997080679405,1.0307085475591204,1.0245004719013704,True
