split,model,chain,accept_global,accept_galaxy,n_saved,final_logpost
all_Q2,RAR,1,0.13366666666666666,0.6807735042735042,1500,-11421.837110031769
all_Q2,RAR,2,0.13375,0.6808071581196581,1500,-11438.403594458154
all_Q2,RAR,3,0.13283333333333333,0.6812270299145299,1500,-11447.332500582184
