window_index,bcut_deg,tag,z_lo,z_hi,z_center,N,n_mocks,observed_amp,mock_amp_mean,mock_amp_p50,mock_amp_p95,mock_amp_p99,p_amp_ge_observed,observed_abs_amp_par_cmb,mock_abs_par_p95,mock_abs_par_p99,p_abs_par_ge_observed,observed_formal_snr,mock_snr_p95,mock_snr_p99,p_snr_ge_observed,observed_sep_cmb_deg,mock_sep_p05,p_sep_le_observed,priority_score,saved_catalog_paths
1,15.0,z1p00_1p50,1.0,1.5,1.25,185739,5000,0.0022497252686966,0.0011788211889913762,0.0011169237687328251,0.0021723196446572154,0.0026798126139589264,0.041591681663667265,0.0012199505308011,0.0018102129744804916,0.002359647055261337,0.1891621675664867,3.597784382649293,2.754340592854284,3.3895765699642153,0.0061987602479504095,122.83805947605632,17.82309329459963,0.7058588282343531,0.034539771988166,C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\quaia_redshift_window_highstat_mocks_20260714\mock_catalogs\mock_window001_z1p00_1p50_bcut15_mock000.npz
2,10.0,z1p00_1p50,1.0,1.5,1.25,194552,5000,0.0020920732573586,0.0011098354684605607,0.001043487414060671,0.0020450753970900504,0.002522324184655261,0.04379124175164967,0.0011353427258482,0.0016836319676457666,0.002203927575164489,0.1911617676464707,3.4795472766175406,2.79932407721667,3.361057552045489,0.007598480303939212,122.8668001717104,18.150584736965442,0.6986602679464107,0.0334046615289144,C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\quaia_redshift_window_highstat_mocks_20260714\mock_catalogs\mock_window002_z1p00_1p50_bcut10_mock000.npz
3,10.0,z1p70_1p80,1.7000000000000004,1.8000000000000005,1.7500000000000004,34300,5000,0.0007510803032586,0.0005298881091119341,0.0005026011299089756,0.0009743983238959296,0.001192607393913303,0.1807638472305539,0.0006826395259508,0.0008003313015689655,0.001060732917167641,0.09618076384723055,2.7001400518033387,2.793161455477832,3.35684277004446,0.0637872425514897,155.35060377628432,17.998854822352158,0.9168166366726654,0.0249245991070372,C:\Users\clive\Documents\Cosmology\plamb_runs\diagnostics\quaia_redshift_window_highstat_mocks_20260714\mock_catalogs\mock_window003_z1p70_1p80_bcut10_mock000.npz
