mock_id,z_global_mean,dipole_amp,dipole_frac,l_dip_deg,b_dip_deg,C2_residual,D2_residual
0,1.5073453518655011,0.005407784368844921,0.003587621351770654,353.47931199624537,63.47690684539668,1.273129014871977e-06,1.2157486554635418e-06
1,1.5071826110819746,0.0051453378161984776,0.0034138781713416587,134.10339966179757,20.52888709950568,1.6228044774173911e-06,1.549664125515827e-06
2,1.5077382164835982,0.0015261376318031596,0.0010122033222467978,333.6902027743619,-54.76241198394875,1.3617492426761099e-06,1.3003747393412872e-06
3,1.5064647534945776,0.002146698091317868,0.0014249905856331042,68.16216481215545,35.093612513678934,3.1454266941416964e-06,3.0036612390351013e-06
4,1.5083832370441246,0.0026799299315115686,0.0017766903434721561,317.885330146119,13.585469493440364,6.6187742590612176e-06,6.320463843233939e-06
5,1.5075566486731045,0.0032286446914522133,0.0021416407100150743,358.18827549221623,22.65110047843099,1.733588499235214e-06,1.6554550736432684e-06
6,1.5068386096813156,0.004068867360606134,0.0027002675233193467,258.4896619021042,-44.50497177413176,5.195087077119675e-06,4.9609427286985364e-06
7,1.508887282027646,0.0016710217055727287,0.001107452972449477,282.2802652034802,45.20409835686868,4.478825597393936e-06,4.276963398430536e-06
8,1.5074797063081067,0.0032928399290956182,0.002184334499042742,31.620242750387032,28.679131352230765,1.8185801735679212e-06,1.73661614419351e-06
9,1.508066133987389,0.0021850948356146173,0.001448938336568262,1.6971883949097948,58.24666389500161,1.2639099617616759e-06,1.2069451082247549e-06
10,1.509339070104307,0.001014238524778161,0.0006719752671002343,354.9121358033289,60.081947400968154,5.021111938360263e-07,4.794808708846583e-07
11,1.5082444238555448,0.0025658647779900905,0.0017012260993022185,253.36099983079134,0.888336239334592,3.1855708116638906e-06,3.041996047473416e-06
12,1.5078430886882896,0.0022465605867646107,0.001489916692007356,268.5287984638645,-22.307709826914568,2.9161165545259347e-06,2.7846861857094544e-06
13,1.5066924377938382,0.001243336615814182,0.0008252093025931206,347.5249291403471,48.907568598849004,2.5419564651104916e-06,2.4273896192804145e-06
14,1.5082388623062042,0.003931160090469128,0.0026064572321509508,294.8542271250768,-1.8650901497085945,9.9134273887129e-07,9.466625831377429e-07
15,1.509525837536686,0.0016146514814657747,0.0010696415002081963,226.96850441292148,14.268458089386836,2.2910962666027073e-06,2.1878357755752467e-06
16,1.5101349233886832,0.003516652009727617,0.0023287005387812557,101.76963292224538,10.261809523235465,8.0959788170911e-07,7.731090287443946e-07
17,1.5083824641697499,0.0013762583046239463,0.000912406725293954,129.04628466561996,61.83691744603898,3.353362622735671e-06,3.2022254243279075e-06
18,1.5072685909642096,0.004129656799102132,0.00273982807301807,13.972756747144256,-1.5503874986367263,2.0407099434120535e-06,1.9487344494648623e-06
19,1.508550417453332,0.005817191227939624,0.0038561463777657154,210.25075208801843,4.449169950880038,1.843662577789074e-06,1.760568075892063e-06
20,1.5078036180385734,0.0022746166495158423,0.0015085629337292462,239.98071173868303,26.445579932174667,8.877320293927306e-07,8.477216437131167e-07
21,1.507817975113174,0.0030591488384342502,0.002028858183763618,296.0367065669551,31.898587018361997,1.4279395309790675e-06,1.3635818087498472e-06
22,1.5097988620477345,0.003735315940323336,0.0024740487188188373,115.79316389351527,-66.18171197802336,2.0059408481852513e-06,1.9155324092317917e-06
23,1.5082406783415157,0.002779799372000883,0.0018430741273054595,312.0285073010719,19.68608913815461,1.6689283441501382e-06,1.5937091738259984e-06
24,1.50785245157989,0.00268722868460885,0.0017821562592501934,205.0741723436847,-27.657086149237806,1.0819837422704996e-06,1.033218365564504e-06
25,1.5093921909381443,0.0036973455838746213,0.0024495592372030103,44.52923813715412,-10.012304456923323,4.026034357400825e-06,3.844579614228863e-06
26,1.5082367412028035,0.0021702367843269028,0.0014389231644073072,158.46832176018404,49.74893268971885,8.941390550508263e-07,8.538399025371321e-07
27,1.5073474240201326,0.0032584464730250774,0.0021617089869930056,350.46464743432114,22.666283806868044,8.036702889066203e-07,7.674485945734815e-07
28,1.5076310583464243,0.0032519965880582354,0.0021570241406574883,283.37843711648895,-24.69911569430733,2.4951366132632788e-06,2.38267995414253e-06
29,1.5065010618621506,0.0017298278399315236,0.0011482420316340993,236.6106578450059,-41.083671562517296,6.274960277384668e-07,5.992145675106364e-07
30,1.5103199748155574,0.003901456732509931,0.002583198790697569,38.39503605216893,22.88082909032398,2.4182389829034175e-06,2.309248126239578e-06
31,1.5063166416017713,0.0028217566431760367,0.0018732825258940687,70.87006814213429,24.68075110404381,3.4539782335578953e-06,3.2983062552153126e-06
32,1.509487833823297,0.0028392604938177056,0.0018809429464736406,90.70833556930633,-2.099569295629052,8.901741498217841e-07,8.500536969405741e-07
33,1.507574097546967,0.004455990197443233,0.002955735445901962,98.91790145519859,-44.50534461951678,6.7093210009407235e-06,6.406929612539875e-06
34,1.5078292264371485,0.004699922763419816,0.00311701264374963,231.16924918450542,14.092775979675688,2.743046130955558e-06,2.619416105224053e-06
35,1.5077971098654974,0.004587061572554164,0.0030422273278951644,226.8783398590002,-0.34668979103850694,1.3421045143048193e-06,1.2816154055853561e-06
36,1.5080958865599228,0.0027786826379764236,0.00184251058751629,4.15437568476198,-11.066754419891947,2.459906020366961e-07,2.349037216097487e-07
37,1.5083924453700353,0.002083065272805954,0.0013809836287630977,60.56835032548733,-1.332150430865828,2.010925898964842e-06,1.9202927820706073e-06
38,1.5083297774205537,0.003198874534831708,0.0021208057963970003,1.88460470813727,52.79928040457936,9.627097431864953e-07,9.193200863451591e-07
39,1.506690817203384,0.002558654890854529,0.001698195052123387,155.1541073850798,-17.49034753276662,3.941627503589102e-06,3.7639770061390385e-06
40,1.5086945053359202,0.002207651595719568,0.0014632860316728074,248.62533462950117,-28.69586634361744,2.9821955483676944e-06,2.847786976736184e-06
41,1.5077001521288975,0.0015532343417962358,0.0010302010911142,97.99537012952784,2.059063049587308,3.477499866209114e-06,3.320767759851511e-06
42,1.5087904098593345,0.004750309851337568,0.003148422617413403,82.62015075809508,8.126072643364179,1.7333105097820961e-06,1.6551896132697217e-06
43,1.5072074108730027,0.003743190621148578,0.0024835272134048573,286.54648034504106,-32.99910631576003,3.05706825242947e-07,2.919285142460714e-07
44,1.5094386311872132,0.00219703004234656,0.001455527900871689,65.24144368632486,-44.611751310035096,3.2640118705646e-06,3.116901741065879e-06
45,1.509811441321513,0.0038431424379009455,0.002545445300465538,136.34980326282246,-11.50710435020665,2.9741016103416276e-06,2.8400578352606165e-06
46,1.5094355927392076,0.0025880647640917995,0.001714591054127178,309.76220712494774,-17.288003142654745,3.206140349623735e-06,3.06163850933397e-06
47,1.5073121449400473,0.008216867452215204,0.005451337654114123,303.12291098768844,0.25726313793704997,1.5310451969606835e-06,1.4620404671603834e-06
48,1.5076180630863427,0.0017911867834615987,0.0011880905564335997,96.26153276702905,3.318420119952494,1.333517590075612e-06,1.2734154969631527e-06
49,1.5092499363640537,0.003658916250793308,0.0024243275832815554,235.97583673668373,-25.28214019150216,1.1332804555522879e-06,1.0822031184634895e-06
