dataset,level,group,N,component_kind,covariance_role,budget_kind,sigma_projected_mag,projected_variance_raw_mag2,sigma_documented_mag,sigma_included_mag,sigma_add_mag,sigma_hierarchy_mag,additive_prior,prior_action,explicit_base,explicit_prior_role,source_path,note
PantheonPlusSH0ES,survey,IDSURVEY_63,28,CALIB,contained_in_STAT+SYS,primary_calibration_component,0.005608021996594319,3.144991071428573e-05,,0.005608021996594319,0.0,0.005608021996594319,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_63,28,CSP_RECAL,contained_in_STAT+SYS,calibration_component_control,0.001271543935376137,1.6168239795918338e-06,,0.001271543935376137,0.0,0.001271543935376137,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CSP_RECAL.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_63,28,HSTCALSPEC,contained_in_STAT+SYS,calibration_component_control,0.0001928571428570839,3.719387755099767e-08,,0.0001928571428570839,0.0,0.0001928571428570839,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_HSTCALSPEC.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_63,28,CALIB+CSP_RECAL+HSTCALSPEC,contained_in_STAT+SYS,aggregate_calibration_component_control,0.005753601356665976,3.310392857142856e-05,,0.005753601356665976,0.0,0.005753601356665976,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_64,53,CALIB,contained_in_STAT+SYS,primary_calibration_component,0.0032152294240378886,1.0337700249199013e-05,,0.0032152294240378886,0.0,0.0032152294240378886,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_64,53,CSP_RECAL,contained_in_STAT+SYS,calibration_component_control,3.168463325234285e-05,1.0039159843354704e-09,,3.168463325234285e-05,0.0,3.168463325234285e-05,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CSP_RECAL.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_64,53,HSTCALSPEC,contained_in_STAT+SYS,calibration_component_control,0.0015849056603773606,2.5119259522961974e-06,,0.0015849056603773606,0.0,0.0015849056603773606,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_HSTCALSPEC.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_64,53,CALIB+CSP_RECAL+HSTCALSPEC,contained_in_STAT+SYS,aggregate_calibration_component_control,0.0035847775548113925,1.2850630117479547e-05,,0.0035847775548113925,0.0,0.0035847775548113925,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_65,35,CALIB,contained_in_STAT+SYS,primary_calibration_component,0.005972385432563947,3.566938775510204e-05,,0.005972385432563947,0.0,0.005972385432563947,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_65,35,CSP_RECAL,contained_in_STAT+SYS,calibration_component_control,0.0009199645068574933,8.463346938775507e-07,,0.0009199645068574933,0.0,0.0009199645068574933,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CSP_RECAL.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_65,35,HSTCALSPEC,contained_in_STAT+SYS,calibration_component_control,0.004817142857142856,2.3204865306122437e-05,,0.004817142857142856,0.0,0.004817142857142856,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_HSTCALSPEC.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_65,35,CALIB+CSP_RECAL+HSTCALSPEC,contained_in_STAT+SYS,aggregate_calibration_component_control,0.007727909662716175,5.9720587755102025e-05,,0.007727909662716175,0.0,0.007727909662716175,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_OTHER,78,CALIB,contained_in_STAT+SYS,primary_calibration_component,0.015794418335565347,0.00024946365055884286,,0.015794418335565347,0.0,0.015794418335565347,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_OTHER,78,CSP_RECAL,contained_in_STAT+SYS,calibration_component_control,0.001078934324596067,1.164099276791571e-06,,0.001078934324596067,0.0,0.001078934324596067,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CSP_RECAL.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_OTHER,78,HSTCALSPEC,contained_in_STAT+SYS,calibration_component_control,0.005215384615384616,2.7200236686390533e-05,,0.005215384615384616,0.0,0.005215384615384616,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_HSTCALSPEC.cov,Grouping increment is release grouping covariance minus STATONLY.
PantheonPlusSH0ES,survey,IDSURVEY_OTHER,78,CALIB+CSP_RECAL+HSTCALSPEC,contained_in_STAT+SYS,aggregate_calibration_component_control,0.016668172860935446,0.00027782798652202495,,0.016668172860935446,0.0,0.016668172860935446,False,covariance_contained,STATONLY,component_replacement_sensitivity,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\PantheonPlusSH0ES\Pantheon+SH0ES_122221_CALIB.cov,Grouping increment is release grouping covariance minus STATONLY.
Union3p1_UNITY1p8,dataset,ALL,22,documented_zero_point_budget_in_compressed_covariance,contained_in_release_precision,documented_important_dataset_zero_point,0.01,0.0001,0.01,0.01,0.0,,False,covariance_contained,released_STAT+SYS,none,C:\Users\clive\Documents\Cosmology\external_datasets\current_cosmology_sources\Union3_release\mu_mat_union3.1_UNITY1.8_template_cosmo=2_0_mu.fits,The 0.01 mag documented scale is already propagated through UNITY calibration derivatives; total compressed common-mode sigma is 0.00419627 mag.
