galaxy,scenarios,fraction_scenarios_plamb_worse,minimum_delta_profile_objective,maximum_delta_profile_objective,baseline_delta_profile_objective,combined_delta_profile_objective,robustness_status
UGC06787,12,0.16666666666666666,-10.436854834914243,1.734038682037749,-3.0228005568793037,-1.1410239374495035,erased_or_reversed
UGC03580,12,0.0,-5.066818234413375,-0.13114172228551269,-2.6978763235173915,-0.13114172228551269,erased_or_reversed
UGC02487,12,0.9166666666666666,-0.026589847566988567,0.6529025539512006,0.5478653599299435,0.05463265138658713,persistent_conventional_tension
NGC5985,12,0.16666666666666666,-3.68971114519951,4.713396947179604,-3.660684999404225,0.07020482182073806,erased_or_reversed
UGC09133,12,1.0,1.2605482812093882,12.238628547898003,12.15103364707656,1.2605482812093882,persistent_conventional_tension
NGC2903,12,1.0,2.215744809070472,9.540954503017048,6.216802496766405,2.215744809070472,persistent_conventional_tension
