scenario,model,galaxy,N_points,success,message,optimisation_starts,successful_starts,best_start_index,profile_objective_start_spread,profile_objective,data_objective,prior_objective,logd,distance_pull,distance_multiplier,logeta_disk,disk_ml_multiplier,logeta_bulge,bulge_ml_multiplier,delta_inc_deg,inclination_pull,trial_inclination_deg,logeta_gas,gas_multiplier
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC03580,47,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,5,29.23465588482523,193.94486786474033,177.91685427731315,16.02801358742719,0.07402688028408785,-0.16737260058680573,1.0768357507580861,-0.6,0.5488116360940265,-0.6,0.5488116360940265,0.0,0.0,63.0,0.0,1.0
stellar_ml_tight,RAR,UGC02487,17,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,4,6.124878382252064e-12,48.523548586355716,36.44523645494087,12.078312131414851,0.14615712645291287,0.19989138503182463,1.1573780284687447,0.5204450021146427,1.6827763221279421,0.5204450021146427,1.6827763221279421,0.0,0.0,36.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC02487,17,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,5,5.6346038945775945e-12,49.08283699891156,36.846545107608016,12.236291891303548,0.13910305962176667,0.15302253714411282,1.1492425344015118,0.5242038819721428,1.6891135791821292,0.5242038819721428,1.6891135791821292,0.0,0.0,36.0,0.0,1.0
stellar_ml_tight,RAR,NGC5985,33,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,6,1.0231815394945443e-12,498.56920104973494,482.54908338534636,16.02011766438857,0.15144204154887428,0.14183675260161355,1.1635108645678371,0.6,1.8221188003905089,0.6,1.8221188003905089,0.0,0.0,60.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC5985,33,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,7.958078640513122e-13,496.94019475437904,480.92649941314534,16.013695341233703,0.14525525064575112,0.11702709615171562,1.1563346877777114,0.6,1.8221188003905089,0.6,1.8221188003905089,0.0,0.0,60.0,0.0,1.0
stellar_ml_tight,RAR,UGC09133,68,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,1.864464138634503e-11,204.70760059436446,193.87166452939408,10.835936064970387,-0.21574976045595404,-1.6620203772427395,0.8059369539376502,0.42621185745883056,1.5314451888533496,0.42621185745883056,1.5314451888533496,0.0,0.0,53.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC09133,68,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,5,1.6058265828178264e-11,216.66345536171582,206.08223963939088,10.58121572232493,-0.2179706677780656,-1.6731443954964738,0.8041490287984076,0.4184382630307995,1.5195865070748125,0.4184382630307995,1.5195865070748125,0.0,0.0,53.0,0.0,1.0
stellar_ml_tight,RAR,NGC2903,34,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,8,4.547473508864641e-13,245.580622145245,228.61366621745705,16.966955927787964,0.4110739229440226,0.9833391723042286,1.508436860530259,-0.6,0.5488116360940265,-0.6,0.5488116360940265,0.0,0.0,66.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC2903,34,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,0,5.400124791776761e-13,255.12157664826205,238.21078294484826,16.910793703413784,0.402378708564148,0.9543551243713132,1.495377537736098,-0.6,0.5488116360940265,-0.6,0.5488116360940265,0.0,0.0,66.0,0.0,1.0
stellar_ml_tight,RAR,NGC3521,41,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,10,7.069900220812997e-13,20.00941874623807,17.76184452419615,2.247574222041921,0.22030564857924584,0.3489555545278204,1.2464576503805473,-0.21870207010368536,0.803561087365675,-0.21870207010368536,0.803561087365675,0.0,0.0,75.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC3521,41,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,2.3092638912203256e-13,20.292406352045465,17.32443188529532,2.967974466750145,0.2306300156229234,0.38351973984795834,1.2593931974327686,-0.2519324496917472,0.7772972429639315,-0.2519324496917472,0.7772972429639315,0.0,0.0,75.0,0.0,1.0
stellar_ml_tight,RAR,NGC4559,32,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,5,3.090860900556436e-13,11.279979762185574,10.209271631054559,1.0707081311310147,-0.17904349530288116,-0.9837188885187839,0.8360695335085789,-0.04814165336591192,0.9529987820305863,-0.04814165336591192,0.9529987820305863,0.0,0.0,67.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC4559,32,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,3,1.9539925233402755e-13,11.300202321995565,10.1937771920675,1.1064251299280652,-0.18066884969587152,-0.9891367364954183,0.8347117279759573,-0.05367268434663313,0.9477422666181201,-0.05367268434663313,0.9477422666181201,0.0,0.0,67.0,0.0,1.0
stellar_ml_tight,RAR,NGC5033,22,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,3,5.6274984672199935e-12,97.18019254663544,97.16588555131837,0.01430699531707255,0.1514594569927273,0.11820859279097456,1.1635311278024174,0.0027402167647154066,1.0027439745903093,0.0027402167647154066,1.0027439745903093,0.0,0.0,66.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC5033,22,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,2.3007373783912044e-11,102.78117217974015,102.76704233189933,0.014129847840815052,0.15091941205166667,0.11640461288147413,1.1629029383436182,-0.0036118989003579467,0.9963946161602015,-0.0036118989003579467,0.9963946161602015,0.0,0.0,66.0,0.0,1.0
stellar_ml_tight,RAR,NGC6195,23,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,9,3.694822225952521e-13,126.63431413213746,106.20039848607192,20.433915646065543,-0.2845538068380128,-4.0,0.7523498728071458,0.3158529753484598,1.3714286069896908,0.3158529753484598,1.3714286069896908,0.0,0.0,62.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC6195,23,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,9,3.410605131648481e-13,124.85865116146253,104.5334343494045,20.32521681205803,-0.2845538068380128,-4.0,0.7523498728071458,0.31195733405596626,1.36609640599325,0.31195733405596626,1.36609640599325,0.0,0.0,62.0,0.0,1.0
stellar_ml_tight,RAR,NGC6674,15,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,4,1.9980461729574017e-11,77.48293574567296,64.03681687355223,13.446118872120742,-0.09387343020492411,-1.0538445877091298,0.9103979838350779,0.5268296074483956,1.6935545555802047,0.5268296074483956,1.6935545555802047,0.0,0.0,54.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,NGC6674,15,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,10,8.498091119690798e-12,75.64223201863479,61.313017460446716,14.329214558188067,-0.10927375349793601,-1.1311481712975815,0.8964849680076008,0.5418659090467489,1.7192117640110949,0.5418659090467489,1.7192117640110949,0.0,0.0,54.0,0.0,1.0
stellar_ml_tight,RAR,UGC02885,19,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,4,1.7337242752546445e-12,44.46567004263831,39.83085746376023,4.634812578878076,0.007934865395912061,-1.0813730585684194,1.0079664298717261,0.2792355814707544,1.3221187738697904,0.2792355814707544,1.3221187738697904,0.0,0.0,64.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC02885,19,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,3,1.2221335055073723e-12,43.83479228540721,39.21676921487372,4.6180230705334875,0.005263318417455446,-1.1080885283529855,1.005277194011045,0.27618592449106644,1.3180929069997647,0.27618592449106644,1.3180929069997647,0.0,0.0,64.0,0.0,1.0
stellar_ml_tight,RAR,UGC02916,43,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,0,8.668621376273222e-12,227.5476846777154,225.06239075349262,2.485293924222783,0.1893924525548927,0.48930065277141527,1.2085151442839244,-0.22479384532712549,0.7986808535787759,-0.22479384532712549,0.7986808535787759,0.0,0.0,50.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC02916,43,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,8,4.988010005035903e-11,229.80230471603815,226.8557915486816,2.9465131673565503,0.20530186693435437,0.5954716426098635,1.227895670125289,-0.2414919264273474,0.7854551451925661,-0.2414919264273474,0.7854551451925661,0.0,0.0,50.0,0.0,1.0
stellar_ml_tight,RAR,UGC03205,48,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,8,5.88897819397971e-11,184.6232332082441,171.26637901538595,13.356854192858142,-0.11763537659526614,-1.1685377392401008,0.8890201510784472,0.5194284447916478,1.681066552721264,0.5194284447916478,1.681066552721264,0.0,0.0,67.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC03205,48,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,3,1.679723027336877e-11,183.23161164004267,170.4120191045585,12.81959253548415,-0.11559419486362554,-1.158331830581898,0.8908366560475741,0.5081848560113348,1.6622711933420602,0.5081848560113348,1.6622711933420602,0.0,0.0,67.0,0.0,1.0
stellar_ml_tight,RAR,UGC03546,30,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,1,2.511768570911954e-12,15.749481794549862,12.265611710179847,3.4838700843700146,0.20889838721899476,0.37001561086543183,1.2323197727288968,-0.27442042010741957,0.7600124835542236,-0.27442042010741957,0.7600124835542236,0.0,0.0,55.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC03546,30,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,0,1.1254996934439987e-11,16.57681713327177,12.723242044740497,3.8535750885312736,0.21426424674852998,0.3914045231567736,1.2389500000506921,-0.28854548294009574,0.7493527216074514,-0.28854548294009574,0.7493527216074514,0.0,0.0,55.0,0.0,1.0
stellar_ml_tight,RAR,UGC05253,73,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,5,8.498091119690798e-12,138.40849660882358,138.0933772843719,0.3151193244516579,0.11977532002866166,0.014825543176273565,1.1272435540755823,0.08417386395863441,1.0878180097135723,0.08417386395863441,1.0878180097135723,0.0,0.0,37.0,0.0,1.0
stellar_ml_tight,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC05253,73,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,8.611777957412414e-12,140.25314558225517,140.0444350551145,0.20871052714067,0.1288556138293717,0.05117846765813714,1.1375258693036923,0.06809591809167997,1.070467980800552,0.06809591809167997,1.070467980800552,0.0,0.0,37.0,0.0,1.0
