model,latent,galaxy,fraction_abs_ge_3p8,fraction_abs_ge_3p8_divergent,fraction_abs_ge_3p8_nondivergent,posterior_mean,posterior_sd,posterior_q01,posterior_q99
RAR,z_logeta,NGC3521,0.0,0.0,0.0,-1.2835745462630925,0.4665199476800854,-2.367074005272097,-0.2067234373852224
RAR,z_logeta,NGC3726,0.0,0.0,0.0,-0.9084066809036921,0.5781138596534187,-2.2296560685880253,0.42567971859326936
RAR,z_logeta,NGC3741,0.0,0.0,0.0,-0.635944423181697,0.8337451126425861,-2.576264239397724,1.2263273856096346
RAR,z_logeta,NGC3769,0.0,0.0,0.0,-0.9313637116622799,0.6547782122571427,-2.45971987781841,0.582411346299664
RAR,z_logeta,NGC3877,0.0,0.0,0.0,-0.45756115440531886,0.627333436622307,-2.0017859328556318,0.9973901821442764
RAR,z_logeta,NGC3893,0.0,0.0,0.0,-0.5975535976972398,0.5674648912909955,-1.9403788469770709,0.7000406769885104
RAR,z_logeta,NGC3917,0.0,0.0,0.0,0.5856696672587832,0.6407287847884048,-0.8927286818421319,2.0882867112864827
RAR,z_logeta,NGC3949,0.0,0.0,0.0,-0.5834045657312289,0.6082931318557566,-2.0283637464443585,0.8235622989788247
RAR,z_logeta,NGC3953,0.0,0.0,0.0,0.5025207139494077,0.6017750955102656,-0.8936795269357872,1.8858970548241283
RAR,z_logeta,NGC3972,0.0,0.0,0.0,0.26534579483998527,0.6857892065054662,-1.3423708259865594,1.8143593496545511
RAR,z_logeta,NGC3992,0.0,0.0,0.0,1.4339522399244824,0.47603924692514105,0.3461353592416212,2.4994187783362136
RAR,z_logeta,NGC4010,0.0,0.0,0.0,-0.9260955054562428,0.7464436441327128,-2.72178803385409,0.7680801309355302
RAR,z_logeta,NGC4013,0.0,0.0,0.0,-1.5829900231655518,0.45304165887416975,-2.6357285395766543,-0.5119716138684824
RAR,z_logeta,NGC4051,0.0,0.0,0.0,-0.7168415808519205,0.6394664785155246,-2.2104751566500846,0.7279844293681759
RAR,z_logeta,NGC4068,0.00925,0.0,0.009253470051269226,-2.2786337691257232,0.7174640318328067,-3.7943476036540233,-0.6095324795649278
RAR,z_logeta,NGC4085,0.0,0.0,0.0,-1.2154640916334578,0.6544258329087916,-2.7471289201392035,0.32036010694924266
RAR,z_logeta,NGC4088,0.0,0.0,0.0,-1.500912605590855,0.5885013761818683,-2.8974002560964642,-0.16584362713784903
RAR,z_logeta,NGC4100,0.0,0.0,0.0,1.1218784648506543,0.516606645227581,-0.08349473221933851,2.3035319547880113
RAR,z_logeta,NGC4138,0.0,0.0,0.0,0.3980741585938742,0.6211243641632187,-1.081522666104944,1.7948456174462435
RAR,z_logeta,NGC4157,0.0,0.0,0.0,-1.071062650121553,0.5519013871536147,-2.372742317387257,0.22118687661623554
RAR,z_logeta,NGC4183,0.0,0.0,0.0,1.472831427437747,0.6474799985363008,-0.03513902341564394,2.9345484746825004
RAR,z_logeta,NGC4214,0.001,0.0,0.0010003751406777541,2.458037267140386,0.4356320855279165,1.4007906916453827,3.477228816673898
RAR,z_logeta,NGC4217,0.541875,1.0,0.5417031386770039,-3.7654279808953217,0.2070395902511216,-3.99699268091512,-3.0844272916800772
RAR,z_logeta,NGC4559,0.0,0.0,0.0,-0.35717466010441196,0.49333218086216796,-1.5085102310050065,0.7867211715477691
RAR,z_logeta,NGC5005,0.0,0.0,0.0,-0.23677261461920823,0.4223266846070706,-1.2407547704202757,0.7024598534758486
RAR,z_logeta,NGC5033,0.0,0.0,0.0,-0.19267564768603984,0.31262345457391466,-0.9125491328086933,0.5329538167816956
RAR,z_logeta,NGC5055,0.0,0.0,0.0,-1.0875476953995162,0.16878365560015246,-1.4751997528900347,-0.6926827804577917
RAR,z_logeta,NGC5371,0.00075,0.0,0.0007502813555083156,3.3933201457854127,0.13298389512839556,3.0589776812476193,3.6976877066830354
RAR,z_logeta,NGC5585,0.0435,0.0,0.043516318619482304,-3.0913066408970464,0.43081372527522377,-3.9374382575434628,-2.034885774877526
RAR,z_logeta,NGC5907,0.0,0.0,0.0,1.3451246486536035,0.17088441159807843,0.8830801398264418,1.697211976849404
RAR,z_logeta,NGC6015,0.0,0.0,0.0,1.709152083157502,0.29425842276521286,1.0191029597474932,2.38677228793828
RAR,z_logeta,NGC6195,0.0,0.0,0.0,0.91567540489111,0.1563718576043578,0.504469241762418,1.2375481706762783
RAR,z_logeta,NGC6503,0.0,0.0,0.0,-0.579799340171696,0.2867212954376607,-1.2373109505156659,0.0926058973736513
RAR,z_logeta,NGC6674,0.003375,0.0,0.0033762660997874202,2.641227343328306,0.4224149522059869,1.6499114108222983,3.6054298349193465
RAR,z_logeta,NGC6789,0.005375,0.0,0.005377016381142929,1.7117420855152834,0.9361301603828854,-0.5130529319533232,3.723460314115866
RAR,z_logeta,NGC6946,0.0,0.0,0.0,-0.08383382071714723,0.36054991717211526,-0.9394836115280156,0.7642316277102552
RAR,z_logeta,NGC7331,0.0,0.0,0.0,-2.481447391569785,0.2405184445885369,-3.037764555070549,-1.9172279456069656
RAR,z_logeta,NGC7793,0.0,0.0,0.0,-0.027833075151951193,0.3447818728832034,-0.8394430752634503,0.7680245400127879
RAR,z_logeta,NGC7814,0.0,0.0,0.0,0.8623648836040458,0.16155546986939215,0.5275175476156423,1.280534570683915
RAR,z_logeta,UGC00128,0.62525,0.3333333333333333,0.625359509816181,3.8088597352464584,0.1675781179786574,3.2588718253576525,3.99787161177125
RAR,z_logeta,UGC00191,0.0005,0.0,0.0005001875703388771,1.6160138532572697,0.7090732694559342,-0.03477675931128888,3.25313058291397
RAR,z_logeta,UGC00634,0.0,0.0,0.0,-0.3100216616069589,0.8736808568296816,-2.3364494961233,1.6964008240023274
RAR,z_logeta,UGC00731,0.250875,0.0,0.2509691134175316,3.448618913204575,0.45481357664648625,2.004791227739954,3.993934756541242
RAR,z_logeta,UGC00891,0.00025,0.0,0.00025009378516943853,-0.6899959137718138,0.9528211210062002,-2.9508068858857777,1.4980480297713559
RAR,z_logeta,UGC01230,0.001375,0.0,0.001375515818431912,1.5465940539988583,0.8361774561571876,-0.46674186748653973,3.3829583143257898
RAR,z_logeta,UGC01281,0.0,0.0,0.0,-0.24103477390764835,0.6634878221538255,-1.802251121106173,1.277490312374586
RAR,z_logeta,UGC02023,0.0,0.0,0.0,-0.5582753424872079,0.9338368119395628,-2.6858227699767108,1.6112589443135052
RAR,z_logeta,UGC02259,0.004875,0.0,0.004876828810804051,1.992302216643101,0.7673626695650827,0.18733567956865504,3.666196727891087
RAR,z_logeta,UGC02885,0.0,0.0,0.0,1.1410772298941023,0.3710873824255345,0.27304877897808993,2.0169129140942808
RAR,z_logeta,UGC02916,0.0,0.0,0.0,-1.3687462787750622,0.2649109017208726,-1.9962752206437477,-0.7506078299665951
RAR,z_logeta,UGC02953,0.0,0.0,0.0,-0.9869380671712097,0.16048627075890498,-1.350681865442499,-0.6032235629811612
RAR,z_logeta,UGC03205,0.0,0.0,0.0,2.104335788777262,0.2886029848405247,1.438088472127374,2.760910163148172
RAR,z_logeta,UGC03546,0.0,0.0,0.0,-1.6676720540370034,0.3891535272892771,-2.566815604694954,-0.7614571978949644
RAR,z_logeta,UGC04278,0.0,0.0,0.0,0.26048690660575213,0.6426460223242209,-1.2188775638430378,1.8187874835216682
RAR,z_logeta,UGC04325,0.004625,0.0,0.004626735025634613,1.9189445784939336,0.8017845531669373,0.06715538360207535,3.683119550840451
RAR,z_logeta,UGC04483,0.00025,0.0,0.00025009378516943853,-0.629251694697083,0.9187054574905812,-2.7318480390725486,1.5220160330088865
RAR,z_logeta,UGC04499,0.0,0.0,0.0,-0.13640348357005086,0.846119764576564,-2.0624555609185795,1.8291663893987968
RAR,z_logeta,UGC05005,0.0,0.0,0.0,-0.7944772483597833,0.8607984331156505,-2.79403364798523,1.1821940476751296
RAR,z_logeta,UGC05253,0.0,0.0,0.0,-0.11093715298027072,0.20617164223155635,-0.6091423801220339,0.3540864459025751
RAR,z_logeta,UGC05414,0.000375,0.0,0.0003751406777541578,-0.6054665776625707,0.9472425428310695,-2.8246362354226124,1.5457962853140896
RAR,z_logeta,UGC05716,0.003125,0.0,0.003126172314617982,2.08790465955393,0.6484619801058364,0.5732171607056463,3.5616218259463146
RAR,z_logeta,UGC05721,0.0,0.0,0.0,0.47411426374302346,0.6354622297749845,-1.0197408405209987,1.9346677027043395
RAR,z_logeta,UGC05750,0.0,0.0,0.0,-0.48557390667866956,0.8764398689613154,-2.5430088896064698,1.5305861148360091
RAR,z_logeta,UGC05764,0.005375,0.3333333333333333,0.005251969488558209,1.5901318880491686,0.967180287775986,-0.7394612664182993,3.648354151336671
RAR,z_logeta,UGC05829,0.0,0.0,0.0,0.5741901786764403,0.8759401952747508,-1.4505612273928628,2.6253635837842255
RAR,z_logeta,UGC05918,0.0,0.0,0.0,0.1844546647843676,0.9298401119135254,-1.9216429502830812,2.3498467797394778
RAR,z_logeta,UGC05986,0.0,0.0,0.0,-1.2492332626457274,0.7390546369716056,-2.9239464932554933,0.5466620632158079
RAR,z_logeta,UGC05999,0.000125,0.0,0.00012504689258471927,-0.2677035175289129,0.9099140001101539,-2.4109519039960796,1.8460612988107623
RAR,z_logeta,UGC06399,0.0,0.0,0.0,0.5060997680618843,0.8007456702789233,-1.374747735071233,2.316730153625255
RAR,z_logeta,UGC06446,0.01225,0.0,0.01225459547330249,2.4461353967241277,0.6665155709532606,0.8397591447833938,3.8303974661400875
RAR,z_logeta,UGC06614,0.0,0.0,0.0,-1.6138641745373705,0.5258602534258072,-2.835148492982007,-0.398500322748674
RAR,z_logeta,UGC06628,0.000125,0.0,0.00012504689258471927,-0.8140874283014115,0.8976843978749127,-2.910318388555418,1.2225921390225027
RAR,z_logeta,UGC06667,0.030625,0.0,0.030636488683256222,2.50549984439286,0.7651811635320643,0.596236755814733,3.9330942861376403
RAR,z_logeta,UGC06786,0.000125,0.0,0.00012504689258471927,-2.9173723857741862,0.26403837263448193,-3.5236659260511645,-2.3067987250078623
RAR,z_logeta,UGC06818,0.002125,0.0,0.0021257971739402277,-1.6277925553025665,0.8280345929211215,-3.5133693969130815,0.31875306666036685
RAR,z_logeta,UGC06917,0.0,0.0,0.0,0.4651568196005948,0.693861533974856,-1.1332004346673488,2.05454851798194
RAR,z_logeta,UGC06923,0.0,0.0,0.0,-0.5251596344567645,0.799104439230706,-2.4417207796227878,1.2654938355774141
RAR,z_logeta,UGC06930,0.0,0.0,0.0,0.5758755209053092,0.7362756226632161,-1.1560025557351539,2.351002017199509
RAR,z_logeta,UGC06983,0.0005,0.0,0.0005001875703388771,1.678963827759038,0.6188233089847093,0.25390905554307025,3.1595111642592864
RAR,z_logeta,UGC07089,0.000125,0.0,0.00012504689258471927,-1.406214209845148,0.7802858563390656,-3.2112474833776217,0.3437278760633929
RAR,z_logeta,UGC07125,0.0,0.0,0.0,1.0439383518371448,0.7735411235513026,-0.7802626499023866,2.7940269264434336
RAR,z_logeta,UGC07151,0.0,0.0,0.0,0.06818003506657373,0.4539660899968516,-1.0045977039614793,1.0826007294679392
RAR,z_logeta,UGC07232,0.0,0.0,0.0,0.08307290483687778,0.7969661326109639,-1.8449709394613423,1.9056074766303401
RAR,z_logeta,UGC07261,0.0,0.0,0.0,0.24697754582139408,0.8734214478265214,-1.7686645511859282,2.3111106509472745
RAR,z_logeta,UGC07323,0.0005,0.0,0.0005001875703388771,-0.7688119498281655,0.893272356561315,-2.8442197687864845,1.272193930536919
RAR,z_logeta,UGC07399,0.0,0.0,0.0,0.3557934317868527,0.7772591187055614,-1.4346158362875046,2.1561909190215918
RAR,z_logeta,UGC07524,0.0,0.0,0.0,0.39544655814261886,0.49940666430822395,-0.7758385964008181,1.5241435278194049
RAR,z_logeta,UGC07559,0.002375,0.0,0.002375890959109666,-1.834518127013714,0.7789336359293135,-3.5615613910852915,-0.028216687799544293
RAR,z_logeta,UGC07577,0.028375,0.0,0.028385644616731275,-2.5202597475584523,0.6971075653634811,-3.914956055867815,-0.8066847152210053
RAR,z_logeta,UGC07603,0.0,0.0,0.0,-0.9894093169642233,0.8594109553803784,-2.9145117136422822,1.023249508842695
RAR,z_logeta,UGC07608,0.0,0.0,0.0,0.08808090805443484,0.9619392329818751,-2.2228827270265867,2.269760223709374
RAR,z_logeta,UGC07690,0.0,0.0,0.0,0.38575020057616694,0.8624004484476411,-1.6022494926263213,2.3361494692909845
RAR,z_logeta,UGC07866,0.000125,0.0,0.00012504689258471927,-1.2117440096020247,0.8149768677945799,-3.1217251671269715,0.6433890161947335
RAR,z_logeta,UGC08286,0.044125,0.0,0.0441415530824059,3.2819869350923265,0.3175494384026926,2.505475444264548,3.9229172946389697
RAR,z_logeta,UGC08490,0.000375,0.0,0.0003751406777541578,1.8599411678951105,0.5576191320649609,0.5619629192025923,3.137125151694021
RAR,z_logeta,UGC08550,0.0,0.0,0.0,0.772978556233537,0.779301433091773,-1.059462481760993,2.536206489929427
RAR,z_logeta,UGC08699,0.0,0.0,0.0,-0.27866828051112463,0.306069805151176,-0.9899380820560755,0.42960257661859436
RAR,z_logeta,UGC08837,0.105375,0.3333333333333333,0.10528948355633362,-3.1637727307497876,0.5168664719412278,-3.976401087025713,-1.821186149622508
RAR,z_logeta,UGC09037,0.244875,0.6666666666666666,0.24471676878829562,-3.5308128240353227,0.33141969875713506,-3.990034008498635,-2.60837440418795
RAR,z_logeta,UGC09992,0.00025,0.0,0.00025009378516943853,-0.36722265784657815,0.9313679629762085,-2.5143426414249332,1.7970426308901195
RAR,z_logeta,UGC10310,0.0,0.0,0.0,0.5934900228890203,0.8675750396848686,-1.3918810895897604,2.552682977108833
RAR,z_logeta,UGC11455,0.0,0.0,0.0,-1.430062326137219,0.43333997970916127,-2.433932175144763,-0.40578019091958367
RAR,z_logeta,UGC11557,0.003375,0.0,0.0033762660997874202,-1.5570444528414857,0.8531241688591692,-3.5015166339185324,0.4022753701975121
RAR,z_logeta,UGC11820,0.0,0.0,0.0,1.1748628414206428,0.8034390022369854,-0.7508972666392397,3.0254164689548317
RAR,z_logeta,UGC11914,0.0,0.0,0.0,1.5968178693917285,0.3697489263032015,0.7693717644312466,2.452524375251448
RAR,z_logeta,UGC12506,0.014875,0.0,0.014880580217581593,2.8327734089457284,0.47409990443153815,1.6919368326235544,3.8586637988290073
RAR,z_logeta,UGC12632,0.006375,0.0,0.006377391521820683,2.081243083929635,0.7644298788805868,0.23001927386301868,3.7352649387282626
RAR,z_logeta,UGC12732,0.006625,0.0,0.0066274853069901215,2.3280629385056617,0.6089188903599334,0.8996109499395835,3.7306038548031917
RAR,z_logeta,UGCA442,0.0,0.0,0.0,0.05334985061163309,0.9462506104284831,-2.1990209770921996,2.1492905488466216
RAR,z_logeta,UGCA444,0.0,0.0,0.0,-0.14559097589881112,0.945297198118123,-2.3575350487656332,2.016188518571274
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,CamB,0.291625,0.3333333333333333,0.29159369527145357,-3.5159335872741027,0.40362459184939903,-3.993849873852653,-2.218171035397515
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,D512-2,0.0,0.0,0.0,-0.957299065234586,0.5084731508068445,-2.190638139834216,0.1795876303612683
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,D564-8,0.000125,0.0,0.00012509382036527395,-0.8613102932077923,0.972151114823602,-3.181635633606033,1.385066313311165
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,D631-7,0.00175,0.0,0.0017513134851138354,-1.520825835882144,0.8303626306819114,-3.4298642555728467,0.4632103570883506
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,DDO064,0.0,0.0,0.0,-0.3649420062735971,0.33602484974302743,-1.1565444536026284,0.3746017120555221
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,DDO154,0.0,0.0,0.0,-0.36895320491190897,0.6952995488504847,-1.9938484185782817,1.2940843125691186
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,DDO161,0.0,0.0,0.0,-1.7496992519212224,0.09604135361024944,-1.9780832690039045,-1.5284943777939606
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,DDO168,0.000625,0.0,0.0006254691018263697,-1.1105795229660813,0.762227941291405,-3.0065827297162193,0.6194324775772845
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,DDO170,0.0,0.0,0.0,-1.5591974088382694,0.17605035114630102,-1.9792466263164612,-1.162375079505314
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,ESO079-G014,0.0,0.0,0.0,0.22376934296448295,0.42589699378504764,-0.7888407084661966,1.1610864230056572
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,ESO116-G012,0.0,0.0,0.0,0.9687155335226205,0.21507807741013862,0.4419924293132244,1.4441634047427128
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,ESO444-G084,0.144,0.16666666666666666,0.14398298724043032,3.292889492086205,0.4743502562252539,1.9685352364412845,3.980698422267155
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,ESO563-G021,0.0,0.0,0.0,1.7727108430441554,0.45709051050401767,0.705304606822952,2.826940327613864
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F563-1,0.0,0.0,0.0,1.043697084372201,0.3785031169901812,0.13333419071643138,1.8745833912387464
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F563-V2,0.0,0.0,0.0,1.7853057995586503,0.5655979667732173,0.4077850114453186,3.0224020808069936
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F565-V2,0.0,0.0,0.0,0.7315147030530433,0.4251800647214742,-0.315143482411222,1.6845739589154975
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F568-1,0.004625,0.16666666666666666,0.004503377533149862,2.066948661178161,0.7378631809535939,0.3880956458656718,3.690340483661217
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F568-3,0.0,0.0,0.0,-0.3698203198942076,0.7339704013834926,-2.0594034019151013,1.271591401813793
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F568-V1,0.00275,0.0,0.0027520640480360272,1.9169713491124887,0.7194506623634231,0.33014073433989455,3.588429397958618
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F571-8,0.0,0.0,0.0,2.6231353958889896,0.21376639377231285,2.0448117091510443,3.0793584563179417
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F571-V1,0.0,0.0,0.0,-0.8461926112496885,0.6550344091782813,-2.387163360866328,0.6524265738463022
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F574-1,0.0,0.0,0.0,-0.3235548977596521,0.7190108136192037,-2.064085523840875,1.3173898967345015
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F579-V1,0.0,0.0,0.0,0.003559711491177662,0.8016255371199128,-1.869515079025657,1.8541395472607514
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F583-1,0.0,0.0,0.0,-0.34540758656981824,0.3053994773692443,-1.0642647999163433,0.32424323745694084
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,F583-4,0.0,0.0,0.0,-0.8028530830951358,0.5475975856315097,-2.122883507864533,0.4423322067078366
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,IC2574,0.05875,0.16666666666666666,0.05866900175131348,-3.012850773600022,0.5208149400381644,-3.9577258299731968,-1.7332538467898675
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,IC4202,0.010875,0.16666666666666666,0.01075806855141356,2.7047616098850304,0.5307652227510367,1.4296949406761517,3.8051960852936606
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,KK98-251,0.0,0.0,0.0,-2.300520250201982,0.26131547352292334,-2.930211137979702,-1.7152722100608584
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0024,0.001,0.0,0.0010007505629221916,1.166074296605008,0.8777691342078613,-0.7865774731451595,3.2142481243296523
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0055,0.010875,0.0,0.010883162371778833,-2.544666603310412,0.5758651059925215,-3.8153020560250006,-1.17210666750532
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0100,0.0,0.0,0.0,0.2876260988336257,0.35417352904239985,-0.6036266980368323,1.050187867902046
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0247,0.0,0.0,0.0,-0.5619609619762969,0.8319307766158394,-2.5227188302264048,1.3237680237530813
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0289,0.0,0.0,0.0,-1.6364871058753894,0.1853752435739311,-2.077178013893493,-1.210245928663093
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0300,0.001375,0.0,0.0013760320240180136,1.320781862995798,0.8907495020871392,-0.7490170535245416,3.3432675126066433
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0801,0.84375,1.0,0.8436327245434075,-3.8923798565863263,0.10352885658445656,-3.998931160049299,-3.533449361496714
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC0891,0.19725,0.16666666666666666,0.19727295471603704,3.355586650807584,0.4882862177462173,1.923285226585526,3.9883357050380464
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC1003,0.0,0.0,0.0,-0.04611767166642474,0.10364305668865702,-0.2855125776949522,0.18721529794593716
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC1090,0.0,0.0,0.0,-1.61896127446249,0.24622848136664063,-2.1977708865030254,-1.0629300827685109
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2403,0.879125,1.0,0.87903427570678,3.905696881120669,0.09061875716738453,3.5868636267683582,3.9991599163751284
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2683,0.0,0.0,0.0,-0.467837997867626,0.9401398892362537,-2.6452946314120798,1.7340834747933078
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2841,0.052875,0.0,0.05291468601451088,3.393682978396587,0.24590378545229222,2.823481006207239,3.9268030187187777
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2915,0.201125,0.16666666666666666,0.20115086314736053,3.3616758517324077,0.480314709471291,1.9691557115599785,3.9914367919880407
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2955,0.022,0.0,0.022016512384288218,-2.638098897659729,0.6203469215207622,-3.9122476084927578,-1.1611403603725565
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2976,0.0,0.0,0.0,0.02184094882482601,0.9674497883502401,-2.202669543856535,2.2476670404290684
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC2998,0.001375,0.0,0.0013760320240180136,-2.064550056818682,0.4559432660172627,-3.186194865708694,-1.0329819740929984
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3109,0.046875,0.16666666666666666,0.04678508881661246,2.772221389792874,0.6719278675920606,1.0624706297834272,3.9545502538170485
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3198,0.0,0.0,0.0,-1.6152199930592102,0.3289079587282765,-2.3987253243592623,-0.8834933376457715
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3521,0.0,0.0,0.0,0.6548470805768083,0.3055463733920242,-0.07741306878115878,1.3584844805257927
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3726,0.0,0.0,0.0,-1.0126221741256247,0.6016181539346265,-2.430877634936601,0.3596091224561592
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3741,0.001875,0.0,0.0018764073054791093,1.9566859664155714,0.7077486780675608,0.23402447338228724,3.5232917386423517
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3769,0.0,0.0,0.0,-0.24805688110407398,0.5700339755408145,-1.585379888642486,1.0596495765128104
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3877,0.0,0.0,0.0,-0.5383641883662865,0.7432163751027885,-2.314579660880568,1.1634894933002766
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3893,0.0,0.0,0.0,1.0948774533283823,0.6529860721195402,-0.4226756746826087,2.5746793690343988
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3917,0.0,0.0,0.0,-0.14647547353263107,0.6677338866221657,-1.7046794083416457,1.360507908034523
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3949,0.0,0.0,0.0,-0.16111629873206,0.7909521760171299,-2.0343297394732556,1.633407541468987
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3953,0.0,0.0,0.0,-0.5739745421293693,0.7526215419766353,-2.312680396728039,1.1442356856032467
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3972,0.0,0.0,0.0,0.6204219431191955,0.725084127864656,-1.0979866117869088,2.2801219381501485
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC3992,0.0,0.0,0.0,-0.6369643559638626,0.7567174644954756,-2.3681517050422323,1.110269422231278
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4010,0.0,0.0,0.0,0.33503701722299045,0.6656611858652011,-1.2820387827933524,1.8292032012764525
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4013,0.0,0.0,0.0,1.201929557191154,0.45781506616033696,0.13369049751380307,2.2685685606541575
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4051,0.0,0.0,0.0,-0.9670342568294032,0.7314090295024794,-2.7807323224739076,0.7418656802655655
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4068,0.003625,0.0,0.003627720790592945,-1.485301818685292,0.9107042194792593,-3.567446579368165,0.6654244577411405
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4085,0.0,0.0,0.0,-0.2996832600582699,0.795922299125845,-2.194611871108657,1.525662036584316
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4088,0.0,0.0,0.0,-1.2592035956252958,0.6262115351508782,-2.7256056643850255,0.17807591914333862
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4100,0.0,0.0,0.0,-0.49906437138241144,0.5620307281231745,-1.8267004400648021,0.8041395435147979
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4138,0.0,0.0,0.0,0.20153054249528501,0.7775716194622365,-1.659827407596127,1.9569912415012984
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4157,0.0,0.0,0.0,-0.1482703594265682,0.5727659658964459,-1.5197219834460614,1.179014634984454
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4183,0.0,0.0,0.0,-1.480285094300266,0.5259290436723421,-2.727166270950726,-0.3030484159970214
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4214,0.001,0.0,0.0010007505629221916,1.0981676856019527,0.9524166461751193,-1.0958863625757465,3.2663303635307335
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4217,0.0,0.0,0.0,2.669283727573373,0.2855790549123366,1.8456073407267526,3.2361170077738657
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC4559,0.0,0.0,0.0,-0.9769801545893279,0.19288977724880366,-1.4433300120792123,-0.5564817718162166
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5005,0.0,0.0,0.0,0.21215473578281768,0.9018676781228223,-1.9157576957785432,2.347581629136021
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5033,0.0,0.0,0.0,0.12087022366803149,0.13837445747849922,-0.2166087812236325,0.4276450434624099
