bcut_deg,n_windows,baseline_amp,baseline_snr,amp_min,amp_max,amp_ratio_min_vs_bcut_baseline,amp_ratio_max_vs_bcut_baseline,sep_from_bcut_baseline_mean_deg,sep_from_bcut_baseline_max_deg,passes_30deg_bcut_baseline_gate
10.0,27,0.0020920732572718283,3.479547276597855,0.00015372456699034323,0.0024625544308247162,0.07347953349913187,1.1770880499834957,72.43258234721787,171.01255360500883,False
15.0,27,0.0022497252686004975,3.597784382626838,0.00018722960462218833,0.0025486913348735205,0.08322331941386762,1.132890033483512,71.50801648572207,156.61164112828024,False
20.0,27,0.0018457931985303908,3.020826423745981,0.0002823453266246174,0.0026031162285152466,0.15296693413401838,1.4102967930469306,77.79275999066047,171.2414252928518,False
25.0,27,0.002367795740303487,3.4985659965369225,0.0002724149336442967,0.0031974930004755753,0.11505001424209865,1.3504091362482744,75.69554996898438,177.37337271119557,False
30.0,27,0.002465009682312217,3.383764797746312,0.0003095009130971899,0.003244344543834419,0.1255576865754431,1.316158945384415,72.8730071198185,173.30982115495976,False
35.0,27,0.003049663342602405,3.7059359584726645,0.0003921482166852479,0.00406481446557537,0.1285873792058016,1.3328731761279244,69.16420497343478,160.64733397297633,False
